Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,CrdR/90,CrdY/90,PrgR/90,PrgC/90,PrgP/90
Mario Hermoso,ESP,DF,Atlético Madrid,28.0,1995.0,28,27,2356,26.2,0.0,0.04,0.04,0.0,0.04,0.05,0.03,0.08,0.05,0.08,0.0,0.31,2.29,1.37,6.34
Javi Hernández,ESP,DF,Cádiz,26.0,1998.0,27,25,2245,24.9,0.04,0.08,0.12,0.04,0.12,0.05,0.07,0.11,0.05,0.11,0.0,0.28,1.97,1.33,3.25
Aridane Hernández,ESP,DF,Rayo Vallecano,35.0,1989.0,18,18,1600,17.8,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.02,0.0,0.17,0.0,0.0,1.07
Luis Hernández,ESP,DF,Cádiz,35.0,1989.0,9,8,723,8.0,0.12,0.0,0.12,0.12,0.12,0.12,0.04,0.16,0.12,0.16,0.0,0.5,0.12,0.25,3.88
Yarek Hernandis,ESP,DF,Valencia,19.0,2005.0,12,5,555,6.2,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.16,,,
Jorge Herrando,ESP,DF,Osasuna,23.0,2001.0,16,15,1374,15.3,0.0,0.07,0.07,0.0,0.07,0.02,0.01,0.03,0.02,0.03,0.0,0.26,0.07,0.2,1.9
Ander Herrera,ESP,MF,Athletic Club,34.0,1989.0,22,10,1014,11.3,0.0,0.27,0.27,0.0,0.27,0.07,0.11,0.17,0.07,0.17,0.0,0.35,1.42,0.88,8.14
Cristian Herrera,ESP,FW,Las Palmas,33.0,1991.0,7,1,155,1.7,0.58,0.0,0.58,0.58,0.58,0.51,0.02,0.53,0.51,0.53,0.0,0.59,8.24,1.18,4.12
Sergio Herrera,ESP,GK,Osasuna,30.0,1993.0,31,31,2779,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.03
Yangel Herrera,VEN,MF,Girona,26.0,1998.0,26,24,1911,21.2,0.24,0.0,0.24,0.24,0.24,0.21,0.11,0.32,0.21,0.32,0.0,0.42,2.92,1.23,4.01
Juan Herzog,ESP,DF,Las Palmas,21.0,2003.0,4,3,292,3.2,0.62,0.0,0.62,0.62,0.62,0.21,0.0,0.21,0.21,0.21,0.0,0.31,0.0,0.0,0.94
Martin Hongla,CMR,MF,Granada,26.0,1998.0,12,5,490,5.4,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.93,0.56,2.59
Xabier Huarte Armendáriz,ESP,MF,Osasuna,23.0,2001.0,1,0,9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Pablo Ibáñez,ESP,MF,Osasuna,25.0,1998.0,31,10,997,11.1,0.09,0.09,0.18,0.09,0.18,0.2,0.09,0.29,0.2,0.29,0.0,0.45,4.14,2.25,5.14
Iglesias,ESP,DF,Getafe,25.0,1998.0,23,16,1412,15.7,0.0,0.13,0.13,0.0,0.13,0.04,0.04,0.08,0.04,0.08,0.0,0.25,3.06,1.02,2.74
Borja Iglesias,ESP,FW,Betis,31.0,1993.0,11,4,408,4.5,0.0,0.22,0.22,0.0,0.22,0.13,0.21,0.34,0.13,0.34,0.0,0.44,7.11,1.11,2.67
Imanol,ESP,DF,Athletic Club,23.0,2000.0,7,4,403,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.05,0.0,0.44,3.11,2.67,3.78
Isco,ESP,MF,Betis,32.0,1992.0,28,27,2288,25.4,0.31,0.2,0.51,0.24,0.43,0.33,0.25,0.58,0.26,0.52,0.0,0.39,5.63,3.94,8.43
Diego Iturralde,ESP,DF,Sevilla,21.0,2003.0,1,0,37,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5
Adnan Januzaj,BEL,FW,Sevilla,29.0,1995.0,8,0,193,2.1,0.0,0.0,0.0,0.0,0.0,0.28,0.02,0.3,0.28,0.3,0.0,0.0,8.1,0.48,4.29
Mikel Jauregizar,ESP,MF,Athletic Club,20.0,2003.0,5,0,78,0.9,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,
Luis Javier Suárez,COL,FW,Almería,26.0,1997.0,12,8,746,8.3,0.48,0.0,0.48,0.36,0.36,0.67,0.04,0.71,0.57,0.62,0.0,0.24,4.82,3.13,1.81
Salim El Jebari,MAR,MF,Atlético Madrid,20.0,2004.0,1,0,13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0
Frenkie de Jong,NED,MF,Barcelona,27.0,1997.0,20,20,1634,18.2,0.11,0.0,0.11,0.11,0.11,0.04,0.12,0.16,0.04,0.16,0.0,0.38,2.09,3.79,9.23
Joan Jordán,ESP,MF,Sevilla,29.0,1994.0,8,4,380,4.2,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,0.0,0.24,0.24,0.0,7.62
Jordi,ESP,MF,Getafe,23.0,2001.0,11,5,508,5.6,0.0,0.0,0.0,0.0,0.0,0.22,0.09,0.31,0.22,0.31,0.0,0.18,4.46,1.07,1.96
Jeremy Jorge,ESP,FW,Getafe,21.0,2003.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Willian José,BRA,FW,Betis,32.0,1991.0,31,23,1833,20.4,0.49,0.25,0.74,0.49,0.74,0.27,0.12,0.39,0.27,0.39,0.05,0.0,3.97,0.34,1.47
Joselu,ESP,FW,Real Madrid,34.0,1990.0,33,14,1597,17.7,0.51,0.11,0.62,0.51,0.62,0.66,0.09,0.75,0.57,0.66,0.0,0.06,5.37,0.85,1.07
Kamil Jóźwiak,POL,MF,Granada,26.0,1998.0,11,7,571,6.3,0.0,0.16,0.16,0.0,0.16,0.02,0.19,0.21,0.02,0.21,0.0,0.32,4.92,2.38,3.33
Juanmi,ESP,FW,Cádiz,30.0,1993.0,13,9,780,8.7,0.35,0.0,0.35,0.35,0.35,0.28,0.13,0.41,0.28,0.41,0.0,0.34,4.25,0.57,1.15
Juanpe,ESP,DF,Girona,33.0,1991.0,16,6,723,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.5,0.0,0.38,1.62
Vinicius Júnior,BRA,FW,Real Madrid,23.0,2000.0,24,20,1684,18.7,0.69,0.27,0.96,0.64,0.91,0.65,0.19,0.84,0.6,0.79,0.0,0.32,12.89,6.31,2.62
Filip Jørgensen,DEN,GK,Villarreal,22.0,2002.0,34,34,3060,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
Sory Kaba,GUI,FW,Las Palmas,28.0,1995.0,17,9,720,8.0,0.12,0.12,0.25,0.12,0.25,0.18,0.04,0.23,0.18,0.23,0.0,0.25,4.5,0.88,1.5
Kaiky,BRA,DF,Almería,20.0,2004.0,8,5,523,5.8,0.17,0.0,0.17,0.17,0.17,0.04,0.0,0.04,0.04,0.04,0.0,0.34,0.17,0.69,4.14
Jon Karrikaburu,ESP,MF,Alavés,21.0,2002.0,2,0,16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Ibrahima Kebe,MLI,MF,Girona,23.0,2000.0,2,0,9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0
Kiké,ESP,FW,Alavés,34.0,1989.0,32,14,1383,15.4,0.2,0.13,0.33,0.2,0.33,0.45,0.13,0.58,0.4,0.53,0.0,0.19,6.17,1.17,2.08
Koke,ESP,MF,Atlético Madrid,32.0,1992.0,32,29,2243,24.9,0.0,0.16,0.16,0.0,0.16,0.02,0.13,0.14,0.02,0.14,0.0,0.16,1.04,1.0,7.87
Ibrahima Koné,MLI,FW,Almería,24.0,1999.0,8,2,262,2.9,0.0,0.0,0.0,0.0,0.0,0.12,0.03,0.16,0.12,0.16,0.0,0.0,5.17,1.03,1.03
Rominigue Kouamé,MLI,MF,Cádiz,27.0,1996.0,16,9,821,9.1,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,0.0,0.22,0.55,1.76,3.74
Jules Koundé,FRA,DF,Barcelona,25.0,1998.0,32,29,2629,29.2,0.03,0.07,0.1,0.03,0.1,0.07,0.07,0.14,0.07,0.14,0.0,0.14,1.75,2.12,7.6
Toni Kroos,GER,MF,Real Madrid,34.0,1990.0,31,22,1967,21.9,0.05,0.32,0.37,0.05,0.37,0.07,0.21,0.29,0.07,0.29,0.0,0.14,1.19,1.42,11.92
Takefusa Kubo,JPN,FW,Real Sociedad,22.0,2001.0,28,22,1970,21.9,0.32,0.14,0.46,0.32,0.46,0.16,0.24,0.4,0.16,0.4,0.0,0.05,9.59,5.57,3.56
Luca de la Torre,USA,MF,Celta Vigo,25.0,1998.0,30,21,1911,21.2,0.05,0.19,0.24,0.05,0.24,0.1,0.07,0.16,0.1,0.16,0.05,0.19,3.96,2.64,4.34
Érik Lamela,ARG,FW,Sevilla,32.0,1992.0,13,5,463,5.1,0.39,0.0,0.39,0.39,0.39,0.19,0.19,0.38,0.19,0.38,0.0,0.59,5.49,2.16,3.33
Bruno Langa,MOZ,DF,Almería,26.0,1997.0,8,6,550,6.1,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,0.16,0.16,3.61,1.31,3.44
Cyle Larin,CAN,FW,Mallorca,29.0,1995.0,32,18,1637,18.2,0.11,0.11,0.22,0.11,0.22,0.42,0.08,0.5,0.42,0.5,0.0,0.44,4.89,1.04,0.6
Juanmi Latasa,ESP,FW,Getafe,23.0,2001.0,30,15,1460,16.2,0.12,0.0,0.12,0.12,0.12,0.22,0.09,0.31,0.21,0.3,0.06,0.37,4.26,0.43,0.99
Toni Lato,ESP,DF,Mallorca,26.0,1997.0,26,15,1447,16.1,0.0,0.06,0.06,0.0,0.06,0.01,0.07,0.08,0.01,0.08,0.0,0.19,6.27,1.61,2.24
Lázaro,BRA,FW,Almería,22.0,2002.0,14,2,285,3.2,0.0,0.0,0.0,0.0,0.0,0.28,0.17,0.45,0.28,0.45,0.0,0.0,10.62,1.56,1.88
Robin Le Normand,ESP,DF,Real Sociedad,27.0,1996.0,28,27,2379,26.4,0.08,0.0,0.08,0.08,0.08,0.04,0.0,0.04,0.04,0.04,0.0,0.49,0.04,0.8,3.83
Jeremías Ledesma,ARG,GK,Cádiz,31.0,1993.0,32,32,2868,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian Lejeune,FRA,DF,Rayo Vallecano,32.0,1991.0,34,34,3057,34.0,0.06,0.03,0.09,0.06,0.09,0.07,0.02,0.09,0.07,0.09,0.0,0.15,0.12,0.41,3.21
Stefan Lekovic,SRB,DF,Villarreal,20.0,2004.0,1,0,29,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iñigo Lekue,ESP,DF,Athletic Club,31.0,1993.0,25,20,1822,20.2,0.0,0.1,0.1,0.0,0.1,0.01,0.05,0.06,0.01,0.06,0.0,0.2,1.68,2.08,5.54
Thomas Lemar,FRA,MF,Atlético Madrid,28.0,1995.0,3,3,164,1.8,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1,0.0,0.0,5.0,2.78,7.22
Álvaro Lemos,ESP,DF,Las Palmas,31.0,1993.0,3,2,194,2.2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.45,3.18,2.73,6.82
Robert Lewandowski,POL,FW,Barcelona,35.0,1988.0,32,29,2543,28.3,0.6,0.28,0.88,0.46,0.74,0.61,0.16,0.77,0.5,0.66,0.0,0.18,5.41,1.34,1.98
Samuel Lino,BRA,DF,Atlético Madrid,24.0,1999.0,31,22,1877,20.9,0.14,0.1,0.24,0.14,0.24,0.18,0.18,0.37,0.18,0.37,0.0,0.05,9.43,5.74,3.68
Javier Llabrés,ESP,MF,Mallorca,21.0,2002.0,15,0,178,2.0,0.51,0.0,0.51,0.51,0.51,0.32,0.16,0.48,0.32,0.48,0.0,0.5,11.0,2.5,0.5
Marcos Llorente,ESP,MF,Atlético Madrid,29.0,1995.0,34,26,2299,25.5,0.23,0.12,0.35,0.23,0.35,0.16,0.18,0.33,0.16,0.33,0.0,0.2,6.2,2.35,3.69
Enzo Loiodice,FRA,MF,Las Palmas,23.0,2000.0,31,17,1628,18.1,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,0.0,0.11,3.54,1.22,4.81
David López,ESP,DF,Girona,34.0,1989.0,22,22,1736,19.3,0.16,0.0,0.16,0.16,0.16,0.08,0.01,0.1,0.07,0.09,0.0,0.16,0.05,0.62,2.33
Diego López,ESP,MF,Valencia,22.0,2002.0,33,27,2414,26.8,0.11,0.22,0.34,0.11,0.34,0.11,0.15,0.26,0.11,0.26,0.0,0.07,6.01,2.43,2.28
Fermin López,ESP,MF,Barcelona,21.0,2003.0,28,11,1221,13.6,0.37,0.0,0.37,0.37,0.37,0.48,0.05,0.54,0.48,0.54,0.0,0.15,5.51,2.35,4.56
Javi López,ESP,DF,Alavés,22.0,2002.0,30,23,2220,24.7,0.04,0.12,0.16,0.04,0.16,0.03,0.12,0.16,0.03,0.16,0.0,0.12,4.53,2.11,3.44
Unai López,ESP,MF,Rayo Vallecano,28.0,1995.0,32,26,1974,21.9,0.05,0.09,0.14,0.05,0.14,0.05,0.12,0.16,0.05,0.16,0.0,0.32,2.51,1.42,4.93
Dion Lopy,SEN,MF,Almería,22.0,2002.0,30,23,1916,21.3,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11,0.0,0.23,0.89,1.08,4.23
Anthony Lozano,HON,MF,Getafe,31.0,1993.0,6,0,92,1.0,0.0,0.0,0.0,0.0,0.0,0.18,0.25,0.43,0.18,0.43,0.0,1.0,6.0,0.0,1.0
Anthony Lozano,HON,FW,Almería,31.0,1993.0,11,9,688,7.6,0.39,0.0,0.39,0.39,0.39,0.37,0.05,0.42,0.37,0.42,0.0,0.13,3.03,1.45,1.71
Lucas,BRA,DF,Cádiz,23.0,2001.0,27,14,1449,16.1,0.06,0.0,0.06,0.06,0.06,0.05,0.12,0.16,0.05,0.16,0.0,0.37,3.79,1.8,2.73
José Luis Gayà,ESP,DF,Valencia,28.0,1995.0,22,22,1749,19.4,0.05,0.1,0.15,0.05,0.15,0.03,0.13,0.16,0.03,0.16,0.0,0.1,4.85,1.96,3.71
José Luis Morales,ESP,FW,Villarreal,36.0,1987.0,27,8,964,10.7,0.56,0.0,0.56,0.56,0.56,0.44,0.05,0.49,0.44,0.49,0.0,0.0,6.45,2.24,1.59
Dodi Lukebakio,BEL,FW,Sevilla,26.0,1997.0,20,9,918,10.2,0.49,0.1,0.59,0.49,0.59,0.47,0.06,0.53,0.47,0.53,0.0,0.0,10.1,3.73,2.25
Andriy Lunin,UKR,GK,Real Madrid,25.0,1999.0,20,20,1800,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.1,0.0,0.0,0.0
Darwin Machís,VEN,MF,Cádiz,31.0,1993.0,21,10,785,8.7,0.46,0.0,0.46,0.34,0.34,0.16,0.08,0.24,0.07,0.15,0.11,0.0,6.21,2.3,1.72
Pablo Maffeo,ESP,DF,Mallorca,26.0,1997.0,21,17,1433,15.9,0.0,0.13,0.13,0.0,0.13,0.03,0.04,0.07,0.03,0.07,0.06,0.19,4.03,2.2,2.52
Jon Magunacelaya,ESP,FW,Real Sociedad,23.0,2000.0,5,1,121,1.3,0.0,0.0,0.0,0.0,0.0,0.21,0.34,0.55,0.21,0.55,0.0,0.0,7.69,1.54,1.54
Nemanja Maksimović,SRB,MF,Getafe,29.0,1995.0,34,34,2995,33.3,0.12,0.0,0.12,0.12,0.12,0.17,0.02,0.19,0.17,0.19,0.0,0.09,1.02,0.54,1.83
Giorgi Mamardashvili,GEO,GK,Valencia,23.0,2000.0,34,34,3014,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.03,0.09,0.0,0.0,0.0
Wilson Manafá,POR,DF,Granada,29.0,1994.0,4,3,240,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.37,2.22,1.85,1.48
Reinildo Mandava,MOZ,DF,Atlético Madrid,30.0,1994.0,13,7,689,7.7,0.13,0.13,0.26,0.13,0.26,0.05,0.08,0.12,0.05,0.12,0.0,0.13,1.69,1.3,4.42
Aïssa Mandi,ALG,DF,Villarreal,32.0,1991.0,15,11,1023,11.4,0.09,0.0,0.09,0.09,0.09,0.06,0.06,0.11,0.06,0.11,0.0,0.26,0.35,0.53,4.12
Javier Manquillo,ESP,DF,Celta Vigo,30.0,1994.0,10,8,564,6.3,0.0,0.16,0.16,0.0,0.16,0.02,0.03,0.05,0.02,0.05,0.0,0.48,2.22,0.79,3.17
Faitout Maouassa,FRA,DF,Granada,25.0,1998.0,5,1,170,1.9,0.0,0.53,0.53,0.0,0.53,0.06,0.22,0.28,0.06,0.28,0.0,0.0,5.26,4.21,3.16
Marcão,BRA,DF,Sevilla,27.0,1996.0,6,3,310,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.59,0.0,0.88,3.53
Óscar de Marcos,ESP,DF,Athletic Club,35.0,1989.0,27,25,2168,24.1,0.04,0.17,0.21,0.04,0.21,0.03,0.12,0.14,0.03,0.14,0.0,0.21,4.81,1.99,5.77
Alberto Marí,ESP,FW,Valencia,22.0,2001.0,13,0,120,1.3,0.0,0.75,0.75,0.0,0.75,0.11,0.55,0.66,0.11,0.66,0.0,0.0,5.38,0.77,3.08
José Mari,ESP,MF,Cádiz,36.0,1987.0,3,0,14,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,0.0,5.0,5.0,0.0,5.0
José María Giménez,URU,DF,Atlético Madrid,29.0,1995.0,20,12,1146,12.7,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,0.0,0.31,0.08,0.16,1.97
Mariano,DOM,FW,Sevilla,30.0,1993.0,6,2,219,2.4,0.0,0.0,0.0,0.0,0.0,0.38,0.03,0.41,0.38,0.41,0.0,0.42,5.83,1.25,2.5
Rafa Marín,ESP,DF,Alavés,21.0,2002.0,31,26,2308,25.6,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,0.0,0.23,0.2,0.47,2.93
Diego Mariño,ESP,GK,Almería,34.0,1990.0,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mika Màrmol,ESP,DF,Las Palmas,21.0,2002.0,33,33,2908,32.3,0.0,0.03,0.03,0.0,0.03,0.0,0.03,0.03,0.0,0.03,0.03,0.19,0.37,1.02,4.15
Unai Marrero,ESP,GK,Real Sociedad,22.0,2001.0,2,1,142,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roger Martí,ESP,FW,Cádiz,33.0,1991.0,20,15,1155,12.8,0.16,0.23,0.39,0.16,0.39,0.2,0.22,0.43,0.2,0.43,0.0,0.23,4.06,0.55,1.02
Iván Martín,ESP,MF,Girona,25.0,1999.0,33,30,2459,27.3,0.18,0.11,0.29,0.18,0.29,0.1,0.08,0.18,0.1,0.18,0.0,0.18,3.33,2.56,4.4
Arnau Martinez,ESP,DF,Girona,21.0,2003.0,19,13,1125,12.5,0.0,0.16,0.16,0.0,0.16,0.02,0.11,0.13,0.02,0.13,0.0,0.4,1.2,2.08,4.72
Iñigo Martínez,ESP,DF,Barcelona,32.0,1991.0,17,10,1026,11.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.44,0.26,2.37,6.49
Marvin,ESP,FW,Las Palmas,23.0,2000.0,29,15,1682,18.7,0.0,0.11,0.11,0.0,0.11,0.05,0.12,0.16,0.05,0.16,0.0,0.27,8.93,2.94,1.66
Omar Mascarell,ESP,MF,Mallorca,31.0,1993.0,26,17,1460,16.2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.06,0.43,0.56,0.74,3.7
Jaime Mata,ESP,FW,Getafe,35.0,1988.0,32,20,1584,17.6,0.28,0.06,0.34,0.28,0.34,0.3,0.08,0.39,0.3,0.39,0.06,0.57,6.99,0.85,1.02
Luís Maximiano,POR,GK,Almería,25.0,1999.0,32,32,2880,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0
Borja Mayoral,ESP,FW,Getafe,27.0,1997.0,27,25,2153,23.9,0.63,0.04,0.67,0.46,0.5,0.5,0.06,0.55,0.36,0.42,0.0,0.08,4.18,1.13,2.8
Mamadou Mbaye,SEN,DF,Cádiz,25.0,1998.0,4,2,288,3.2,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,0.0,0.62,0.0,0.0,1.25
Hannibal Mejbri,TUN,MF,Sevilla,21.0,2003.0,5,1,98,1.1,0.0,0.0,0.0,0.0,0.0,0.01,0.37,0.38,0.01,0.38,0.0,1.82,5.45,0.91,3.64
Óscar Melendo,ESP,MF,Granada,26.0,1997.0,24,14,1059,11.8,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.08,0.04,0.08,0.0,0.17,2.29,1.69,3.22
Gonzalo Melero,ESP,MF,Almería,30.0,1994.0,25,9,978,10.9,0.0,0.09,0.09,0.0,0.09,0.16,0.11,0.27,0.16,0.27,0.0,0.28,2.84,1.93,3.94
Memphis,NED,FW,Atlético Madrid,30.0,1994.0,21,9,858,9.5,0.52,0.1,0.63,0.52,0.63,0.61,0.19,0.79,0.61,0.79,0.0,0.21,8.21,1.68,2.63
Houboulang Mendes,GNB,DF,Almería,26.0,1998.0,7,4,396,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,1.36,1.14,2.05
Tomás Mendes,ESP,MF,Alavés,19.0,2004.0,1,0,6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brais Méndez,ESP,MF,Real Sociedad,27.0,1997.0,29,25,2217,24.6,0.16,0.24,0.41,0.16,0.41,0.16,0.16,0.33,0.16,0.33,0.0,0.24,4.76,1.75,4.63
Bruno Méndez,URU,DF,Granada,24.0,1999.0,15,14,1226,13.6,0.07,0.0,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,0.0,0.22,0.88,0.59,3.01
Diego Méndez,ESP,MF,Rayo Vallecano,20.0,2003.0,1,0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
Ferland Mendy,FRA,DF,Real Madrid,28.0,1995.0,21,19,1540,17.1,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,0.0,0.29,5.26,1.05,4.56
Jorge Meré,ESP,DF,Cádiz,27.0,1997.0,10,8,673,7.5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.27,2.0
Mikel Merino,ESP,MF,Real Sociedad,27.0,1996.0,30,25,2302,25.6,0.16,0.12,0.27,0.16,0.27,0.12,0.07,0.19,0.12,0.19,0.0,0.39,3.59,0.94,5.78
Omenuke Mfulu,COD,MF,Las Palmas,30.0,1994.0,5,1,82,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,1.11,1.11
Miguel,ESP,FW,Alavés,24.0,1999.0,3,1,65,0.7,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,0.0,0.0,4.29,1.43,0.0
Éder Militão,BRA,DF,Real Madrid,26.0,1998.0,7,4,338,3.8,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,0.0,0.0,0.53,1.05,2.37
Luis Milla,ESP,MF,Getafe,29.0,1994.0,24,22,1953,21.7,0.0,0.05,0.05,0.0,0.05,0.03,0.07,0.1,0.03,0.1,0.0,0.28,1.43,1.38,4.93
Marko Milovanović,SRB,FW,Almería,20.0,2003.0,11,2,308,3.4,0.29,0.0,0.29,0.29,0.29,0.45,0.03,0.47,0.45,0.47,0.0,0.0,3.82,0.59,0.88
Óscar Mingueza,ESP,DF,Celta Vigo,25.0,1999.0,35,31,2773,30.8,0.06,0.06,0.13,0.06,0.13,0.08,0.12,0.21,0.08,0.21,0.0,0.13,3.99,2.34,5.19
Ignasi Miquel,ESP,DF,Granada,31.0,1992.0,34,33,2992,33.2,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08,0.0,0.15,0.24,0.24,2.5
Rafa Mir,ESP,FW,Sevilla,26.0,1997.0,15,3,391,4.3,0.46,0.0,0.46,0.46,0.46,0.33,0.07,0.39,0.33,0.39,0.0,0.23,3.72,0.7,0.47
Juan Miranda,ESP,DF,Betis,24.0,2000.0,23,19,1678,18.6,0.05,0.05,0.11,0.05,0.11,0.08,0.09,0.17,0.08,0.17,0.0,0.38,4.35,1.61,4.62
Stefan Mitrović,SRB,DF,Getafe,33.0,1990.0,11,9,699,7.8,0.13,0.0,0.13,0.13,0.13,0.01,0.04,0.05,0.01,0.05,0.0,0.38,0.26,0.51,2.44
Luka Modrić,CRO,MF,Real Madrid,38.0,1985.0,30,17,1590,17.7,0.11,0.34,0.45,0.11,0.45,0.07,0.31,0.38,0.07,0.38,0.0,0.11,4.58,2.88,10.0
Johan Mojica,COL,DF,Osasuna,31.0,1992.0,27,20,1836,20.4,0.0,0.15,0.15,0.0,0.15,0.05,0.13,0.18,0.05,0.18,0.0,0.05,5.59,2.7,3.82
Alberto Moleiro,ESP,FW,Las Palmas,20.0,2003.0,25,18,1540,17.1,0.12,0.18,0.29,0.12,0.29,0.06,0.11,0.17,0.06,0.17,0.0,0.0,9.3,4.09,3.63
Nahuel Molina,ARG,DF,Atlético Madrid,26.0,1998.0,30,19,1852,20.6,0.1,0.15,0.24,0.1,0.24,0.06,0.14,0.2,0.06,0.2,0.05,0.19,8.25,2.28,3.3
Jon Moncayola,ESP,MF,Osasuna,26.0,1998.0,30,20,1666,18.5,0.0,0.16,0.16,0.0,0.16,0.02,0.12,0.14,0.02,0.14,0.05,0.11,2.16,0.59,5.03
César Montes,MEX,DF,Almería,27.0,1997.0,19,19,1608,17.9,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,0.0,0.28,0.11,0.39,2.68
Álvaro Morata,ESP,FW,Atlético Madrid,31.0,1992.0,30,21,1838,20.4,0.69,0.1,0.78,0.69,0.78,0.63,0.06,0.69,0.59,0.65,0.05,0.2,4.17,0.93,0.98
Alberto Moreno,ESP,DF,Villarreal,31.0,1992.0,26,16,1405,15.6,0.13,0.13,0.26,0.13,0.26,0.04,0.1,0.14,0.04,0.14,0.13,0.26,4.68,1.6,3.21
