Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Emil Ceide,NOR,FW,Sassuolo,22,2001,11,0,176,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,12,3,16,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.17,0.05,0.17
Zeki Çelik,TUR,DF,Roma,27,1997,15,4,491,5.5,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.7,5,20,28,0.00,0.00,0.00,0.00,0.00,0.03,0.11,0.13,0.03,0.13
Fabien Centonze,FRA,DF,Hellas Verona,28,1996,8,5,496,5.5,0,1,1,0,0,0,2,0,0.0,0.0,1.0,1.0,13,14,18,0.00,0.18,0.18,0.00,0.18,0.00,0.18,0.18,0.00,0.18
Michele Cerofolini,ITA,GK,Frosinone,25,1999,4,3,315,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alberto Cerri,ITA,FW,Empoli,28,1996,11,9,516,5.7,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,3,8,23,0.17,0.00,0.17,0.17,0.17,0.20,0.04,0.25,0.20,0.25
Leonardo Cerri,ITA,DF,Juventus,21,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Charlys,BRA,MF,Hellas Verona,20,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Walid Cheddira,MAR,FW,Frosinone,26,1998,32,20,1792,19.9,6,1,7,5,1,1,0,0,7.2,6.4,1.3,7.8,24,20,105,0.30,0.05,0.35,0.25,0.30,0.36,0.07,0.43,0.32,0.39
Federico Chiesa,ITA,FW,Juventus,26,1997,29,22,1897,21.1,7,1,8,6,1,1,1,0,5.3,4.5,5.3,9.8,96,61,187,0.33,0.05,0.38,0.28,0.33,0.25,0.25,0.50,0.21,0.47
Oliver Christensen,DEN,GK,Fiorentina,25,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Samuel Chukwueze,NGA,FW,Milan,24,1999,22,10,892,9.9,1,2,3,1,0,0,1,0,1.4,1.4,1.2,2.6,47,46,105,0.10,0.20,0.30,0.10,0.30,0.14,0.12,0.26,0.14,0.26
Giorgio Cittadini,ITA,DF,Monza,22,2002,1,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Giorgio Cittadini,ITA,DF,Genoa,22,2002,3,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Patrick Ciurria,ITA,DF,Monza,29,1995,22,18,1598,17.8,0,1,1,0,0,0,2,0,1.5,1.5,2.6,4.1,41,68,94,0.00,0.06,0.06,0.00,0.06,0.09,0.15,0.23,0.09,0.23
Lorenzo Colombo,ITA,FW,Monza,22,2002,25,16,1359,15.1,4,1,5,4,0,0,3,0,3.6,3.6,0.6,4.2,16,24,75,0.26,0.07,0.33,0.26,0.33,0.24,0.04,0.28,0.24,0.28
Andrea Colpani,ITA,MF,Monza,24,1999,34,32,2351,26.1,8,4,12,8,0,0,1,0,4.4,4.4,4.3,8.7,82,105,167,0.31,0.15,0.46,0.31,0.46,0.17,0.16,0.33,0.17,0.33
Pietro Comuzzo,ITA,DF,Fiorentina,19,2005,4,0,43,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Andrea Consigli,ITA,GK,Sassuolo,37,1987,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nikita Contini Baranovsky,ITA,GK,Napoli,27,1996,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Diego Coppola,ITA,DF,Hellas Verona,20,2003,20,14,1274,14.2,2,0,2,2,0,0,8,0,1.1,1.1,0.0,1.1,1,29,0,0.14,0.00,0.14,0.14,0.14,0.08,0.00,0.08,0.08,0.08
Tommaso Corazza,ITA,DF,Bologna,19,2004,8,1,190,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,10,14,9,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08
Jeppe Corfitzen,DEN,FW,Lecce,19,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Giacomo Corona,ITA,FW,Empoli,20,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
João Costa,BRA,MF,Roma,19,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Benoît Costil,FRA,GK,Salernitana,36,1987,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lassana Coulibaly,MLI,MF,Salernitana,28,1996,24,21,1767,19.6,0,1,1,0,0,0,5,0,0.6,0.6,0.8,1.4,27,81,35,0.00,0.05,0.05,0.00,0.05,0.03,0.04,0.07,0.03,0.07
Mamadou Coulibaly,SEN,DF,Salernitana,25,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alessio Cragno,ITA,GK,Sassuolo,29,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bryan Cristante,ITA,MF,Roma,29,1995,33,33,2934,32.6,3,4,7,3,0,0,8,0,3.7,3.7,2.9,6.7,39,210,73,0.09,0.12,0.21,0.09,0.21,0.11,0.09,0.20,0.11,0.20
Juan Cruz,ARG,FW,Hellas Verona,24,1999,4,1,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,4,4,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12
Juan Cuadrado,COL,DF,Inter,35,1988,7,0,156,1.7,0,2,2,0,0,0,1,0,0.1,0.1,1.3,1.4,13,6,17,0.00,1.15,1.15,0.00,1.15,0.08,0.73,0.81,0.08,0.81
Marvin Cuni,ALB,FW,Frosinone,22,2001,19,6,505,5.6,1,0,1,1,0,0,0,0,1.3,1.3,0.2,1.5,5,10,42,0.18,0.00,0.18,0.18,0.18,0.22,0.04,0.26,0.22,0.26
Danilo D'Ambrosio,ITA,DF,Monza,35,1988,21,15,1383,15.4,0,0,0,0,0,0,5,1,0.6,0.6,0.2,0.7,9,53,22,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
Flavius Daniliuc,AUT,DF,Salernitana,23,2001,14,8,744,8.3,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.5,8,37,2,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
Danilo,BRA,DF,Juventus,32,1991,26,24,2182,24.2,1,1,2,1,0,0,6,0,1.3,1.3,0.8,2.1,15,150,18,0.04,0.04,0.08,0.04,0.08,0.05,0.03,0.09,0.05,0.09
Matteo Darmian,ITA,DF,Inter,34,1989,31,25,2296,25.5,2,1,3,2,0,0,2,0,1.2,1.2,1.7,2.9,16,69,74,0.08,0.04,0.12,0.08,0.12,0.05,0.07,0.11,0.05,0.11
Juan David Cabal,COL,DF,Hellas Verona,23,2001,19,14,1285,14.3,0,0,0,0,0,0,5,0,0.5,0.5,0.4,0.9,25,67,47,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.06,0.04,0.06
Keinan Davis,ENG,FW,Udinese,26,1998,4,0,45,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,5,0.00,0.00,0.00,0.00,0.00,0.21,0.08,0.29,0.21,0.29
Paweł Dawidowicz,POL,DF,Hellas Verona,28,1995,25,23,1957,21.7,0,0,0,0,0,0,5,0,0.5,0.5,0.0,0.6,10,81,5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03
Charles De Ketelaere,BEL,FW,Atalanta,23,2001,30,22,1734,19.3,7,6,13,6,1,1,1,0,5.2,4.5,4.9,9.4,68,107,178,0.36,0.31,0.67,0.31,0.62,0.27,0.26,0.53,0.23,0.49
Mattia De Sciglio,ITA,DF,Juventus,31,1992,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lorenzo De Silvestri,ITA,DF,Bologna,35,1988,14,6,589,6.5,2,0,2,2,0,0,0,0,0.2,0.2,0.0,0.2,8,27,8,0.31,0.00,0.31,0.31,0.31,0.03,0.00,0.03,0.03,0.03
Koni De Winter,BEL,DF,Genoa,21,2002,26,23,2110,23.4,0,1,1,0,0,0,8,1,0.8,0.8,1.0,1.8,21,61,15,0.00,0.04,0.04,0.00,0.04,0.03,0.04,0.08,0.03,0.08
Grégoire Defrel,MTQ,FW,Sassuolo,32,1991,19,7,712,7.9,1,2,3,1,0,0,0,0,1.0,1.0,1.2,2.2,7,17,39,0.13,0.25,0.38,0.13,0.38,0.12,0.15,0.27,0.12,0.27
Alessandro Deiola,ITA,MF,Cagliari,28,1995,23,15,1300,14.4,0,0,0,0,0,0,5,0,1.5,1.5,0.6,2.1,7,54,16,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.15,0.11,0.15
Diego Demme,GER,MF,Napoli,32,1991,2,1,73,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Leander Dendoncker,BEL,MF,Napoli,29,1995,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
Mattia Destro,ITA,FW,Empoli,33,1991,13,2,297,3.3,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1.0,3,3,16,0.00,0.00,0.00,0.00,0.00,0.21,0.10,0.31,0.21,0.31
Federico Di Francesco,ITA,FW,Lecce,29,1994,2,0,15,0.2,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,1,1,3,6.00,0.00,6.00,6.00,6.00,0.53,0.00,0.53,0.53,0.53
Michele Di Gregorio,ITA,GK,Monza,26,1997,31,31,2692,29.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Giovanni Di Lorenzo,ITA,DF,Napoli,30,1993,33,33,2970,33.0,1,6,7,1,0,0,6,0,3.0,3.0,4.6,7.6,82,276,228,0.03,0.18,0.21,0.03,0.21,0.09,0.14,0.23,0.09,0.23
Alessandro Di Pardo,ITA,DF,Cagliari,24,1999,13,2,356,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,10,19,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.08,0.02,0.08
Boulaye Dia,SEN,FW,Salernitana,27,1996,17,12,1143,12.7,4,0,4,3,1,1,1,0,3.9,3.1,0.5,3.6,18,22,57,0.31,0.00,0.31,0.24,0.24,0.31,0.04,0.35,0.24,0.28
Federico Dimarco,ITA,DF,Inter,26,1997,27,26,1875,20.8,5,6,11,5,0,0,0,0,2.7,2.4,8.1,10.5,48,93,188,0.24,0.29,0.53,0.24,0.53,0.13,0.39,0.52,0.12,0.50
Koffi Djidji,CIV,DF,Torino,31,1992,13,8,759,8.4,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,19,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Berat Djimsiti,ALB,DF,Atalanta,31,1993,32,30,2625,29.2,0,1,1,0,0,0,5,0,0.5,0.5,0.7,1.2,4,68,8,0.00,0.03,0.03,0.00,0.03,0.02,0.03,0.04,0.02,0.04
Dodô,BRA,DF,Fiorentina,25,1998,7,5,343,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,14,32,12,0.00,0.00,0.00,0.00,0.00,0.02,0.18,0.20,0.02,0.20
Josh Doig,SCO,DF,Hellas Verona,21,2002,12,11,830,9.2,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,23,15,22,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
Josh Doig,SCO,DF,Sassuolo,21,2002,12,11,999,11.1,0,1,1,0,0,0,4,0,0.2,0.2,0.8,1.0,21,28,28,0.00,0.09,0.09,0.00,0.09,0.02,0.08,0.09,0.02,0.09
Nicolás Domínguez,ARG,MF,Bologna,25,1998,2,1,102,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Giulio Donati,ITA,DF,Monza,34,1990,3,0,16,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0,2,2,0.00,0.00,0.00,0.00,0.00,0.11,0.18,0.29,0.11,0.29
Patrick Dorgu,DEN,DF,Lecce,19,2004,28,13,1292,14.4,2,0,2,2,0,0,5,0,1.7,1.7,1.5,3.3,34,44,74,0.14,0.00,0.14,0.14,0.14,0.12,0.11,0.23,0.12,0.23
Alberto Dossena,ITA,DF,Cagliari,25,1998,32,30,2722,30.2,2,3,5,2,0,0,4,0,2.2,2.2,2.0,4.2,8,81,2,0.07,0.10,0.17,0.07,0.17,0.07,0.07,0.14,0.07,0.14
Radu Drăgușin,ROU,DF,Genoa,22,2002,19,19,1710,19.0,2,1,3,2,0,0,1,0,1.0,1.0,0.8,1.9,6,29,13,0.11,0.05,0.16,0.11,0.16,0.05,0.04,0.10,0.05,0.10
Ondrej Duda,SVK,MF,Hellas Verona,29,1994,29,26,2186,24.3,1,4,5,1,0,1,13,2,2.2,1.4,3.1,4.5,31,96,44,0.04,0.16,0.21,0.04,0.21,0.09,0.13,0.22,0.06,0.18
Denzel Dumfries,NED,DF,Inter,28,1996,28,17,1498,16.6,3,4,7,3,0,0,2,1,2.0,2.0,4.5,6.5,44,46,135,0.18,0.24,0.42,0.18,0.42,0.12,0.27,0.39,0.12,0.39
Alfred Duncan,GHA,MF,Fiorentina,31,1993,27,22,1740,19.3,2,5,7,2,0,0,2,0,1.3,1.2,2.0,3.3,22,126,41,0.10,0.26,0.36,0.10,0.36,0.07,0.10,0.17,0.06,0.17
Paulo Dybala,ARG,FW,Roma,30,1993,25,23,1800,20.0,13,9,22,6,7,7,3,0,10.0,4.5,3.7,8.2,72,109,157,0.65,0.45,1.10,0.30,0.75,0.50,0.18,0.69,0.23,0.41
Festy Ebosele,IRL,DF,Udinese,21,2002,28,20,1625,18.1,0,0,0,0,0,0,6,1,0.8,0.8,1.8,2.6,64,31,93,0.00,0.00,0.00,0.00,0.00,0.04,0.10,0.14,0.04,0.14
Enzo Ebosse,CMR,DF,Udinese,25,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tyronne Ebuehi,NGA,DF,Empoli,28,1995,15,11,1099,12.2,0,1,1,0,0,0,0,0,0.3,0.3,0.9,1.2,34,37,35,0.00,0.08,0.08,0.00,0.08,0.02,0.07,0.10,0.02,0.10
Éderson,BRA,MF,Atalanta,24,1999,32,29,2602,28.9,6,1,7,6,0,0,8,0,3.4,3.4,1.2,4.7,30,191,47,0.21,0.03,0.24,0.21,0.24,0.12,0.04,0.16,0.12,0.16
Kingsley Ehizibue,NED,DF,Udinese,28,1995,19,7,703,7.8,0,1,1,0,0,0,4,0,1.2,1.2,0.2,1.4,13,12,31,0.00,0.13,0.13,0.00,0.13,0.16,0.03,0.18,0.16,0.18
Emmanuel Ekong,SWE,FW,Empoli,21,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.00,0.19
Caleb Ekuban,GHA,FW,Genoa,30,1994,25,8,920,10.2,3,1,4,3,0,0,0,0,2.7,2.7,1.3,4.1,12,11,77,0.29,0.10,0.39,0.29,0.39,0.27,0.13,0.40,0.27,0.40
Elif Elmas,MKD,FW,Napoli,24,1999,11,4,339,3.8,2,0,2,2,0,0,2,0,0.5,0.5,0.2,0.7,14,16,26,0.53,0.00,0.53,0.53,0.53,0.13,0.06,0.19,0.13,0.19
Martin Erlic,CRO,DF,Sassuolo,26,1998,28,27,2333,25.9,1,0,1,1,0,0,5,0,1.0,1.0,0.0,1.0,18,71,8,0.04,0.00,0.04,0.04,0.04,0.04,0.00,0.04,0.04,0.04
Giovanni Fabbian,ITA,MF,Bologna,21,2003,23,9,901,10.0,5,2,7,5,0,0,3,0,3.9,3.9,1.8,5.7,10,16,38,0.50,0.20,0.70,0.50,0.70,0.39,0.18,0.57,0.39,0.57
Nicolò Fagioli,ITA,MF,Juventus,23,2001,6,3,339,3.8,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.6,6,20,14,0.00,0.27,0.27,0.00,0.27,0.07,0.07,0.15,0.07,0.15
Wladimiro Falcone,ITA,GK,Lecce,29,1995,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Davide Faraoni,ITA,DF,Hellas Verona,32,1991,11,7,602,6.7,0,1,1,0,0,0,5,0,0.4,0.4,0.4,0.8,13,28,31,0.00,0.15,0.15,0.00,0.15,0.06,0.05,0.11,0.06,0.11
Davide Faraoni,ITA,DF,Fiorentina,32,1991,5,3,295,3.3,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,7,14,14,0.00,0.31,0.31,0.00,0.31,0.03,0.07,0.10,0.03,0.10
Federico Fazio,ARG,DF,Salernitana,37,1987,14,12,1104,12.3,1,0,1,1,0,0,3,1,0.4,0.4,0.1,0.4,2,23,0,0.08,0.00,0.08,0.08,0.08,0.03,0.01,0.04,0.03,0.04
Jacopo Fazzini,ITA,MF,Empoli,21,2003,27,13,1079,12.0,1,1,2,1,0,0,5,0,1.2,1.2,2.0,3.2,23,42,45,0.08,0.08,0.17,0.08,0.17,0.10,0.17,0.27,0.10,0.27
Lewis Ferguson,SCO,MF,Bologna,24,1999,31,31,2712,30.1,6,3,9,6,0,0,8,0,5.4,5.4,2.3,7.7,57,142,138,0.20,0.10,0.30,0.20,0.30,0.18,0.08,0.26,0.18,0.26
João Ferreira,POR,DF,Udinese,23,2001,31,17,1694,18.8,0,1,1,0,0,0,9,0,0.1,0.1,0.9,1.0,19,56,43,0.00,0.05,0.05,0.00,0.05,0.01,0.05,0.06,0.01,0.06
Seydou Fini,ITA,DF,Genoa,17,2006,3,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,2,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.34,0.34,0.34
Alessandro Florenzi,ITA,DF,Milan,33,1991,27,16,1470,16.3,0,2,2,0,0,0,5,0,0.8,0.8,2.2,2.9,21,87,39,0.00,0.12,0.12,0.00,0.12,0.05,0.13,0.18,0.05,0.18
Michael Folorunsho,ITA,MF,Hellas Verona,26,1998,32,31,2617,29.1,4,1,5,4,0,0,4,0,3.1,3.1,1.3,4.4,53,49,103,0.14,0.03,0.17,0.14,0.17,0.11,0.05,0.15,0.11,0.15
Davide Frattesi,ITA,MF,Inter,24,1999,28,3,707,7.9,5,1,6,5,0,0,1,0,5.6,5.6,1.0,6.5,26,27,29,0.64,0.13,0.76,0.64,0.76,0.71,0.12,0.83,0.71,0.83
Morten Frendrup,DEN,MF,Genoa,23,2001,33,32,2786,31.0,2,5,7,2,0,0,6,0,1.4,1.4,1.6,3.0,32,95,61,0.06,0.16,0.23,0.06,0.23,0.05,0.05,0.10,0.05,0.10
Remo Freuler,SUI,MF,Bologna,32,1992,29,27,2378,26.4,1,1,2,1,0,0,9,0,0.8,0.8,1.0,1.8,29,156,47,0.04,0.04,0.08,0.04,0.08,0.03,0.04,0.07,0.03,0.07
Matteo Gabbia,ITA,DF,Milan,24,1999,15,11,1083,12.0,1,1,2,1,0,0,4,0,1.5,1.5,0.3,1.8,8,29,1,0.08,0.08,0.17,0.08,0.17,0.12,0.03,0.15,0.12,0.15
Gianluca Gaetano,ITA,FW,Cagliari,23,2000,9,8,636,7.1,4,0,4,3,1,1,1,0,1.2,0.4,0.8,1.2,13,29,37,0.57,0.00,0.57,0.42,0.42,0.17,0.11,0.28,0.06,0.16
Gianluca Gaetano,ITA,MF,Napoli,23,2000,9,1,161,1.8,1,0,1,1,0,0,1,0,0.6,0.6,0.5,1.1,6,6,5,0.56,0.00,0.56,0.56,0.56,0.35,0.27,0.62,0.35,0.62
Roberto Gagliardini,ITA,MF,Monza,30,1994,31,27,2225,24.7,1,2,3,1,0,0,5,0,2.8,2.8,1.7,4.5,36,110,29,0.04,0.08,0.12,0.04,0.12,0.11,0.07,0.18,0.11,0.18
Pablo Galdames Millán,CHI,MF,Genoa,27,1996,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25
Antonino Gallo,ITA,DF,Lecce,24,2000,31,26,2156,24.0,0,3,3,0,0,0,2,0,0.4,0.4,4.2,4.6,54,109,79,0.00,0.13,0.13,0.00,0.13,0.02,0.17,0.19,0.02,0.19
Luca Garritano,ITA,MF,Frosinone,30,1994,12,5,485,5.4,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1.0,6,23,23,0.00,0.00,0.00,0.00,0.00,0.13,0.06,0.19,0.13,0.19
Federico Gatti,ITA,DF,Juventus,25,1998,29,27,2401,26.7,4,0,4,4,0,0,7,0,4.8,4.8,1.4,6.2,50,109,39,0.15,0.00,0.15,0.15,0.15,0.18,0.05,0.23,0.18,0.23
Francesco Gelli,ITA,MF,Frosinone,27,1996,23,16,1480,16.4,0,0,0,0,0,0,2,0,0.6,0.6,2.4,3.0,40,55,85,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.18,0.04,0.18
Luca Gemello,ITA,GK,Torino,23,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Valentin Gendrey,FRA,DF,Lecce,23,2000,33,31,2746,30.5,2,3,5,2,0,0,5,0,1.4,1.4,1.6,3.0,61,101,71,0.07,0.10,0.16,0.07,0.16,0.05,0.05,0.10,0.05,0.10
Farés Ghedjemis,FRA,FW,Frosinone,21,2002,5,1,176,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,7,2,19,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13
Lautaro Gianetti,ARG,DF,Udinese,30,1993,7,7,630,7.0,1,0,1,1,0,0,4,0,0.4,0.4,0.1,0.4,2,4,0,0.14,0.00,0.14,0.14,0.14,0.06,0.01,0.06,0.06,0.06
Mario Gila,ESP,DF,Lazio,23,2000,19,19,1642,18.2,0,0,0,0,0,0,4,1,0.5,0.5,0.3,0.8,19,87,10,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.04,0.03,0.04
Gvidas Gineitis,LTU,MF,Torino,20,2004,14,4,538,6.0,0,0,0,0,0,0,2,0,0.4,0.4,0.5,0.9,9,25,12,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.15,0.07,0.15
Olivier Giroud,FRA,FW,Milan,37,1986,31,25,2130,23.7,13,8,21,9,4,5,1,1,12.4,8.4,4.5,13.0,9,27,83,0.55,0.34,0.89,0.38,0.72,0.52,0.19,0.71,0.36,0.55
Edoardo Goldaniga,ITA,DF,Cagliari,30,1993,13,12,1011,11.2,0,0,0,0,0,0,3,0,0.5,0.5,0.1,0.7,9,50,3,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06
Pierluigi Gollini,ITA,GK,Napoli,29,1995,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Papu Gómez,ARG,MF,Monza,36,1988,2,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.43,0.00,0.43
Iron Gomis,FRA,MF,Salernitana,24,1999,5,1,134,1.5,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.7,3,4,15,0.00,0.00,0.00,0.00,0.00,0.38,0.11,0.49,0.38,0.49
Joan Gonzàlez,ESP,MF,Lecce,22,2002,26,12,1183,13.1,1,1,2,1,0,0,6,0,1.2,1.2,1.0,2.2,24,44,30,0.08,0.08,0.15,0.08,0.15,0.09,0.07,0.16,0.09,0.16
Nicolás González,ARG,FW,Fiorentina,26,1998,25,18,1611,17.9,9,2,11,8,1,3,1,0,8.6,6.2,1.6,7.7,49,77,164,0.50,0.11,0.61,0.45,0.56,0.48,0.09,0.57,0.35,0.43
Alberto Grassi,ITA,MF,Empoli,29,1995,25,20,1674,18.6,0,1,1,0,0,0,4,0,1.0,1.0,0.6,1.6,13,67,13,0.00,0.05,0.05,0.00,0.05,0.05,0.03,0.09,0.05,0.09
Mattéo Guendouzi,FRA,MF,Lazio,25,1999,29,25,2150,23.9,2,3,5,2,0,0,2,1,1.5,1.5,2.2,3.8,39,106,71,0.08,0.13,0.21,0.08,0.21,0.06,0.09,0.16,0.06,0.16
Axel Guessand,FRA,DF,Udinese,19,2004,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Albert Guðmundsson,ISL,FW,Genoa,26,1997,32,32,2828,31.4,14,3,17,10,4,5,4,0,9.3,5.2,4.6,9.8,73,112,154,0.45,0.10,0.54,0.32,0.41,0.30,0.15,0.44,0.17,0.31
Emmanuel Gyasi,GHA,DF,Empoli,30,1994,29,17,1564,17.4,1,1,2,1,0,0,5,0,3.5,3.5,0.8,4.4,15,40,56,0.06,0.06,0.12,0.06,0.12,0.20,0.05,0.25,0.20,0.25
