Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Leart Paqarada,KVX,DF,Köln,29,1994,16,11,1046,11.6,0,0,0,0,0,0,0,0,0.4,0.4,1.4,1.8,24,45,27,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.15,0.03,0.15
Kevin Paredes,USA,MF,Wolfsburg,20,2003,25,12,1228,13.6,2,0,2,2,0,0,4,0,2.7,2.7,1.3,4.0,30,34,101,0.15,0.00,0.15,0.15,0.15,0.20,0.10,0.29,0.20,0.29
Felix Passlack,GER,DF,Bochum,25,1998,13,11,858,9.5,2,0,2,2,0,0,2,0,0.9,0.9,0.9,1.8,9,25,38,0.21,0.00,0.21,0.21,0.21,0.09,0.09,0.18,0.09,0.18
Jiří Pavlenka,CZE,GK,Werder Bremen,32,1992,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Aleksandar Pavlovic,GER,MF,Bayern Munich,20,2004,16,11,1013,11.3,2,2,4,2,0,0,5,0,1.2,1.2,1.0,2.2,13,92,13,0.18,0.18,0.36,0.18,0.36,0.11,0.09,0.20,0.11,0.20
Mads Pedersen,DEN,DF,Augsburg,27,1996,25,17,1606,17.8,1,1,2,1,0,0,5,1,0.5,0.5,1.4,2.0,49,58,69,0.06,0.06,0.11,0.06,0.11,0.03,0.08,0.11,0.03,0.11
Jordan Pefok,USA,FW,M'Gladbach,28,1996,23,17,1329,14.8,5,3,8,5,0,0,2,0,6.3,6.3,2.4,8.8,5,20,64,0.34,0.20,0.54,0.34,0.54,0.43,0.16,0.59,0.43,0.59
Jordan Pefok,USA,FW,Union Berlin,28,1996,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.40,0.00,0.40
Dženan Pejčinović,GER,FW,Wolfsburg,19,2005,3,0,31,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,1,0,2,0.00,0.00,0.00,0.00,0.00,0.34,0.41,0.75,0.34,0.75
Pavao Pervan,AUT,GK,Wolfsburg,36,1987,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jens Petter Hauge,NOR,MF,Eint Frankfurt,24,1999,10,0,147,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,7,6,15,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09
Luca Pfeiffer,GER,FW,Darmstadt 98,27,1996,24,20,1619,18.0,1,4,5,1,0,0,3,0,4.6,4.6,1.7,6.3,15,37,81,0.06,0.22,0.28,0.06,0.28,0.26,0.09,0.35,0.26,0.35
Patric Pfeiffer,GER,DF,Augsburg,24,1999,10,4,487,5.4,0,1,1,0,0,0,0,0,0.5,0.5,0.8,1.3,1,19,4,0.00,0.18,0.18,0.00,0.18,0.09,0.15,0.24,0.09,0.24
Maximilian Philipp,GER,FW,Freiburg,30,1994,14,1,294,3.3,1,0,1,1,0,0,2,0,0.5,0.5,0.4,0.9,3,6,28,0.31,0.00,0.31,0.31,0.31,0.15,0.13,0.27,0.15,0.27
Florian Pick,GER,MF,Heidenheim,28,1995,20,1,285,3.2,0,0,0,0,0,0,2,0,0.3,0.3,0.5,0.8,9,10,28,0.00,0.00,0.00,0.00,0.00,0.08,0.17,0.25,0.08,0.25
Amos Pieper,GER,DF,Werder Bremen,26,1998,7,7,590,6.6,0,0,0,0,0,0,0,0,0.5,0.5,0.8,1.2,3,24,3,0.00,0.00,0.00,0.00,0.00,0.07,0.12,0.19,0.07,0.19
Marvin Pieringer,GER,MF,Heidenheim,24,1999,28,16,1369,15.2,3,3,6,3,0,0,5,0,2.2,2.2,2.0,4.3,27,38,65,0.20,0.20,0.39,0.20,0.39,0.15,0.13,0.28,0.15,0.28
Alassane Pléa,FRA,FW,M'Gladbach,31,1993,24,21,1747,19.4,7,4,11,6,1,1,1,0,6.7,5.9,3.8,9.7,52,106,142,0.36,0.21,0.57,0.31,0.52,0.34,0.20,0.54,0.30,0.50
Ole Pohlmann,GER,MF,Dortmund,23,2001,1,0,32,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.14,0.17,0.31,0.14,0.31
Sebastian Polter,GER,FW,Darmstadt 98,33,1991,9,4,446,5.0,0,1,1,0,0,0,0,0,1.0,1.0,0.6,1.5,5,13,26,0.00,0.20,0.20,0.00,0.20,0.20,0.11,0.31,0.20,0.31
Yussuf Poulsen,DEN,FW,RB Leipzig,29,1994,26,11,1158,12.9,5,2,7,5,0,0,0,0,5.4,5.4,1.0,6.4,10,15,77,0.39,0.16,0.54,0.39,0.54,0.42,0.08,0.50,0.42,0.50
Grischa Prömel,GER,MF,Hoffenheim,29,1995,25,24,1899,21.1,4,5,9,4,0,0,9,1,3.7,3.7,2.8,6.4,34,82,50,0.19,0.24,0.43,0.19,0.43,0.17,0.13,0.30,0.17,0.30
Gustavo Puerta,COL,DF,Leverkusen,20,2003,5,0,27,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22
Luca Raimund,GER,FW,Stuttgart,19,2005,2,0,29,0.3,0,0,0,0,0,0,1,0,0.9,0.9,0.0,0.9,0,1,2,0.00,0.00,0.00,0.00,0.00,2.88,0.00,2.88,2.88,2.88
Grant Ranos,ARM,MF,M'Gladbach,20,2003,9,0,49,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,3,4,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45
Nicolai Rapp,GER,DF,Werder Bremen,27,1996,2,1,76,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
David Raum,GER,DF,RB Leipzig,26,1998,30,30,2649,29.4,2,7,9,2,0,0,5,0,0.8,0.8,7.1,7.9,73,128,243,0.07,0.24,0.31,0.07,0.31,0.03,0.24,0.27,0.03,0.27
Rocco Reitz,GER,MF,M'Gladbach,21,2002,31,21,1880,20.9,6,2,8,6,0,0,2,0,3.1,3.1,2.0,5.2,38,101,52,0.29,0.10,0.38,0.29,0.38,0.15,0.10,0.25,0.15,0.25
Marco Reus,GER,MF,Dortmund,34,1989,23,15,1365,15.2,4,5,9,4,0,0,1,0,5.0,5.0,3.4,8.4,23,49,74,0.26,0.33,0.59,0.26,0.59,0.33,0.22,0.55,0.33,0.55
Elvis Rexhbeçaj,GER,MF,Augsburg,26,1997,25,24,1985,22.1,2,0,2,1,1,1,4,0,1.7,1.0,0.5,1.5,15,91,51,0.09,0.00,0.09,0.05,0.05,0.08,0.02,0.10,0.04,0.07
Gio Reyna,USA,MF,Dortmund,21,2002,11,1,280,3.1,0,0,0,0,0,0,1,0,0.8,0.8,0.8,1.6,8,20,19,0.00,0.00,0.00,0.00,0.00,0.27,0.25,0.52,0.27,0.52
Marco Richter,GER,MF,Mainz 05,26,1997,18,7,712,7.9,1,0,1,1,0,0,3,0,1.9,1.9,1.3,3.2,20,30,52,0.13,0.00,0.13,0.13,0.13,0.24,0.16,0.40,0.24,0.40
Clemens Riedel,GER,DF,Darmstadt 98,20,2003,14,9,755,8.4,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1.0,4,47,27,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.12,0.03,0.12
Manuel Riemann,GER,GK,Bochum,35,1988,30,30,2700,30.0,0,0,0,0,0,0,5,0,0.0,0.0,0.2,0.2,0,19,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Sebastian Rode,GER,MF,Eint Frankfurt,33,1990,7,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,11,4,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
Rogério,BRA,DF,Wolfsburg,26,1998,13,10,906,10.1,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7,27,57,42,0.10,0.00,0.10,0.10,0.10,0.03,0.04,0.07,0.03,0.07
Merlin Röhl,GER,MF,Freiburg,21,2002,24,17,1477,16.4,2,4,6,2,0,0,3,1,2.0,2.0,2.5,4.5,44,38,87,0.12,0.24,0.37,0.12,0.37,0.12,0.15,0.28,0.12,0.28
Frank Ronstadt,GER,DF,Darmstadt 98,26,1997,4,0,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,2,4,0.00,0.00,0.00,0.00,0.00,0.09,0.12,0.21,0.09,0.21
Anthony Rouault,FRA,DF,Stuttgart,22,2001,19,10,921,10.2,0,2,2,0,0,0,3,0,0.1,0.1,0.8,0.9,6,54,8,0.00,0.20,0.20,0.00,0.20,0.01,0.08,0.08,0.01,0.08
Jérôme Roussillon,FRA,DF,Union Berlin,31,1993,22,7,693,7.7,0,1,1,0,0,0,2,0,0.3,0.3,0.4,0.7,9,36,27,0.00,0.13,0.13,0.00,0.13,0.04,0.06,0.09,0.04,0.09
Fabian Rüdlin,GER,MF,Freiburg,27,1997,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Julian Ryerson,NOR,DF,Dortmund,26,1997,20,19,1695,18.8,4,1,5,4,0,0,3,0,1.7,1.7,2.7,4.4,40,59,114,0.21,0.05,0.27,0.21,0.27,0.09,0.14,0.23,0.09,0.23
Frederik Rønnow,DEN,GK,Union Berlin,31,1992,30,30,2700,30.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marcel Sabitzer,AUT,MF,Dortmund,30,1994,23,22,1853,20.6,4,3,7,3,1,1,3,1,3.4,2.6,1.8,4.4,38,104,65,0.19,0.15,0.34,0.15,0.29,0.16,0.09,0.25,0.13,0.21
Roland Sallai,HUN,FW,Freiburg,26,1997,24,19,1599,17.8,3,2,5,3,0,1,6,0,7.5,6.7,3.0,9.8,41,34,119,0.17,0.11,0.28,0.17,0.28,0.42,0.17,0.59,0.38,0.55
Diadie Samassékou,MLI,MF,Hoffenheim,28,1996,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jadon Sancho,ENG,FW,Dortmund,24,2000,12,10,830,9.2,2,1,3,2,0,0,1,0,0.7,0.7,2.5,3.2,51,54,98,0.22,0.11,0.33,0.22,0.33,0.07,0.27,0.34,0.07,0.34
Leroy Sané,GER,FW,Bayern Munich,28,1996,26,25,2118,23.5,8,11,19,8,0,0,4,0,10.9,10.9,10.8,21.8,120,112,274,0.34,0.47,0.81,0.34,0.81,0.46,0.46,0.92,0.46,0.92
Amin Sarr,SWE,FW,Wolfsburg,23,2001,14,2,386,4.3,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.7,3,12,26,0.00,0.00,0.00,0.00,0.00,0.13,0.04,0.17,0.13,0.17
Bouna Sarr,SEN,DF,Bayern Munich,32,1992,2,1,106,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,2,4,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19
Joe Scally,USA,DF,M'Gladbach,21,2002,29,23,2056,22.8,1,3,4,1,0,0,4,0,0.6,0.6,1.0,1.6,36,74,65,0.04,0.13,0.18,0.04,0.18,0.02,0.05,0.07,0.02,0.07
András Schäfer,HUN,MF,Union Berlin,25,1999,17,11,993,11.0,1,1,2,1,0,0,1,1,1.3,1.3,1.3,2.7,34,52,65,0.09,0.09,0.18,0.09,0.18,0.12,0.12,0.24,0.12,0.24
Patrik Schick,CZE,FW,Leverkusen,28,1996,17,10,907,10.1,5,0,5,4,1,1,1,0,5.1,4.3,1.0,5.2,7,13,78,0.50,0.00,0.50,0.40,0.40,0.50,0.09,0.60,0.42,0.52
Stefan Schimmer,GER,MF,Heidenheim,30,1994,15,0,147,1.6,0,1,1,0,0,0,0,0,0.5,0.5,0.9,1.4,1,2,12,0.00,0.61,0.61,0.00,0.61,0.31,0.53,0.84,0.31,0.84
Xaver Schlager,AUT,MF,RB Leipzig,26,1997,28,28,2462,27.4,0,5,5,0,0,0,7,0,1.1,1.1,2.6,3.6,71,229,45,0.00,0.18,0.18,0.00,0.18,0.04,0.09,0.13,0.04,0.13
Keven Schlotterbeck,GER,DF,Bochum,27,1997,24,21,1915,21.3,4,1,5,4,0,0,8,0,1.7,1.7,0.6,2.3,9,83,14,0.19,0.05,0.23,0.19,0.23,0.08,0.03,0.11,0.08,0.11
Nico Schlotterbeck,GER,DF,Dortmund,24,1999,30,30,2651,29.5,2,1,3,2,0,0,3,0,3.0,3.0,1.5,4.4,53,177,9,0.07,0.03,0.10,0.07,0.10,0.10,0.05,0.15,0.10,0.15
Romano Schmid,AUT,MF,Werder Bremen,24,2000,30,27,2332,25.9,3,5,8,3,0,0,5,0,4.4,4.4,5.8,10.2,66,129,148,0.12,0.19,0.31,0.12,0.31,0.17,0.23,0.39,0.17,0.39
Kenneth Schmidt,GER,DF,Freiburg,21,2002,5,0,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,4,3,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.12,0.02,0.12
Benno Schmitz,GER,DF,Köln,29,1994,20,11,1020,11.3,0,1,1,0,0,0,4,0,0.2,0.2,0.2,0.4,25,64,42,0.00,0.09,0.09,0.00,0.09,0.02,0.02,0.03,0.02,0.03
Fabian Schnellhardt,GER,MF,Darmstadt 98,30,1994,8,2,223,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,6,14,9,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11
Jan Schöppner,GER,MF,Heidenheim,24,1999,23,20,1732,19.2,2,2,4,2,0,0,3,0,1.1,1.1,1.5,2.6,14,62,29,0.10,0.10,0.21,0.10,0.21,0.06,0.08,0.13,0.06,0.13
Marcel Schuhen,GER,GK,Darmstadt 98,31,1993,30,30,2700,30.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marvin Schwäbe,GER,GK,Köln,29,1995,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alexander Schwolow,GER,GK,Union Berlin,31,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nicolas Seiwald,AUT,MF,RB Leipzig,22,2001,18,4,490,5.4,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,0,18,4,0.00,0.18,0.18,0.00,0.18,0.00,0.03,0.03,0.00,0.03
Davie Selke,GER,FW,Köln,29,1995,19,16,1265,14.1,6,0,6,6,0,0,3,0,4.8,4.8,0.4,5.2,9,17,46,0.43,0.00,0.43,0.43,0.43,0.34,0.03,0.37,0.34,0.37
Benjamin Šeško,SVN,FW,RB Leipzig,20,2003,28,15,1333,14.8,11,2,13,11,0,0,0,0,7.2,7.2,1.1,8.4,20,22,88,0.74,0.14,0.88,0.74,0.88,0.49,0.08,0.56,0.49,0.56
Kevin Sessa,GER,MF,Heidenheim,23,2000,27,4,794,8.8,1,0,1,1,0,0,0,0,2.4,2.4,1.1,3.4,25,44,39,0.11,0.00,0.11,0.11,0.11,0.27,0.12,0.39,0.27,0.39
Aaron Seydel,GER,FW,Darmstadt 98,28,1996,14,5,529,5.9,1,0,1,1,0,0,1,0,0.8,0.8,0.7,1.5,6,10,32,0.17,0.00,0.17,0.17,0.17,0.13,0.12,0.25,0.13,0.25
Tim Siersleben,GER,DF,Heidenheim,24,2000,14,10,910,10.1,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,12,48,1,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07
Kiliann Sildillia,FRA,DF,Freiburg,21,2002,27,20,1806,20.1,0,1,1,0,0,0,2,1,0.6,0.6,0.8,1.4,22,70,58,0.00,0.05,0.05,0.00,0.05,0.03,0.04,0.07,0.03,0.07
Mohamed Simakan,FRA,DF,RB Leipzig,24,2000,30,22,2034,22.6,2,2,4,2,0,0,8,0,3.6,3.6,2.7,6.4,32,104,68,0.09,0.09,0.18,0.09,0.18,0.16,0.12,0.28,0.16,0.28
Xavi Simons,NED,MF,RB Leipzig,21,2003,30,30,2493,27.7,7,11,18,7,0,1,8,0,7.0,6.3,9.6,15.8,144,174,204,0.25,0.40,0.65,0.25,0.65,0.25,0.35,0.60,0.23,0.57
Tim Skarke,GER,FW,Darmstadt 98,27,1996,27,26,2165,24.1,8,0,8,8,0,0,6,0,3.1,3.1,1.9,5.0,51,74,172,0.33,0.00,0.33,0.33,0.33,0.13,0.08,0.21,0.13,0.21
Ellyes Skhiri,TUN,MF,Eint Frankfurt,28,1995,24,21,1947,21.6,2,2,4,2,0,0,1,0,2.2,2.2,0.9,3.1,8,96,25,0.09,0.09,0.18,0.09,0.18,0.10,0.04,0.14,0.10,0.14
Robert Skov,DEN,DF,Hoffenheim,27,1996,25,14,1260,14.0,3,4,7,3,0,0,2,0,1.8,1.8,1.9,3.7,28,71,92,0.21,0.29,0.50,0.21,0.50,0.13,0.14,0.26,0.13,0.26
Hrvoje Smolčić,CRO,DF,Eint Frankfurt,23,2000,11,3,347,3.9,1,0,1,1,0,0,0,0,1.0,1.0,0.0,1.0,0,14,0,0.26,0.00,0.26,0.26,0.26,0.26,0.01,0.27,0.26,0.27
Danilo Soares,BRA,DF,Bochum,32,1991,5,3,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,15,8,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04
Borna Sosa,CRO,FW,Stuttgart,26,1998,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,2,10,0.00,0.00,0.00,0.00,0.00,0.06,0.57,0.63,0.06,0.63
Anton Stach,GER,MF,Hoffenheim,25,1998,28,23,2117,23.5,2,3,5,2,0,0,4,0,1.6,1.6,3.3,4.8,47,128,43,0.09,0.13,0.21,0.09,0.21,0.07,0.14,0.21,0.07,0.21
Anton Stach,GER,MF,Mainz 05,25,1998,2,2,170,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,8,10,0.00,0.00,0.00,0.00,0.00,0.10,0.06,0.16,0.10,0.16
Jens Stage,DEN,MF,Werder Bremen,27,1996,27,26,2244,24.9,2,1,3,2,0,0,5,1,4.0,4.0,1.8,5.8,20,81,54,0.08,0.04,0.12,0.08,0.12,0.16,0.07,0.23,0.16,0.23
Josip Stanišić,CRO,DF,Leverkusen,24,2000,18,12,1162,12.9,2,0,2,2,0,0,3,0,0.7,0.7,0.6,1.2,45,86,48,0.15,0.00,0.15,0.15,0.15,0.05,0.04,0.10,0.05,0.10
Niklas Stark,GER,DF,Werder Bremen,29,1995,15,12,1060,11.8,2,0,2,2,0,0,4,0,0.2,0.2,0.0,0.2,5,36,1,0.17,0.00,0.17,0.17,0.17,0.02,0.00,0.02,0.02,0.02
Pascal Stenzel,GER,DF,Stuttgart,28,1996,22,14,1030,11.4,0,5,5,0,0,0,3,1,0.3,0.3,3.1,3.5,33,83,45,0.00,0.44,0.44,0.00,0.44,0.03,0.27,0.30,0.03,0.30
Leonidas Stergiou,SUI,DF,Stuttgart,22,2002,13,4,414,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,2,9,11,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06
Angelo Stiller,GER,MF,Hoffenheim,23,2001,1,1,84,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,7,3,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.09,0.12
Angelo Stiller,GER,MF,Stuttgart,23,2001,28,27,2424,26.9,1,5,6,1,0,0,5,0,1.6,1.6,4.7,6.3,32,196,62,0.04,0.19,0.22,0.04,0.22,0.06,0.18,0.23,0.06,0.23
Kevin Stöger,AUT,MF,Bochum,30,1993,29,29,2398,26.6,7,9,16,3,4,4,8,0,5.8,2.7,8.3,11.0,73,261,127,0.26,0.34,0.60,0.11,0.45,0.22,0.31,0.53,0.10,0.41
Filip Stojilković,SUI,FW,Darmstadt 98,24,2000,6,0,154,1.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,4,3,10,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
Niklas Süle,GER,DF,Dortmund,28,1995,21,12,1334,14.8,1,0,1,1,0,0,0,0,0.4,0.4,0.2,0.6,19,80,9,0.07,0.00,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04
Mattias Svanberg,SWE,MF,Wolfsburg,25,1999,25,20,1715,19.1,1,3,4,1,0,0,8,0,3.0,3.0,2.3,5.3,28,84,52,0.05,0.16,0.21,0.05,0.21,0.15,0.12,0.28,0.15,0.28
Attila Szalai,HUN,DF,Hoffenheim,26,1998,4,4,288,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,2,13,3,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.00,0.16
Attila Szalai,HUN,DF,Freiburg,26,1998,3,0,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11
Jonathan Tah,GER,DF,Leverkusen,28,1996,28,28,2432,27.0,4,1,5,4,0,0,6,0,2.0,2.0,0.3,2.3,14,115,4,0.15,0.04,0.19,0.15,0.19,0.07,0.01,0.08,0.07,0.08
Edmond Tapsoba,BFA,DF,Leverkusen,25,1999,25,20,1817,20.2,0,1,1,0,0,0,4,0,0.9,0.9,1.0,1.8,41,139,10,0.00,0.05,0.05,0.00,0.05,0.04,0.05,0.09,0.04,0.09
Mathys Tel,FRA,FW,Bayern Munich,19,2005,27,3,809,9.0,6,4,10,6,0,0,2,0,3.2,3.2,1.6,4.8,42,25,108,0.67,0.44,1.11,0.67,1.11,0.36,0.18,0.53,0.36,0.53
Nathan Tella,NGA,DF,Leverkusen,24,1999,22,6,669,7.4,5,2,7,5,0,0,1,0,3.5,3.5,3.2,6.7,31,24,101,0.67,0.27,0.94,0.67,0.94,0.47,0.43,0.90,0.47,0.90
Norman Theuerkauf,GER,MF,Heidenheim,37,1987,23,13,1158,12.9,0,1,1,0,0,0,3,0,0.4,0.4,0.8,1.2,14,45,17,0.00,0.08,0.08,0.00,0.08,0.03,0.06,0.09,0.03,0.09
Jan Thielmann,GER,FW,Köln,21,2002,20,18,1469,16.3,1,0,1,1,0,0,4,1,2.1,2.1,1.0,3.1,44,48,63,0.06,0.00,0.06,0.06,0.06,0.13,0.06,0.19,0.13,0.19
Denis Thomalla,GER,MF,Heidenheim,31,1992,18,3,414,4.6,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,3,22,17,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13
Phillip Tietz,GER,FW,Augsburg,26,1997,31,28,2159,24.0,8,4,12,8,0,0,1,0,7.8,7.8,2.1,9.9,18,40,106,0.33,0.17,0.50,0.33,0.50,0.32,0.09,0.41,0.32,0.41
Steffen Tigges,GER,FW,Köln,25,1998,22,5,558,6.2,1,0,1,1,0,0,0,0,0.7,0.7,0.4,1.1,6,7,37,0.16,0.00,0.16,0.16,0.16,0.12,0.06,0.18,0.12,0.18
Umut Tohumcu,GER,MF,Hoffenheim,19,2004,18,12,936,10.4,0,2,2,0,0,0,5,0,0.4,0.4,1.1,1.5,17,44,25,0.00,0.19,0.19,0.00,0.19,0.04,0.10,0.15,0.04,0.15
Tiago Tomás,POR,FW,Wolfsburg,21,2002,24,11,1019,11.3,1,1,2,1,0,0,3,0,2.6,2.6,0.8,3.4,21,17,110,0.09,0.09,0.18,0.09,0.18,0.23,0.07,0.30,0.23,0.30
Fabio Torsiello,ITA,FW,Darmstadt 98,19,2005,9,1,143,1.6,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,4,7,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17
Lucas Tousart,FRA,MF,Union Berlin,27,1997,20,16,1406,15.6,0,0,0,0,0,0,5,0,1.4,1.4,0.8,2.2,12,43,33,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.14,0.09,0.14
Omar Traoré,GER,DF,Heidenheim,26,1998,28,26,2202,24.5,0,1,1,0,0,0,5,0,0.3,0.3,1.2,1.5,50,66,82,0.00,0.04,0.04,0.00,0.04,0.01,0.05,0.06,0.01,0.06
Kevin Trapp,GER,GK,Eint Frankfurt,33,1990,29,29,2610,29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Christopher Trimmel,AUT,DF,Union Berlin,37,1987,24,17,1485,16.5,0,1,1,0,0,0,1,1,0.5,0.5,2.0,2.4,20,78,61,0.00,0.06,0.06,0.00,0.06,0.03,0.12,0.15,0.03,0.15
Tuta,BRA,DF,Eint Frankfurt,24,1999,27,27,2330,25.9,1,2,3,1,0,0,3,2,1.3,1.3,1.9,3.2,21,121,44,0.04,0.08,0.12,0.04,0.12,0.05,0.07,0.13,0.05,0.13
Lukas Ullrich,GER,DF,M'Gladbach,20,2004,3,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sven Ulreich,GER,GK,Bayern Munich,35,1988,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Deniz Undav,GER,FW,Stuttgart,27,1996,27,20,1827,20.3,18,9,27,18,0,1,4,0,13.7,13.0,5.9,18.9,41,94,157,0.89,0.44,1.33,0.89,1.33,0.68,0.29,0.97,0.64,0.93
Dayot Upamecano,FRA,DF,Bayern Munich,25,1998,22,17,1537,17.1,1,0,1,1,0,0,3,1,1.7,1.7,0.5,2.1,23,121,9,0.06,0.00,0.06,0.06,0.06,0.10,0.03,0.12,0.10,0.12
Mark Uth,GER,MF,Köln,32,1991,9,3,298,3.3,0,0,0,0,0,0,2,0,1.5,1.5,0.8,2.3,8,11,24,0.00,0.00,0.00,0.00,0.00,0.46,0.25,0.71,0.46,0.71
Josha Vagnoman,GER,DF,Stuttgart,23,2000,18,12,1183,13.1,2,2,4,2,0,0,2,0,1.3,1.3,1.3,2.6,19,33,67,0.15,0.15,0.30,0.15,0.30,0.10,0.10,0.20,0.10,0.20
