Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
João Gomes,BRA,MF,Wolves,23,2001,31,29,2379,26.4,2,1,3,2,0,0,10,0,1.5,1.5,1.1,2.6,25,90,35,0.08,0.04,0.11,0.08,0.11,0.06,0.04,0.10,0.06,0.10
Toti Gomes,POR,DF,Wolves,25,1999,32,28,2503,27.8,1,3,4,1,0,0,6,0,1.6,1.6,1.1,2.8,17,73,9,0.04,0.11,0.14,0.04,0.14,0.06,0.04,0.10,0.06,0.10
Joe Gomez,ENG,DF,Liverpool,26,1997,30,16,1669,18.5,0,1,1,0,0,0,5,0,0.7,0.7,1.3,2.0,41,97,99,0.00,0.05,0.05,0.00,0.05,0.04,0.07,0.11,0.04,0.11
Sergio Gómez,ESP,FW,Manchester City,23,2000,6,0,53,0.6,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,4,2,4,0.00,1.70,1.70,0.00,1.70,0.41,0.31,0.73,0.41,0.73
Anthony Gordon,ENG,FW,Newcastle Utd,23,2001,32,31,2626,29.2,10,9,19,9,1,1,11,1,9.1,8.3,6.8,15.1,121,88,209,0.34,0.31,0.65,0.31,0.62,0.31,0.23,0.55,0.29,0.52
Kaide Gordon,ENG,FW,Liverpool,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Daniel Gore,ENG,MF,Manchester Utd,19,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ryan Gravenberch,NED,MF,Liverpool,21,2002,23,12,1068,11.9,1,0,1,1,0,0,0,0,1.9,1.9,0.9,2.7,38,74,70,0.08,0.00,0.08,0.08,0.08,0.16,0.07,0.23,0.16,0.23
Ivo Grbić,CRO,GK,Sheffield Utd,28,1996,9,9,771,8.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jack Grealish,ENG,FW,Manchester City,28,1995,19,10,998,11.1,3,1,4,3,0,0,6,0,2.1,2.1,2.5,4.6,87,50,146,0.27,0.09,0.36,0.27,0.36,0.19,0.23,0.41,0.19,0.41
Pascal Groß,GER,MF,Brighton,32,1991,32,30,2754,30.6,4,10,14,3,1,1,5,0,5.5,4.7,7.4,12.1,74,275,166,0.13,0.33,0.46,0.10,0.42,0.18,0.24,0.42,0.15,0.40
Marc Guéhi,ENG,DF,Crystal Palace,23,2000,22,22,1912,21.2,0,1,1,0,0,0,2,0,0.6,0.6,0.5,1.2,13,58,6,0.00,0.05,0.05,0.00,0.05,0.03,0.02,0.05,0.03,0.05
Bruno Guimarães,BRA,MF,Newcastle Utd,26,1997,33,33,2903,32.3,5,6,11,5,0,0,9,0,3.7,3.7,5.4,9.0,57,250,62,0.16,0.19,0.34,0.16,0.34,0.11,0.17,0.28,0.11,0.28
Malo Gusto,FRA,DF,Chelsea,20,2003,23,18,1615,17.9,0,5,5,0,0,0,6,1,0.7,0.7,3.8,4.6,72,81,124,0.00,0.28,0.28,0.00,0.28,0.04,0.21,0.25,0.04,0.25
Joško Gvardiol,CRO,DF,Manchester City,22,2002,24,22,1968,21.9,2,1,3,2,0,0,3,0,1.8,1.8,1.3,3.0,56,119,88,0.09,0.05,0.14,0.09,0.14,0.08,0.06,0.14,0.08,0.14
Erling Haaland,NOR,FW,Manchester City,23,2000,27,25,2211,24.6,21,5,26,17,4,5,1,0,24.0,20.1,4.2,24.3,31,18,113,0.85,0.20,1.06,0.69,0.90,0.98,0.17,1.15,0.82,0.99
Antwoine Hackford,ENG,FW,Sheffield Utd,20,2004,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lewis Hall,ENG,DF,Newcastle Utd,19,2004,14,4,422,4.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,9,27,20,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
Gustavo Hamer,NED,MF,Sheffield Utd,26,1997,33,31,2640,29.3,4,6,10,4,0,0,9,0,2.7,2.7,4.8,7.5,33,115,71,0.14,0.20,0.34,0.14,0.34,0.09,0.16,0.26,0.09,0.26
Luke Harris,WAL,MF,Fulham,19,2005,1,0,75,0.8,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,1,0,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.33,0.33
Jack Harrison,ENG,MF,Everton,27,1996,28,24,2124,23.6,3,3,6,3,0,0,1,0,3.5,3.5,3.3,6.8,63,59,130,0.13,0.13,0.25,0.13,0.25,0.15,0.14,0.29,0.15,0.29
Daiki Hashioka,JPN,DF,Luton Town,24,1999,9,5,505,5.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,19,16,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
Kai Havertz,GER,MF,Arsenal,24,1999,34,27,2364,26.3,12,6,18,11,1,1,9,0,10.8,10.0,3.3,13.3,48,96,166,0.46,0.23,0.69,0.42,0.65,0.41,0.12,0.54,0.38,0.51
Jan Paul van Hecke,NED,DF,Brighton,23,2000,28,26,2369,26.3,0,0,0,0,0,0,4,0,1.2,1.2,0.9,2.1,25,147,7,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08
Hwang Hee-chan,KOR,FW,Wolves,28,1996,26,22,1882,20.9,11,3,14,10,1,1,6,0,6.8,6.1,3.0,9.1,35,32,105,0.53,0.14,0.67,0.48,0.62,0.33,0.14,0.47,0.29,0.43
Dean Henderson,ENG,GK,Crystal Palace,27,1997,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rico Henry,ENG,DF,Brentford,26,1997,5,5,401,4.5,0,1,1,0,0,0,1,0,0.1,0.1,1.0,1.1,13,20,12,0.00,0.22,0.22,0.00,0.22,0.02,0.22,0.24,0.02,0.24
Son Heung-min,KOR,FW,Tottenham,31,1992,30,29,2487,27.6,16,9,25,14,2,2,1,0,10.4,8.8,8.7,17.5,87,113,270,0.58,0.33,0.90,0.51,0.83,0.38,0.31,0.69,0.32,0.63
Aaron Hickey,SCO,DF,Brentford,21,2002,9,9,713,7.9,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,9,21,13,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
James Hill,ENG,DF,Bournemouth,22,2002,5,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jack Hinshelwood,ENG,DF,Brighton,19,2005,12,8,869,9.7,3,0,3,3,0,0,1,0,1.9,1.9,0.7,2.5,16,19,38,0.31,0.00,0.31,0.31,0.31,0.19,0.07,0.26,0.19,0.26
Mason Holgate,ENG,DF,Sheffield Utd,27,1996,9,9,688,7.6,0,0,0,0,0,0,3,1,0.6,0.6,0.4,1.1,0,13,0,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.14,0.08,0.14
Callum Hudson-Odoi,ENG,FW,Nott'ham Forest,23,2000,26,17,1593,17.7,5,1,6,5,0,0,0,0,2.3,2.3,2.2,4.5,94,49,145,0.28,0.06,0.34,0.28,0.34,0.13,0.13,0.25,0.13,0.25
Will Hughes,ENG,MF,Crystal Palace,29,1995,28,21,1810,20.1,0,1,1,0,0,0,6,0,0.3,0.3,1.1,1.4,13,70,15,0.00,0.05,0.05,0.00,0.05,0.01,0.06,0.07,0.01,0.07
Pierre Højbjerg,DEN,MF,Tottenham,28,1995,32,7,1171,13.0,0,0,0,0,0,0,4,0,0.6,0.6,0.9,1.5,15,118,26,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.12,0.04,0.12
Rasmus Højlund,DEN,FW,Manchester Utd,21,2003,26,23,1953,21.7,8,2,10,8,0,0,2,0,7.3,7.3,1.5,8.8,32,29,100,0.37,0.09,0.46,0.37,0.46,0.34,0.07,0.41,0.34,0.41
Igor,BRA,DF,Brighton,26,1998,20,13,1277,14.2,0,0,0,0,0,0,4,0,0.3,0.3,0.7,0.9,26,93,11,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07
Danny Ings,ENG,FW,West Ham,31,1992,17,3,371,4.1,1,0,1,1,0,0,1,0,1.3,1.3,0.3,1.5,6,5,26,0.24,0.00,0.24,0.24,0.24,0.30,0.07,0.37,0.30,0.37
Tim Iroegbunam,ENG,MF,Aston Villa,20,2003,8,1,141,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alexander Isak,SWE,FW,Newcastle Utd,24,1999,26,23,1942,21.6,19,1,20,14,5,5,1,0,17.3,13.3,2.2,15.6,57,63,111,0.88,0.05,0.93,0.65,0.70,0.80,0.10,0.90,0.62,0.72
Alex Iwobi,NGA,MF,Everton,28,1996,2,2,140,1.6,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,6,4,8,0.00,0.00,0.00,0.00,0.00,0.21,0.14,0.35,0.21,0.35
Alex Iwobi,NGA,FW,Fulham,28,1996,27,22,1923,21.4,5,2,7,5,0,0,2,0,5.1,5.1,4.3,9.3,95,134,159,0.23,0.09,0.33,0.23,0.33,0.24,0.20,0.44,0.24,0.44
Nicolas Jackson,SEN,FW,Chelsea,22,2001,30,26,2351,26.1,10,4,14,10,0,0,9,0,14.8,14.8,3.6,18.4,51,57,158,0.38,0.15,0.54,0.38,0.54,0.56,0.14,0.70,0.56,0.70
Reece James,ENG,DF,Chelsea,24,1999,8,5,388,4.3,0,1,1,0,0,0,2,1,0.3,0.3,1.5,1.8,19,20,33,0.00,0.23,0.23,0.00,0.23,0.07,0.34,0.41,0.07,0.41
Vitaly Janelt,GER,MF,Brentford,25,1998,35,34,2834,31.5,0,3,3,0,0,0,8,0,1.5,1.5,4.6,6.2,22,114,74,0.00,0.10,0.10,0.00,0.10,0.05,0.15,0.20,0.05,0.20
Mathias Jensen,DEN,MF,Brentford,28,1996,30,26,2113,23.5,3,3,6,3,0,0,3,0,0.7,0.7,4.0,4.7,19,117,63,0.13,0.13,0.26,0.13,0.26,0.03,0.17,0.20,0.03,0.20
Gabriel Jesus,BRA,FW,Arsenal,27,1997,24,17,1451,16.1,4,4,8,4,0,0,6,0,6.3,6.3,3.6,9.9,36,40,145,0.25,0.25,0.50,0.25,0.50,0.39,0.22,0.61,0.39,0.61
Raúl Jiménez,MEX,FW,Fulham,32,1991,22,17,1279,14.2,5,0,5,5,0,0,3,1,4.5,4.5,1.4,5.9,10,19,77,0.35,0.00,0.35,0.35,0.35,0.32,0.10,0.41,0.32,0.41
João Pedro,BRA,FW,Brighton,22,2001,28,16,1775,19.7,8,2,10,4,4,4,2,0,9.5,6.4,3.1,9.5,70,79,183,0.41,0.10,0.51,0.20,0.30,0.48,0.16,0.64,0.32,0.48
Joelinton,BRA,MF,Newcastle Utd,27,1996,16,14,1133,12.6,2,1,3,2,0,0,5,0,2.3,2.3,2.0,4.3,21,47,58,0.16,0.08,0.24,0.16,0.24,0.18,0.16,0.34,0.18,0.34
Ryan John Giles,ENG,DF,Luton Town,24,2000,11,5,503,5.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,9,17,30,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
Ben Johnson,ENG,DF,West Ham,24,2000,14,4,544,6.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,17,22,33,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Brennan Johnson,WAL,FW,Tottenham,22,2001,27,18,1648,18.3,5,7,12,5,0,0,3,0,8.0,8.0,5.4,13.4,78,59,223,0.27,0.38,0.66,0.27,0.66,0.43,0.30,0.73,0.43,0.73
Brennan Johnson,WAL,FW,Nott'ham Forest,22,2001,3,3,237,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,8,1,14,0.00,0.00,0.00,0.00,0.00,0.12,0.08,0.21,0.12,0.21
Joseph Johnson,ENG,DF,Luton Town,18,2006,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sam Johnstone,ENG,GK,Crystal Palace,31,1993,20,20,1796,20.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Curtis Jones,ENG,MF,Liverpool,23,2001,21,14,1142,12.7,1,1,2,1,0,0,3,1,2.6,2.6,0.6,3.2,30,72,86,0.08,0.08,0.16,0.08,0.16,0.20,0.05,0.25,0.20,0.25
Jorginho,ITA,MF,Arsenal,32,1991,23,10,920,10.2,0,2,2,0,0,0,1,0,0.1,0.1,1.4,1.5,8,101,8,0.00,0.20,0.20,0.00,0.20,0.01,0.13,0.14,0.01,0.14
Diogo Jota,POR,FW,Liverpool,27,1996,21,14,1145,12.7,10,3,13,10,0,0,3,1,5.3,5.3,3.3,8.6,54,34,111,0.79,0.24,1.02,0.79,1.02,0.42,0.26,0.68,0.42,0.68
Mads Juel Andersen,DEN,DF,Luton Town,26,1997,8,4,400,4.4,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,0,7,1,0.23,0.00,0.23,0.23,0.23,0.06,0.00,0.06,0.06,0.06
Hamed Junior Traorè,CIV,MF,Bournemouth,24,2000,3,0,47,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,3,4,0.00,0.00,0.00,0.00,0.00,0.34,0.07,0.41,0.34,0.41
Mathias Jørgensen,DEN,DF,Brentford,34,1990,13,11,997,11.1,1,0,1,1,0,0,4,0,0.7,0.7,0.9,1.6,4,43,4,0.09,0.00,0.09,0.09,0.09,0.07,0.08,0.15,0.07,0.15
Issa Kaboré,BFA,DF,Luton Town,22,2001,24,21,1729,19.2,0,2,2,0,0,0,7,0,0.2,0.2,2.1,2.3,60,54,85,0.00,0.10,0.10,0.00,0.10,0.01,0.11,0.12,0.01,0.12
Sasa Kalajdzic,AUT,FW,Wolves,26,1997,11,1,166,1.8,2,0,2,2,0,0,0,0,1.1,1.1,1.0,2.0,1,5,9,1.08,0.00,1.08,1.08,1.08,0.57,0.52,1.09,0.57,1.09
Boubacar Kamara,FRA,MF,Aston Villa,24,1999,20,20,1652,18.4,0,1,1,0,0,0,7,1,0.1,0.1,1.3,1.4,19,83,10,0.00,0.05,0.05,0.00,0.05,0.01,0.07,0.08,0.01,0.08
Willy Kambwala,FRA,DF,Manchester Utd,19,2004,7,3,314,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Thomas Kaminski,BEL,GK,Luton Town,31,1992,35,35,3150,35.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Loris Karius,GER,GK,Newcastle Utd,30,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Michael Keane,ENG,DF,Everton,31,1993,9,4,439,4.9,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.7,4,14,3,0.21,0.00,0.21,0.21,0.21,0.14,0.00,0.14,0.14,0.14
Thilo Kehrer,GER,DF,West Ham,27,1996,4,0,22,0.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Caoimhín Kelleher,IRL,GK,Liverpool,25,1998,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lloyd Kelly,ENG,DF,Bournemouth,25,1998,21,16,1462,16.2,0,1,1,0,0,0,2,0,0.3,0.3,1.2,1.5,15,54,26,0.00,0.06,0.06,0.00,0.06,0.02,0.08,0.09,0.02,0.09
Omari Kellyman,ENG,FW,Aston Villa,18,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45
Milos Kerkez,HUN,DF,Bournemouth,20,2003,27,21,1880,20.9,0,1,1,0,0,0,3,1,1.2,1.2,0.7,1.9,44,44,92,0.00,0.05,0.05,0.00,0.05,0.06,0.03,0.09,0.06,0.09
Kaine Kesler-Hayden,ENG,DF,Aston Villa,21,2002,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Max Kilman,ENG,DF,Wolves,26,1997,35,35,3150,35.0,2,0,2,2,0,0,7,0,1.8,1.8,1.4,3.1,22,112,5,0.06,0.00,0.06,0.06,0.06,0.05,0.04,0.09,0.05,0.09
Jakub Kiwior,POL,DF,Arsenal,24,2000,19,11,945,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4,55,16,0.10,0.29,0.38,0.10,0.38,0.08,0.09,0.16,0.08,0.16
Justin Kluivert,NED,MF,Bournemouth,24,1999,29,23,1704,18.9,7,1,8,7,0,0,5,0,5.9,5.9,1.8,7.7,59,44,104,0.37,0.05,0.42,0.37,0.42,0.31,0.10,0.41,0.31,0.41
Luca Koleosho,ITA,MF,Burnley,19,2004,15,13,974,10.8,1,1,2,1,0,0,0,0,2.0,2.0,1.3,3.3,53,19,82,0.09,0.09,0.18,0.09,0.18,0.18,0.12,0.30,0.18,0.30
Ibrahima Konaté,FRA,DF,Liverpool,24,1999,22,17,1574,17.5,0,0,0,0,0,0,5,1,0.7,0.7,0.4,1.1,24,118,3,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
Ezri Konsa,ENG,DF,Aston Villa,26,1997,32,32,2800,31.1,1,0,1,1,0,0,5,0,2.4,2.4,0.5,2.9,34,127,30,0.03,0.00,0.03,0.03,0.03,0.08,0.02,0.09,0.08,0.09
Cheikhou Kouyaté,SEN,MF,Nott'ham Forest,34,1989,11,2,209,2.3,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,0,5,5,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.14,0.12,0.14
Mateo Kovačić,CRO,MF,Manchester City,29,1994,26,13,1289,14.3,1,0,1,1,0,0,3,0,1.2,1.2,1.5,2.7,33,87,34,0.07,0.00,0.07,0.07,0.07,0.08,0.11,0.19,0.08,0.19
Emil Krafth,SWE,DF,Newcastle Utd,29,1994,13,4,553,6.1,0,0,0,0,0,0,1,0,0.2,0.2,0.8,1.0,9,22,27,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.16,0.03,0.16
Dejan Kulusevski,SWE,FW,Tottenham,24,2000,31,27,2412,26.8,6,3,9,6,0,0,7,0,3.6,3.6,7.2,10.7,137,133,342,0.22,0.11,0.34,0.22,0.34,0.13,0.27,0.40,0.13,0.40
Adam Lallana,ENG,MF,Brighton,35,1988,24,12,794,8.8,0,1,1,0,0,0,2,0,0.5,0.5,1.7,2.2,9,38,53,0.00,0.11,0.11,0.00,0.11,0.06,0.19,0.25,0.06,0.25
Tariq Lamptey,GHA,DF,Brighton,23,2000,16,9,769,8.5,0,3,3,0,0,0,3,0,0.4,0.4,0.6,1.1,30,14,51,0.00,0.35,0.35,0.00,0.35,0.05,0.07,0.13,0.05,0.13
Aymeric Laporte,ESP,DF,Manchester City,29,1994,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27
Yasser Larouci,ALG,DF,Sheffield Utd,23,2001,10,5,477,5.3,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,17,12,11,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10
Jamaal Lascelles,ENG,DF,Newcastle Utd,30,1993,16,13,1080,12.0,1,0,1,1,0,0,4,0,0.7,0.7,0.1,0.8,8,31,3,0.08,0.00,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07
Roméo Lavia,BEL,MF,Chelsea,20,2004,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mario Lemina,GAB,MF,Wolves,30,1993,32,31,2743,30.5,4,1,5,4,0,0,11,1,4.5,4.5,1.5,6.0,32,72,47,0.13,0.03,0.16,0.13,0.16,0.15,0.05,0.20,0.15,0.20
Clément Lenglet,FRA,DF,Aston Villa,28,1995,13,13,1063,11.8,0,1,1,0,0,0,2,0,0.9,0.9,0.8,1.6,26,50,1,0.00,0.08,0.08,0.00,0.08,0.07,0.06,0.14,0.07,0.14
Bernd Leno,GER,GK,Fulham,32,1992,35,35,3150,35.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jefferson Lerma,COL,MF,Crystal Palace,29,1994,27,27,2385,26.5,1,1,2,1,0,0,8,0,2.7,2.7,2.2,4.8,14,105,50,0.04,0.04,0.08,0.04,0.08,0.10,0.08,0.18,0.10,0.18
Rico Lewis,ENG,DF,Manchester City,19,2004,15,8,800,8.9,2,0,2,2,0,0,1,0,0.6,0.6,1.1,1.8,19,32,43,0.23,0.00,0.23,0.23,0.23,0.07,0.13,0.20,0.07,0.20
Keane Lewis-Potter,ENG,FW,Brentford,23,2001,28,13,1314,14.6,3,1,4,3,0,0,0,0,5.7,5.7,1.7,7.4,49,31,124,0.21,0.07,0.27,0.21,0.27,0.39,0.12,0.51,0.39,0.51
Victor Lindelöf,SWE,DF,Manchester Utd,29,1994,19,14,1328,14.8,1,1,2,1,0,0,2,0,0.8,0.8,0.3,1.1,17,40,17,0.07,0.07,0.14,0.07,0.14,0.05,0.02,0.07,0.05,0.07
Valentino Livramento,ENG,DF,Newcastle Utd,21,2002,24,10,1134,12.6,1,0,1,1,0,0,1,0,0.3,0.3,0.7,1.0,38,44,66,0.08,0.00,0.08,0.08,0.08,0.02,0.05,0.08,0.02,0.08
Giovani Lo Celso,ARG,MF,Tottenham,28,1996,18,4,476,5.3,2,2,4,2,0,0,2,0,0.5,0.5,1.8,2.3,22,55,26,0.38,0.38,0.76,0.38,0.76,0.09,0.35,0.44,0.09,0.44
Tom Lockyer,WAL,DF,Luton Town,29,1994,14,14,1169,13.0,1,1,2,1,0,0,4,0,1.1,1.1,0.6,1.7,6,37,2,0.08,0.08,0.15,0.08,0.15,0.08,0.05,0.13,0.08,0.13
Sean Longstaff,ENG,MF,Newcastle Utd,26,1997,31,26,2438,27.1,4,2,6,4,0,0,7,0,4.7,4.7,1.9,6.5,17,125,105,0.15,0.07,0.22,0.15,0.22,0.17,0.07,0.24,0.17,0.24
Max Lowe,ENG,DF,Sheffield Utd,26,1997,8,3,399,4.4,0,0,0,0,0,0,1,0,0.6,0.6,0.7,1.3,4,9,7,0.00,0.00,0.00,0.00,0.00,0.13,0.16,0.29,0.13,0.29
Douglas Luiz,BRA,MF,Aston Villa,25,1998,32,32,2734,30.4,9,5,14,5,4,4,11,0,6.8,3.7,4.8,8.5,59,163,48,0.30,0.16,0.46,0.16,0.33,0.22,0.16,0.38,0.12,0.28
Saša Lukić,SRB,MF,Fulham,27,1996,23,12,1048,11.6,1,0,1,1,0,0,3,0,1.6,1.6,0.7,2.3,9,39,26,0.09,0.00,0.09,0.09,0.09,0.13,0.06,0.19,0.13,0.19
Ian Maatsen,NED,FW,Chelsea,22,2002,12,1,209,2.3,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,9,8,15,0.00,0.00,0.00,0.00,0.00,0.35,0.04,0.39,0.35,0.39
Alexis Mac Allister,ARG,MF,Liverpool,25,1998,30,28,2366,26.3,4,5,9,3,1,1,7,1,3.0,2.2,3.2,5.3,39,196,40,0.15,0.19,0.34,0.11,0.30,0.11,0.12,0.23,0.08,0.20
James Maddison,ENG,MF,Tottenham,27,1996,23,23,1814,20.2,4,7,11,4,0,0,4,0,4.7,4.7,4.9,9.6,54,191,126,0.20,0.35,0.55,0.20,0.55,0.23,0.24,0.48,0.23,0.48
Noni Madueke,ENG,FW,Chelsea,22,2002,18,8,700,7.8,4,1,5,3,1,1,2,0,1.7,0.9,1.2,2.1,57,31,97,0.51,0.13,0.64,0.39,0.51,0.21,0.16,0.37,0.11,0.27
Gabriel Magalhães,BRA,DF,Arsenal,26,1997,33,31,2806,31.2,4,0,4,4,0,0,4,0,4.0,4.0,0.7,4.6,13,110,8,0.13,0.00,0.13,0.13,0.13,0.13,0.02,0.15,0.13,0.15
Harry Maguire,ENG,DF,Manchester Utd,31,1993,22,18,1653,18.4,2,2,4,2,0,0,4,0,2.0,2.0,1.2,3.3,20,73,2,0.11,0.11,0.22,0.11,0.22,0.11,0.07,0.18,0.11,0.18
Kobbie Mainoo,ENG,MF,Manchester Utd,19,2005,20,20,1588,17.6,2,1,3,2,0,0,3,0,0.4,0.4,0.5,0.9,14,51,24,0.11,0.06,0.17,0.11,0.17,0.02,0.03,0.05,0.02,0.05
Orel Mangala,BEL,MF,Nott'ham Forest,26,1998,20,19,1563,17.4,1,0,1,1,0,0,6,0,0.8,0.8,0.2,1.1,13,45,14,0.06,0.00,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06
Benson Manuel,BEL,MF,Burnley,27,1997,7,1,97,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,0,14,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10
Solly March,ENG,FW,Brighton,29,1994,7,7,554,6.2,3,1,4,3,0,0,1,0,2.0,2.0,1.0,2.9,14,24,44,0.49,0.16,0.65,0.49,0.65,0.32,0.16,0.47,0.32,0.47
Anthony Martial,FRA,FW,Manchester Utd,28,1995,13,5,448,5.0,1,0,1,1,0,0,0,0,1.2,1.2,0.2,1.5,6,12,36,0.20,0.00,0.20,0.20,0.20,0.25,0.05,0.29,0.25,0.29
Gabriel Martinelli,BRA,FW,Arsenal,22,2001,32,23,1894,21.0,6,4,10,6,0,0,1,0,6.5,6.5,5.4,11.8,112,61,312,0.29,0.19,0.48,0.29,0.48,0.31,0.26,0.56,0.31,0.56
Emiliano Martínez,ARG,GK,Aston Villa,31,1992,33,33,2925,32.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lisandro Martínez,ARG,DF,Manchester Utd,26,1998,9,7,580,6.4,0,1,1,0,0,0,3,0,0.0,0.0,0.1,0.1,8,28,1,0.00,0.16,0.16,0.00,0.16,0.00,0.01,0.01,0.00,0.01
