Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Ethan Mbappé,FRA,DF,Paris S-G,17,2006,2,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.67,0.67,0.67
Kylian Mbappé,FRA,FW,Paris S-G,25,1998,28,23,2068,23.0,26,7,33,20,6,8,4,0,19.9,13.5,5.6,19.1,112,115,273,1.13,0.30,1.44,0.87,1.18,0.87,0.24,1.11,0.59,0.83
Malick Mbaye,SEN,MF,Metz,20,2004,5,1,153,1.7,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,8,1,20,0.00,0.00,0.00,0.00,0.00,0.26,0.11,0.37,0.26,0.37
Chancel Mbemba,COD,DF,Marseille,29,1994,22,22,1937,21.5,2,2,4,2,0,0,1,0,1.4,1.4,1.0,2.4,14,106,9,0.09,0.09,0.19,0.09,0.19,0.07,0.05,0.11,0.07,0.11
Nolan Mbemba,CGO,MF,Le Havre,29,1995,6,0,22,0.2,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,5,1,4.09,0.00,4.09,4.09,4.09,0.17,0.00,0.17,0.17,0.17
Christ Mbondi,FRA,FW,Reims,19,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Facundo Medina,ARG,DF,Lens,24,1999,28,27,2444,27.2,1,3,4,1,0,0,10,0,0.8,0.8,1.5,2.3,45,193,16,0.04,0.11,0.15,0.04,0.15,0.03,0.05,0.08,0.03,0.08
Bamo Meïté,CIV,DF,Marseille,22,2001,14,5,573,6.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,10,29,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Bamo Meïté,CIV,DF,Lorient,22,2001,2,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Birger Meling,NOR,DF,Rennes,29,1994,1,0,16,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.80,0.80,0.80
Nuno Mendes,POR,DF,Paris S-G,21,2002,5,1,190,2.1,1,1,2,1,0,0,2,0,0.3,0.3,0.3,0.6,10,18,16,0.47,0.47,0.95,0.47,0.95,0.13,0.15,0.28,0.13,0.28
Antoine Mendy,FRA,DF,Nice,19,2004,7,2,237,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,2,7,5,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.18,0.04,0.18
Benjamin Mendy,FRA,DF,Lorient,29,1994,12,4,512,5.7,1,1,2,1,0,0,3,0,0.4,0.4,1.2,1.6,20,28,67,0.18,0.18,0.35,0.18,0.35,0.07,0.21,0.28,0.07,0.28
Formose Mendy,SEN,DF,Lorient,23,2001,16,12,1137,12.6,0,0,0,0,0,0,6,0,0.3,0.3,0.0,0.3,12,54,12,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Nampalys Mendy,SEN,MF,Lens,31,1992,13,10,782,8.7,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,17,57,6,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.06,0.02,0.06
Quentin Merlin,FRA,DF,Marseille,21,2002,8,7,603,6.7,0,1,1,0,0,0,1,0,0.1,0.1,1.0,1.1,11,37,46,0.00,0.15,0.15,0.00,0.15,0.02,0.14,0.16,0.02,0.16
Quentin Merlin,FRA,DF,Nantes,21,2002,16,15,1283,14.3,0,1,1,0,0,0,0,0,0.7,0.7,1.3,2.0,34,98,62,0.00,0.07,0.07,0.00,0.07,0.05,0.09,0.14,0.05,0.14
Bastien Meupiyou,FRA,DF,Nantes,18,2006,1,1,8,0.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Georges Mikautadze,GEO,FW,Metz,23,2000,17,17,1478,16.4,11,3,14,8,3,3,0,0,8.7,6.3,1.3,7.6,42,42,75,0.67,0.18,0.85,0.49,0.67,0.53,0.08,0.61,0.38,0.47
Takumi Minamino,JPN,MF,Monaco,29,1995,28,24,2014,22.4,8,5,13,8,0,0,3,0,5.3,5.3,4.3,9.6,45,93,186,0.36,0.22,0.58,0.36,0.58,0.24,0.19,0.43,0.24,0.43
Lucas Mincarelli,FRA,DF,Montpellier,20,2004,12,11,900,10.0,0,1,1,0,0,0,1,1,0.2,0.2,0.6,0.8,22,23,38,0.00,0.10,0.10,0.00,0.10,0.02,0.06,0.08,0.02,0.08
Ignacio Miramon,ARG,MF,Lille,20,2003,2,1,39,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
Terem Moffi,NGA,FW,Nice,24,1999,27,21,1796,20.0,11,2,13,8,3,3,4,0,10.0,7.6,2.8,10.4,24,26,118,0.55,0.10,0.65,0.40,0.50,0.50,0.14,0.64,0.38,0.52
Mostafa Mohamed,EGY,FW,Nantes,26,1997,27,23,1893,21.0,8,2,10,5,3,3,2,1,7.8,5.4,1.8,7.2,21,24,111,0.38,0.10,0.48,0.24,0.33,0.37,0.08,0.45,0.26,0.34
Dion Moise Sahi,CIV,MF,Strasbourg,22,2001,16,6,540,6.0,3,1,4,3,0,0,0,0,4.0,4.0,1.3,5.3,13,18,33,0.50,0.17,0.67,0.50,0.67,0.66,0.22,0.88,0.66,0.88
Florent Mollet,FRA,MF,Nantes,32,1991,26,23,1990,22.1,4,4,8,4,0,0,4,0,5.9,5.9,2.5,8.4,25,93,143,0.18,0.18,0.36,0.18,0.36,0.27,0.11,0.38,0.27,0.38
Enzo Mongo,FRA,DF,Nantes,19,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Diego Moreira,POR,FW,Lyon,19,2004,7,4,270,3.0,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1.0,10,12,23,0.00,0.00,0.00,0.00,0.00,0.24,0.11,0.35,0.24,0.35
Lebo Mothiba,RSA,FW,Strasbourg,28,1996,15,5,617,6.9,3,0,3,3,0,0,0,0,4.6,4.6,0.2,4.8,8,9,27,0.44,0.00,0.44,0.44,0.44,0.67,0.02,0.70,0.67,0.70
Steve Mounié,BEN,FW,Brest,29,1994,29,17,1516,16.8,6,2,8,6,0,0,2,1,8.5,8.5,1.2,9.7,18,18,89,0.36,0.12,0.47,0.36,0.47,0.50,0.07,0.58,0.50,0.58
Samuel Moutoussamy,COD,MF,Nantes,27,1996,23,9,932,10.4,1,0,1,1,0,0,2,0,1.6,1.6,0.6,2.2,19,55,29,0.10,0.00,0.10,0.10,0.10,0.15,0.06,0.21,0.15,0.21
Loris Mouyokolo,FRA,DF,Lorient,22,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
François Mughe,CMR,MF,Marseille,19,2004,5,2,177,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,7,7,16,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.10,0.05,0.10
Joel Mugisha,NOR,DF,Lorient,21,2002,6,2,181,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,1,16,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Nordi Mukiele,FRA,DF,Paris S-G,26,1997,14,7,630,7.0,0,0,0,0,0,0,2,0,0.7,0.7,0.0,0.7,8,27,13,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10
Marshall Munetsi,ZIM,MF,Reims,27,1996,24,22,1926,21.4,3,3,6,3,0,0,5,0,5.6,5.6,0.9,6.5,17,60,75,0.14,0.14,0.28,0.14,0.28,0.26,0.04,0.30,0.26,0.30
Yvon Mvogo,SUI,GK,Lorient,29,1994,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Joel Mvuka,NOR,MF,Lorient,21,2002,1,0,16,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,
Junior Mwanga,FRA,MF,Strasbourg,20,2003,21,17,1437,16.0,1,1,2,1,0,0,3,0,1.4,1.4,0.8,2.2,28,56,37,0.06,0.06,0.13,0.06,0.13,0.09,0.05,0.14,0.09,0.14
Kévin N'Doram,FRA,MF,Metz,28,1996,20,15,1334,14.8,0,2,2,0,0,0,4,0,0.3,0.3,0.5,0.8,10,57,3,0.00,0.13,0.13,0.00,0.13,0.02,0.04,0.06,0.02,0.06
Bilal Nadir,FRA,MF,Marseille,20,2003,5,1,113,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,3,4,7,0.00,0.00,0.00,0.00,0.00,0.08,0.09,0.17,0.08,0.17
Mahamadou Nagida,CMR,DF,Rennes,18,2005,3,1,106,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,5,2,11,0.00,0.00,0.00,0.00,0.00,0.10,0.24,0.35,0.10,0.35
Keito Nakamura,JPN,FW,Reims,23,2000,22,14,1181,13.1,4,1,5,4,0,0,1,0,2.9,2.9,1.2,4.0,38,53,128,0.30,0.08,0.38,0.30,0.38,0.22,0.09,0.31,0.22,0.31
Keylor Navas,CRC,GK,Paris S-G,37,1986,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Youssouf Ndayishimiye,BDI,MF,Nice,25,1998,22,20,1696,18.8,0,0,0,0,0,0,6,1,1.2,1.2,0.5,1.7,16,95,13,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09
Bassirou Ndiaye,SEN,FW,Lorient,22,2002,5,0,152,1.7,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,
Iliman Ndiaye,SEN,FW,Marseille,24,2000,27,19,1559,17.3,3,3,6,3,0,0,0,1,4.4,4.4,2.6,7.0,49,60,149,0.17,0.17,0.35,0.17,0.35,0.25,0.15,0.41,0.25,0.41
Massamba Ndiaye,SEN,GK,Clermont Foot,22,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rassoul Ndiaye,SEN,MF,Le Havre,22,2001,19,6,526,5.8,0,0,0,0,0,0,4,2,0.2,0.2,0.3,0.5,7,25,16,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08
Cher Ndour,ITA,MF,Paris S-G,19,2004,3,0,28,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Joseph Nduquidi,FRA,MF,Metz,19,2004,13,7,751,8.3,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,6,22,4,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Loïc Nego,HUN,DF,Le Havre,33,1991,27,18,1542,17.1,0,3,3,0,0,0,3,0,1.3,1.3,1.0,2.3,30,63,100,0.00,0.18,0.18,0.00,0.18,0.08,0.06,0.13,0.08,0.13
Steve Ngoura,FRA,FW,Le Havre,19,2005,11,1,191,2.1,0,1,1,0,0,0,0,0,0.4,0.4,0.1,0.5,2,9,15,0.00,0.47,0.47,0.00,0.47,0.18,0.04,0.22,0.18,0.22
Shamar Nicholson,JAM,FW,Clermont Foot,27,1997,25,17,1470,16.3,4,3,7,3,1,2,2,0,5.9,4.4,1.1,5.4,18,33,110,0.24,0.18,0.43,0.18,0.37,0.36,0.07,0.43,0.27,0.33
Rasmus Nicolaisen,DEN,DF,Toulouse,27,1997,31,31,2753,30.6,2,0,2,2,0,0,4,0,1.0,1.0,0.6,1.6,4,85,11,0.07,0.00,0.07,0.07,0.07,0.03,0.02,0.05,0.03,0.05
Arnaud Nordin,FRA,FW,Montpellier,25,1998,20,15,1246,13.8,5,3,8,5,0,0,1,1,3.6,3.6,3.0,6.5,56,52,125,0.36,0.22,0.58,0.36,0.58,0.26,0.21,0.47,0.26,0.47
Ernest Nuamah,GHA,FW,Lyon,20,2003,26,20,1714,19.0,3,2,5,3,0,0,3,0,3.9,3.9,3.7,7.6,98,70,222,0.16,0.11,0.26,0.16,0.26,0.20,0.19,0.40,0.20,0.40
Gerzino Nyamsi,FRA,DF,Strasbourg,27,1997,13,13,1092,12.1,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,3,25,3,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Rabby Nzingoula,CGO,FW,Strasbourg,18,2005,4,0,50,0.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,2,1,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17
Jake O'Brien,IRL,DF,Lyon,,,24,24,2099,23.3,4,2,6,4,0,0,4,1,3.5,3.5,1.1,4.7,14,59,2,0.17,0.09,0.26,0.17,0.26,0.15,0.05,0.20,0.15,0.20
Florent Ogier,FRA,DF,Clermont Foot,35,1989,12,9,897,10.0,1,1,2,1,0,0,1,0,0.6,0.6,0.5,1.1,4,15,0,0.10,0.10,0.20,0.10,0.20,0.06,0.05,0.11,0.06,0.11
Joseph Okumu,KEN,DF,Reims,26,1997,21,19,1743,19.4,1,0,1,1,0,0,3,0,1.5,1.5,0.0,1.5,15,94,3,0.05,0.00,0.05,0.05,0.05,0.08,0.00,0.08,0.08,0.08
Warmed Omari,FRA,DF,Rennes,24,2000,24,22,1981,22.0,1,0,1,1,0,0,5,1,0.7,0.7,0.2,0.8,20,109,1,0.05,0.00,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04
Becir Omeragic,SUI,DF,Montpellier,22,2002,25,23,2042,22.7,0,0,0,0,0,0,4,0,0.5,0.5,0.7,1.2,18,63,10,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05
Jean Onana,CMR,MF,Marseille,24,2000,11,5,551,6.1,1,0,1,1,0,0,1,0,0.8,0.8,0.1,0.9,8,32,7,0.16,0.00,0.16,0.16,0.16,0.13,0.01,0.14,0.13,0.14
Royce Openda Owaga,GAB,FW,Lorient,22,2002,1,0,16,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,
Christopher Operi,FRA,DF,Le Havre,27,1997,25,25,2175,24.2,3,4,7,3,0,0,6,0,0.9,0.9,3.5,4.4,29,76,105,0.12,0.17,0.29,0.12,0.29,0.04,0.14,0.18,0.04,0.18
Gift Orban,NGA,FW,Lyon,21,2002,12,4,408,4.5,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,8,5,31,0.22,0.00,0.22,0.22,0.22,0.24,0.00,0.24,0.24,0.24
Kassoum Ouattara,FRA,DF,Monaco,19,2004,12,6,525,5.8,0,0,0,0,0,0,2,0,0.4,0.4,1.2,1.7,27,18,56,0.00,0.00,0.00,0.00,0.00,0.08,0.21,0.29,0.08,0.29
Alexandre Oukidja,ALG,GK,Metz,35,1988,31,31,2717,30.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Cheick Oumar Konaté,MLI,MF,Clermont Foot,20,2004,19,12,1068,11.9,1,1,2,1,0,0,4,0,,,,,,,,0.08,0.08,0.17,0.08,0.17,,,,,
Azzedine Ounahi,MAR,MF,Marseille,24,2000,21,15,1209,13.4,2,0,2,2,0,0,3,0,1.0,1.0,1.4,2.4,32,98,70,0.15,0.00,0.15,0.15,0.15,0.07,0.11,0.18,0.07,0.18
Adam Ounas,ALG,FW,Lille,27,1996,17,3,418,4.6,1,0,1,1,0,0,0,0,0.6,0.6,1.9,2.6,20,20,40,0.22,0.00,0.22,0.22,0.22,0.14,0.41,0.55,0.14,0.55
Pablo Pagis,FRA,MF,Lorient,21,2002,3,3,165,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,5,6,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
Nicolas Pallois,FRA,DF,Nantes,36,1987,20,14,1382,15.4,0,1,1,0,0,0,4,0,0.1,0.1,0.4,0.5,4,49,1,0.00,0.07,0.07,0.00,0.07,0.01,0.02,0.03,0.01,0.03
Andy Pelmard,FRA,DF,Clermont Foot,24,2000,31,30,2719,30.2,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,34,105,6,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Aurélien Pelon,FRA,DF,Lorient,19,2004,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Faris Pemi Moumbagna,CMR,FW,Marseille,23,2000,10,3,386,4.3,3,1,4,3,0,0,2,1,1.2,1.2,1.1,2.3,4,14,23,0.70,0.23,0.93,0.70,0.93,0.27,0.25,0.52,0.27,0.52
Danilo Pereira,POR,DF,Paris S-G,32,1991,24,20,1815,20.2,0,0,0,0,0,0,2,0,1.0,1.0,0.0,1.0,25,136,2,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Mathias Pereira Lage,POR,FW,Brest,27,1996,27,11,1038,11.5,3,2,5,3,0,0,2,0,3.4,3.4,1.5,4.9,17,18,88,0.26,0.17,0.43,0.26,0.43,0.29,0.13,0.42,0.29,0.42
Romain Perraud,FRA,DF,Nice,26,1997,18,2,361,4.0,0,1,1,0,0,0,2,0,0.0,0.0,0.9,1.0,6,11,13,0.00,0.25,0.25,0.00,0.25,0.01,0.24,0.24,0.01,0.24
Lucas Perrin,FRA,DF,Strasbourg,25,1998,29,29,2609,29.0,0,1,1,0,0,0,3,0,0.6,0.6,0.8,1.4,15,104,8,0.00,0.03,0.03,0.00,0.03,0.02,0.03,0.05,0.02,0.05
Denis Petrić,SRB,GK,Nantes,35,1988,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ronaël Pierre-Gabriel,FRA,DF,Nantes,25,1998,12,6,598,6.6,0,0,0,0,0,0,3,0,0.3,0.3,0.8,1.2,12,17,12,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.17,0.05,0.17
Julien Ponceau,FRA,MF,Lorient,23,2000,29,25,2061,22.9,3,1,4,3,0,0,4,0,3.3,3.3,2.5,5.7,101,137,138,0.13,0.04,0.17,0.13,0.17,0.14,0.11,0.25,0.14,0.25
Sanjin Prcić,BIH,MF,Strasbourg,30,1993,3,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,5,0,0.00,0.00,0.00,0.00,0.00,0.01,0.23,0.24,0.01,0.24
Gonçalo Ramos,POR,FW,Paris S-G,22,2001,26,14,1274,14.2,11,1,12,10,1,1,1,0,10.6,9.8,2.3,12.1,11,26,80,0.78,0.07,0.85,0.71,0.78,0.75,0.16,0.91,0.69,0.85
Elba Rashani,KVX,MF,Clermont Foot,30,1993,22,12,1013,11.3,2,0,2,2,0,0,4,2,2.1,2.1,1.1,3.2,15,18,78,0.18,0.00,0.18,0.18,0.18,0.19,0.10,0.28,0.19,0.28
Guillaume Restes,FRA,GK,Toulouse,19,2005,31,31,2790,31.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alexsandro Ribeiro,BRA,DF,Lille,24,1999,26,23,2103,23.4,0,0,0,0,0,0,5,1,1.5,1.5,0.5,2.1,14,79,7,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09
Amir Richardson,MAR,MF,Reims,22,2002,25,14,1283,14.3,3,1,4,3,0,0,4,0,1.6,1.6,1.1,2.8,26,69,37,0.21,0.07,0.28,0.21,0.28,0.11,0.08,0.19,0.11,0.19
Fabian Rieder,SUI,MF,Rennes,22,2002,13,2,322,3.6,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,7,34,16,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.09,0.07,0.09
Rémy Riou,FRA,GK,Lyon,36,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Valentin Rongier,FRA,MF,Marseille,29,1994,10,10,851,9.5,0,0,0,0,0,0,2,0,0.6,0.6,0.8,1.4,19,73,10,0.00,0.00,0.00,0.00,0.00,0.06,0.09,0.15,0.06,0.15
Pablo Rosario,NED,DF,Nice,27,1997,27,18,1755,19.5,0,0,0,0,0,0,3,0,1.2,1.2,0.8,2.0,19,84,25,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10
Valentin Rosier,FRA,DF,Nice,27,1996,3,0,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,3,5,2,0.00,0.00,0.00,0.00,0.00,0.07,0.23,0.31,0.07,0.31
Fabián Ruiz Peña,ESP,MF,Paris S-G,28,1996,20,13,1114,12.4,1,2,3,1,0,0,3,0,2.0,2.0,1.1,3.0,14,72,36,0.08,0.16,0.24,0.08,0.24,0.16,0.09,0.24,0.16,0.24
Emmanuel Sabbi,USA,FW,Le Havre,26,1997,27,16,1413,15.7,5,1,6,3,2,2,4,0,4.1,2.5,1.1,3.6,37,31,93,0.32,0.06,0.38,0.19,0.25,0.26,0.07,0.33,0.16,0.23
Falaye Sacko,MLI,DF,Montpellier,29,1995,19,15,1382,15.4,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.5,38,63,42,0.00,0.07,0.07,0.00,0.07,0.00,0.03,0.03,0.00,0.03
Modibo Sagnan,MLI,DF,Montpellier,25,1999,10,10,894,9.9,2,0,2,2,0,0,5,0,1.2,1.2,0.3,1.5,7,23,4,0.20,0.00,0.20,0.20,0.20,0.12,0.03,0.15,0.12,0.15
Wesley Saïd,FRA,FW,Lens,29,1995,24,10,927,10.3,7,1,8,7,0,0,1,0,5.3,5.3,0.7,6.1,13,23,83,0.68,0.10,0.78,0.68,0.78,0.52,0.07,0.59,0.52,0.59
Théo Sainte-Luce,FRA,DF,Montpellier,25,1998,6,3,346,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,15,6,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
Mamadou Sakho,FRA,DF,Montpellier,34,1990,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ibrahim Salah,MAR,FW,Rennes,22,2001,20,4,483,5.4,3,1,4,3,0,0,3,0,2.7,2.7,0.5,3.2,14,17,58,0.56,0.19,0.75,0.56,0.75,0.50,0.09,0.59,0.50,0.59
Amine Salama,FRA,FW,Reims,23,2000,11,2,313,3.5,0,0,0,0,0,0,0,0,0.7,0.7,0.2,1.0,10,7,33,0.00,0.00,0.00,0.00,0.00,0.21,0.07,0.27,0.21,0.27
Mohammed Salisu,GHA,DF,Monaco,25,1999,10,9,855,9.5,0,1,1,0,0,0,2,0,0.2,0.2,0.2,0.5,5,60,5,0.00,0.11,0.11,0.00,0.11,0.03,0.03,0.05,0.03,0.05
Yoann Salmier,GUF,DF,Le Havre,31,1992,18,16,1406,15.6,1,1,2,1,0,0,2,0,1.0,1.0,0.7,1.7,8,42,6,0.06,0.06,0.13,0.06,0.13,0.07,0.04,0.11,0.07,0.11
Mama Samba Baldé,GNB,FW,Lyon,28,1995,19,4,539,6.0,1,2,3,1,0,0,1,0,3.3,3.3,1.3,4.6,21,10,70,0.17,0.33,0.50,0.17,0.50,0.55,0.22,0.77,0.55,0.77
Brice Samba,FRA,GK,Lens,30,1994,31,31,2790,31.0,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Ibou Sané,SEN,MF,Metz,19,2005,8,0,127,1.4,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,5,6,7,0.71,0.00,0.71,0.71,0.71,0.49,0.03,0.52,0.49,0.52
Sadibou Sané,SEN,DF,Metz,19,2004,12,7,666,7.4,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,5,13,8,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Arouna Sangante,SEN,DF,Le Havre,22,2002,28,28,2507,27.9,0,0,0,0,0,0,8,0,0.8,0.8,1.2,2.0,20,103,26,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07
Morgan Sanson,FRA,MF,Nice,29,1994,27,22,1823,20.3,2,3,5,2,0,0,4,0,2.8,2.8,3.8,6.6,55,70,93,0.10,0.15,0.25,0.10,0.25,0.14,0.19,0.33,0.14,0.33
Baptiste Santamaria,FRA,MF,Rennes,29,1995,29,21,1861,20.7,0,1,1,0,0,0,3,0,1.7,1.7,0.5,2.3,13,129,35,0.00,0.05,0.05,0.00,0.05,0.08,0.03,0.11,0.08,0.11
Andrey Santos,BRA,MF,Strasbourg,20,2004,8,6,574,6.4,0,0,0,0,0,0,2,0,0.4,0.4,1.0,1.3,4,30,7,0.00,0.00,0.00,0.00,0.00,0.06,0.15,0.21,0.06,0.21
Tiago santos,POR,DF,Lille,21,2002,27,24,2196,24.4,1,2,3,1,0,0,6,0,1.4,1.4,2.0,3.3,80,100,119,0.04,0.08,0.12,0.04,0.12,0.06,0.08,0.14,0.06,0.14
Amin Sarr,SWE,FW,Lyon,23,2001,3,1,98,1.1,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,3,1,8,0.00,0.00,0.00,0.00,0.00,0.31,0.14,0.45,0.31,0.45
Ismaila Sarr,SEN,FW,Marseille,26,1998,21,13,1295,14.4,3,4,7,3,0,0,1,0,2.9,2.9,2.4,5.3,44,29,137,0.21,0.28,0.49,0.21,0.49,0.20,0.17,0.37,0.20,0.37
Mamadou Sarr,FRA,DF,Lyon,18,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Martin Satriano,URU,FW,Brest,23,2001,30,18,1598,17.8,4,4,8,4,0,0,4,0,5.3,5.3,2.8,8.0,22,32,100,0.23,0.23,0.45,0.23,0.45,0.30,0.16,0.45,0.30,0.45
