Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
Evann Guessand,FRA,FW,Nice,22,2001,31,13,1436,16.0,6,0,6,4,2,2,1,0,8.3,6.7,1.4,8.0,37,31,108,0.38,0.00,0.38,0.25,0.25,0.52,0.09,0.60,0.42,0.50
Pape Gueye,SEN,MF,Marseille,25,1999,12,6,558,6.2,1,0,1,1,0,0,1,0,0.4,0.4,0.6,1.0,5,39,8,0.16,0.00,0.16,0.16,0.16,0.06,0.10,0.16,0.06,0.16
Morgan Guilavogui,GUI,FW,Lens,26,1998,21,2,538,6.0,2,0,2,2,0,0,1,0,1.5,1.5,1.2,2.7,15,32,67,0.33,0.00,0.33,0.33,0.33,0.25,0.20,0.45,0.25,0.45
Frederic Guilbert,FRA,DF,Strasbourg,29,1994,29,26,2220,24.7,1,0,1,1,0,0,3,0,0.9,0.9,1.6,2.5,28,93,66,0.04,0.00,0.04,0.04,0.04,0.04,0.06,0.10,0.04,0.10
Jaouen Hadjam,ALG,DF,Nantes,21,2003,8,0,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,6,10,17,0.00,0.00,0.00,0.00,0.00,0.03,0.29,0.32,0.03,0.32
Massadio Haïdara,MLI,DF,Lens,31,1992,17,7,696,7.7,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,8,40,25,0.00,0.13,0.13,0.00,0.13,0.02,0.02,0.04,0.02,0.04
Oualid El Hajjam,MAR,DF,Le Havre,33,1991,11,4,364,4.0,0,0,0,0,0,0,1,0,0.3,0.3,0.9,1.1,6,14,24,0.00,0.00,0.00,0.00,0.00,0.06,0.21,0.27,0.06,0.27
Achraf Hakimi,MAR,DF,Paris S-G,25,1998,24,20,1918,21.3,4,5,9,4,0,0,3,0,4.2,4.2,5.2,9.4,83,217,229,0.19,0.23,0.42,0.19,0.42,0.20,0.25,0.44,0.20,0.44
Amine Harit,MAR,MF,Marseille,26,1997,27,21,1793,19.9,1,2,3,1,0,0,5,0,3.7,3.7,3.6,7.4,82,126,111,0.05,0.10,0.15,0.05,0.15,0.19,0.18,0.37,0.19,0.37
Silvan Hefti,SUI,DF,Montpellier,26,1997,9,7,531,5.9,0,0,0,0,0,0,1,0,0.2,0.2,0.8,1.0,13,19,33,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.17,0.04,0.17
Henrique,BRA,DF,Lyon,30,1994,10,5,532,5.9,1,0,1,1,0,0,2,0,0.3,0.3,0.4,0.7,19,31,30,0.17,0.00,0.17,0.17,0.17,0.05,0.07,0.12,0.05,0.12
Luis Henrique,BRA,FW,Marseille,22,2001,12,6,561,6.2,1,0,1,1,0,0,0,0,0.8,0.8,0.6,1.4,21,29,69,0.16,0.00,0.16,0.16,0.16,0.13,0.09,0.22,0.13,0.22
Christophe Hérelle,MTQ,DF,Metz,31,1992,17,16,1437,16.0,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,1,39,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Lucas Hernández,FRA,DF,Paris S-G,28,1996,27,23,1909,21.2,1,1,2,1,0,0,6,0,0.5,0.5,1.6,2.0,30,156,22,0.05,0.05,0.09,0.05,0.09,0.02,0.07,0.10,0.02,0.10
Andrej Ilic,SRB,FW,Lille,24,2000,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bonke Innocent,NGA,MF,Lorient,28,1996,4,3,210,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,13,2,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05
Ismaily,BRA,DF,Lille,34,1990,27,25,2195,24.4,1,1,2,1,0,0,1,0,0.3,0.3,1.2,1.4,70,100,102,0.04,0.04,0.08,0.04,0.08,0.01,0.05,0.06,0.01,0.06
Junya Ito,JPN,FW,Reims,31,1993,28,28,2447,27.2,3,6,9,3,0,0,2,0,4.3,4.3,10.4,14.7,109,129,270,0.11,0.22,0.33,0.11,0.33,0.16,0.38,0.54,0.16,0.54
Jérémy Jacquet,FRA,MF,Rennes,18,2005,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jérémy Jacquet,FRA,DF,Clermont Foot,18,2005,3,0,45,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,1,4,0,0.00,2.00,2.00,0.00,2.00,0.00,0.64,0.64,0.00,0.64
Ismail Jakobs,SEN,DF,Monaco,24,1999,22,16,1466,16.3,1,2,3,1,0,0,0,0,1.3,1.3,1.8,3.1,44,56,133,0.06,0.12,0.18,0.06,0.18,0.08,0.11,0.19,0.08,0.19
Ablie Jallow,GAM,MF,Metz,25,1998,16,9,835,9.3,3,1,4,2,1,1,1,0,2.0,1.2,1.0,2.1,28,40,49,0.32,0.11,0.43,0.22,0.32,0.21,0.10,0.32,0.13,0.23
Danley Jean-Jacques,HAI,MF,Metz,23,2000,30,28,2500,27.8,0,0,0,0,0,0,4,0,2.4,2.4,0.6,3.0,33,80,52,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11
Jeffinho,BRA,FW,Lyon,24,1999,10,3,308,3.4,1,1,2,1,0,0,0,0,1.0,1.0,0.6,1.6,15,14,36,0.29,0.29,0.58,0.29,0.58,0.30,0.18,0.48,0.30,0.48
Antoine Joujou,FRA,FW,Le Havre,21,2003,21,5,704,7.8,0,2,2,0,0,0,1,0,1.1,1.1,0.6,1.7,32,22,79,0.00,0.26,0.26,0.00,0.26,0.14,0.08,0.22,0.14,0.22
Christopher Jullien,FRA,DF,Montpellier,31,1993,17,10,963,10.7,1,0,1,1,0,0,5,0,1.1,1.1,0.1,1.2,1,18,3,0.09,0.00,0.09,0.09,0.09,0.11,0.01,0.11,0.11,0.11
Eli Junior Kroupi,FRA,FW,Lorient,17,2006,27,11,1048,11.6,5,3,8,5,0,0,1,0,3.5,3.5,1.8,5.3,9,10,54,0.43,0.26,0.69,0.43,0.69,0.30,0.15,0.46,0.30,0.46
Abdoul Kader Bamba,FRA,FW,Nantes,29,1994,21,1,567,6.3,2,1,3,2,0,0,2,0,2.0,2.0,0.9,2.9,37,29,66,0.32,0.16,0.48,0.32,0.48,0.32,0.14,0.45,0.32,0.45
Yaya Kader Fofana,MLI,MF,Reims,19,2004,3,0,29,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,1,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26
Tino Kadewere,ZIM,FW,Lyon,28,1996,11,2,296,3.3,0,0,0,0,0,0,0,0,0.7,0.7,0.3,0.9,4,12,28,0.00,0.00,0.00,0.00,0.00,0.20,0.09,0.28,0.20,0.28
Tino Kadewere,ZIM,FW,Nantes,28,1996,11,7,606,6.7,1,0,1,1,0,1,1,0,1.3,0.5,0.7,1.2,13,20,44,0.15,0.00,0.15,0.15,0.15,0.19,0.11,0.30,0.08,0.18
Arnaud Kalimuendo,FRA,FW,Rennes,22,2002,28,23,1959,21.8,9,0,9,7,2,2,5,0,8.3,6.8,1.7,8.4,24,34,165,0.41,0.00,0.41,0.32,0.32,0.38,0.08,0.46,0.31,0.39
Gedeon Kalulu,COD,DF,Lorient,26,1997,17,11,923,10.3,0,1,1,0,0,0,0,0,0.1,0.1,1.0,1.1,14,35,56,0.00,0.10,0.10,0.00,0.10,0.01,0.10,0.11,0.01,0.11
Waren Kamanzi,NOR,DF,Toulouse,23,2000,21,12,1108,12.3,0,2,2,0,0,0,1,0,0.5,0.5,2.0,2.5,30,48,46,0.00,0.16,0.16,0.00,0.16,0.04,0.17,0.20,0.04,0.20
Lee Kang-in,KOR,MF,Paris S-G,23,2001,20,15,1243,13.8,2,3,5,2,0,0,2,0,0.8,0.8,1.9,2.8,46,95,140,0.14,0.22,0.36,0.14,0.36,0.06,0.14,0.20,0.06,0.20
Yann Karamoh,FRA,FW,Montpellier,25,1998,9,0,154,1.7,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,4,1,21,0.58,0.00,0.58,0.58,0.58,0.46,0.08,0.54,0.46,0.54
Ayman Kari,FRA,MF,Lorient,19,2004,14,12,893,9.9,1,1,2,1,0,0,1,0,0.6,0.6,0.8,1.5,22,37,53,0.10,0.10,0.20,0.10,0.20,0.06,0.08,0.15,0.06,0.15
Panos Katseris,GRE,DF,Lorient,22,2001,12,10,818,9.1,1,1,2,1,0,0,2,0,1.4,1.4,0.7,2.1,17,14,66,0.11,0.11,0.22,0.11,0.22,0.15,0.08,0.23,0.15,0.23
Kévin Keben Biakolo,CMR,DF,Toulouse,20,2004,6,5,375,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,4,8,7,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Yassine Kechta,MAR,MF,Le Havre,22,2002,30,19,1699,18.9,0,1,1,0,0,0,3,0,0.9,0.9,2.2,3.1,39,119,60,0.00,0.05,0.05,0.00,0.05,0.05,0.11,0.16,0.05,0.16
Thilo Kehrer,GER,DF,Monaco,27,1996,12,12,1053,11.7,0,1,1,0,0,0,4,1,0.5,0.5,1.1,1.6,9,65,16,0.00,0.09,0.09,0.00,0.09,0.04,0.09,0.13,0.04,0.13
Habib Keita,MLI,MF,Clermont Foot,22,2002,25,12,1228,13.6,1,0,1,1,0,0,4,0,0.7,0.7,0.6,1.3,9,48,22,0.07,0.00,0.07,0.07,0.07,0.05,0.04,0.09,0.05,0.09
Reda Khadra,GER,FW,Reims,22,2001,26,14,1269,14.1,1,3,4,1,0,0,1,0,1.7,1.7,3.5,5.2,33,38,101,0.07,0.21,0.28,0.07,0.28,0.12,0.25,0.37,0.12,0.37
Wahbi Khazri,TUN,FW,Montpellier,33,1991,24,13,1099,12.2,1,0,1,1,0,0,5,0,3.3,3.3,1.2,4.5,24,32,73,0.08,0.00,0.08,0.08,0.08,0.27,0.10,0.37,0.27,0.37
Philipp Köhn,SUI,GK,Monaco,26,1998,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Randal Kolo Muani,FRA,FW,Paris S-G,25,1998,25,13,1239,13.8,6,5,11,6,0,0,1,0,6.1,6.1,3.2,9.2,35,41,123,0.44,0.36,0.80,0.44,0.80,0.44,0.23,0.67,0.44,0.67
Geoffrey Kondogbia,CTA,MF,Marseille,31,1993,23,14,1339,14.9,0,0,0,0,0,0,2,0,0.4,0.4,0.4,0.8,7,79,23,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.03,0.05
Amadou Koné,MLI,MF,Reims,18,2005,13,2,300,3.3,0,0,0,0,0,0,3,1,0.3,0.3,0.2,0.4,1,20,2,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.13,0.08,0.13
Ibrahima Koné,MLI,FW,Lorient,24,1999,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Koffi Kouao,CIV,DF,Metz,25,1998,12,10,859,9.5,0,2,2,0,0,0,2,0,0.2,0.2,1.5,1.7,10,29,28,0.00,0.21,0.21,0.00,0.21,0.02,0.16,0.18,0.02,0.18
Therence Koudou,FRA,DF,Reims,19,2004,9,3,314,3.5,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.3,8,14,21,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09
Boubakar Kouyaté,MLI,DF,Montpellier,27,1997,22,21,1839,20.4,0,2,2,0,0,0,5,1,0.8,0.8,1.3,2.1,4,56,3,0.00,0.10,0.10,0.00,0.10,0.04,0.06,0.10,0.04,0.10
Sael Kumbedi,FRA,DF,Lyon,19,2005,17,8,924,10.3,0,1,1,0,0,0,3,0,0.2,0.2,0.7,1.0,19,42,75,0.00,0.10,0.10,0.00,0.10,0.02,0.07,0.09,0.02,0.09
Layvin Kurzawa,FRA,DF,Paris S-G,31,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Daler Kuzyaev,RUS,MF,Le Havre,31,1993,27,23,1986,22.1,2,2,4,2,0,0,1,0,1.8,1.8,1.3,3.2,23,115,96,0.09,0.09,0.18,0.09,0.18,0.08,0.06,0.14,0.08,0.14
Grejohn Kyei,FRA,FW,Clermont Foot,28,1995,24,8,860,9.6,2,1,3,1,1,1,1,0,4.5,3.7,1.2,4.9,12,22,76,0.21,0.10,0.31,0.10,0.21,0.47,0.13,0.59,0.39,0.51
Gaëtan Laborde,FRA,FW,Nice,30,1994,31,21,1780,19.8,4,2,6,3,1,2,2,0,7.1,5.5,1.7,7.2,32,40,154,0.20,0.10,0.30,0.15,0.25,0.36,0.09,0.45,0.28,0.37
Alexandre Lacazette,FRA,FW,Lyon,32,1991,26,25,2097,23.3,16,1,17,15,1,1,2,1,9.5,8.7,1.7,10.4,18,53,132,0.69,0.04,0.73,0.64,0.69,0.41,0.07,0.48,0.37,0.45
Alban Lafont,FRA,GK,Nantes,25,1999,25,25,2226,24.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kenny Lala,MAD,DF,Brest,32,1991,30,30,2700,30.0,1,2,3,1,0,0,6,0,0.3,0.3,2.7,3.0,38,176,80,0.03,0.07,0.10,0.03,0.10,0.01,0.09,0.10,0.01,0.10
Mathis Lambourde,FRA,FW,Rennes,18,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mohamed Lamine Bayo,GUI,FW,Le Havre,25,1998,21,16,1371,15.2,4,1,5,3,1,1,4,0,6.4,5.6,0.6,6.2,18,20,113,0.26,0.07,0.33,0.20,0.26,0.42,0.04,0.46,0.37,0.41
Didier Lamkel Zé,CMR,FW,Metz,27,1996,8,7,546,6.1,1,0,1,1,0,0,1,0,1.6,1.6,0.9,2.5,15,19,23,0.16,0.00,0.16,0.16,0.16,0.26,0.15,0.41,0.26,0.41
Julien Laporte,FRA,DF,Lorient,30,1993,20,17,1548,17.2,0,0,0,0,0,0,2,0,0.6,0.6,0.0,0.6,4,43,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Théo Le Bris,FRA,DF,Lorient,21,2002,26,15,1516,16.8,0,2,2,0,0,0,2,0,1.2,1.2,1.6,2.8,56,58,117,0.00,0.12,0.12,0.00,0.12,0.07,0.10,0.17,0.07,0.17
Julien Le Cardinal,FRA,DF,Brest,26,1997,12,5,473,5.3,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.4,3,24,4,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.08,0.05,0.08
Julien Le Cardinal,FRA,DF,Lens,26,1997,2,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jérémy Le Douaron,FRA,FW,Brest,26,1998,30,18,1525,16.9,4,0,4,4,0,0,3,0,6.1,6.1,1.0,7.2,45,19,117,0.24,0.00,0.24,0.24,0.24,0.36,0.06,0.42,0.36,0.42
Enzo Le Fée,FRA,MF,Rennes,24,2000,22,17,1343,14.9,0,1,1,0,0,0,3,0,0.4,0.4,1.5,1.9,41,109,45,0.00,0.07,0.07,0.00,0.07,0.03,0.10,0.13,0.03,0.13
Vincent Le Goff,FRA,DF,Lorient,34,1989,9,8,541,6.0,1,1,2,1,0,0,1,0,0.1,0.1,0.9,1.0,9,22,51,0.17,0.17,0.33,0.17,0.33,0.02,0.15,0.17,0.02,0.17
Adrien Lebeau,FRA,MF,Brest,24,1999,6,0,41,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,1,0,5,0.00,2.20,2.20,0.00,2.20,0.07,1.01,1.08,0.07,1.08
Benjamin Lecomte,FRA,GK,Montpellier,33,1991,30,30,2700,30.0,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.03,0.03,0.00,0.03,0.00,0.02,0.02,0.00,0.02
Pierre Lees-Melou,FRA,MF,Brest,30,1993,28,28,2490,27.7,4,0,4,4,0,0,12,1,2.4,2.4,2.4,4.8,51,193,42,0.14,0.00,0.14,0.14,0.14,0.09,0.09,0.17,0.09,0.17
Johann Lepenant,FRA,MF,Lyon,21,2002,6,2,253,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,24,6,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08
Léo Leroy,FRA,MF,Montpellier,24,2000,18,2,366,4.1,0,1,1,0,0,0,3,0,0.8,0.8,0.7,1.5,7,21,8,0.00,0.25,0.25,0.00,0.25,0.19,0.17,0.36,0.19,0.36
Gautier Lloris,FRA,DF,Le Havre,28,1995,28,28,2508,27.9,2,0,2,2,0,0,2,0,2.0,2.0,0.2,2.1,12,103,5,0.07,0.00,0.07,0.07,0.07,0.07,0.01,0.08,0.07,0.08
Abou Lô,SEN,DF,Metz,24,2000,5,2,173,1.9,0,0,0,0,0,0,0,1,0.1,0.1,0.3,0.5,0,4,2,0.00,0.00,0.00,0.00,0.00,0.07,0.18,0.25,0.07,0.25
Bradley Locko,FRA,DF,Brest,21,2002,31,31,2780,30.9,0,3,3,0,0,0,4,0,0.3,0.3,1.6,1.9,80,116,137,0.00,0.10,0.10,0.00,0.10,0.01,0.05,0.06,0.01,0.06
Renan Lodi,BRA,DF,Marseille,26,1998,14,14,1235,13.7,0,0,0,0,0,0,6,0,0.3,0.3,1.3,1.6,25,51,77,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12
Andy Logbo,FRA,FW,Le Havre,19,2004,10,2,248,2.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.5,1,2,7,0.00,0.00,0.00,0.00,0.00,0.12,0.04,0.16,0.12,0.16
Anthony Lopes,POR,GK,Lyon,33,1990,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Pau López,ESP,GK,Marseille,29,1994,30,30,2669,29.7,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.5,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Jordan Lotomba,SUI,DF,Nice,25,1998,25,20,1689,18.8,0,0,0,0,0,0,4,0,0.7,0.7,1.1,1.7,32,51,38,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.09,0.04,0.09
Tom Louchet,FRA,MF,Nice,20,2003,12,2,319,3.5,1,0,1,1,0,0,1,0,1.0,1.0,0.4,1.4,3,15,32,0.28,0.00,0.28,0.28,0.28,0.29,0.12,0.41,0.29,0.41
Imran Louza,MAR,MF,Lorient,25,1999,11,8,665,7.4,1,3,4,1,0,0,1,0,0.8,0.8,2.3,3.1,16,66,21,0.14,0.41,0.54,0.14,0.54,0.11,0.31,0.42,0.11,0.42
Dejan Lovren,CRO,DF,Lyon,34,1989,10,8,718,8.0,0,0,0,0,0,0,2,1,0.4,0.4,0.0,0.5,5,20,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Joshua M'Bahia,CIV,DF,Clermont Foot,19,2005,1,0,14,0.2,0,0,0,0,0,0,1,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,
Deiver Machado,COL,DF,Lens,30,1993,16,10,863,9.6,3,0,3,3,0,0,4,0,0.7,0.7,1.2,1.9,18,22,64,0.31,0.00,0.31,0.31,0.31,0.07,0.12,0.20,0.07,0.20
Soungoutou Magassa,FRA,DF,Monaco,20,2003,18,14,1246,13.8,0,0,0,0,0,0,6,0,0.6,0.6,0.1,0.8,7,80,9,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
Hugo Magnetti,FRA,MF,Brest,25,1998,30,27,2070,23.0,2,0,2,2,0,0,5,0,1.8,1.8,1.6,3.4,31,87,52,0.09,0.00,0.09,0.09,0.09,0.08,0.07,0.15,0.08,0.15
Yohann Magnin,FRA,MF,Clermont Foot,26,1997,28,14,1427,15.9,1,0,1,1,0,0,1,0,1.6,1.6,0.6,2.2,13,51,42,0.06,0.00,0.06,0.06,0.06,0.10,0.04,0.14,0.10,0.14
Frank Magri,CMR,FW,Toulouse,24,1999,27,14,1392,15.5,4,2,6,4,0,0,5,0,2.5,2.5,1.6,4.1,30,33,117,0.26,0.13,0.39,0.26,0.39,0.16,0.10,0.27,0.16,0.27
Adel Mahamoud,COM,FW,Nantes,21,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Habib Maïga,CIV,MF,Metz,28,1996,7,1,147,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,1,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
Ainsley Maitland-Niles,ENG,DF,Lyon,26,1997,20,16,1370,15.2,1,3,4,0,1,1,1,1,2.9,2.1,1.5,3.5,26,69,79,0.07,0.20,0.26,0.00,0.20,0.19,0.10,0.28,0.14,0.23
Radosław Majecki,POL,GK,Monaco,24,1999,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lovro Majer,CRO,MF,Rennes,26,1998,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,0,1,0.00,0.00,0.00,0.00,0.00,0.14,1.39,1.52,0.14,1.52
Jean-Victor Makengo,FRA,MF,Lorient,25,1998,11,5,479,5.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,11,28,17,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Aaron Malouda,FRA,FW,Lille,18,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hianga Mananga Mbock,FRA,MF,Brest,24,1999,2,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,1,2,0,0.00,0.00,0.00,0.00,0.00,0.55,1.62,2.17,0.55,2.17
Steve Mandanda,FRA,GK,Rennes,39,1985,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Orel Mangala,BEL,MF,Lyon,26,1998,5,3,261,2.9,1,0,1,1,0,0,0,0,0.9,0.9,0.6,1.5,6,22,15,0.34,0.00,0.34,0.34,0.34,0.32,0.19,0.51,0.32,0.51
Faitout Maouassa,FRA,MF,Lens,25,1998,3,1,76,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,0,2,0.00,0.00,0.00,0.00,0.00,0.09,0.12,0.21,0.09,0.21
Guillermo Maripán,CHI,DF,Monaco,29,1994,23,21,1767,19.6,1,0,1,1,0,0,0,1,0.4,0.4,0.5,0.9,4,59,5,0.05,0.00,0.05,0.05,0.05,0.02,0.02,0.05,0.02,0.05
Marquinhos,BRA,FW,Nantes,21,2003,7,1,154,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1.0,2,4,11,0.00,0.00,0.00,0.00,0.00,0.15,0.43,0.58,0.15,0.58
Marquinhos,BRA,DF,Paris S-G,29,1994,20,17,1447,16.1,0,1,1,0,0,0,0,0,0.4,0.4,0.5,0.9,18,113,3,0.00,0.06,0.06,0.00,0.06,0.03,0.03,0.05,0.03,0.05
Jonas Martin,FRA,MF,Brest,34,1990,29,8,1056,11.7,0,1,1,0,0,0,5,0,1.1,1.1,0.9,2.0,21,80,29,0.00,0.09,0.09,0.00,0.09,0.10,0.07,0.17,0.10,0.17
Clinton Mata,ANG,DF,Lyon,31,1992,25,22,1950,21.7,0,2,2,0,0,0,5,0,0.5,0.5,1.6,2.2,29,88,45,0.00,0.09,0.09,0.00,0.09,0.03,0.08,0.10,0.03,0.10
Eliot Matazo,BEL,MF,Monaco,22,2002,6,0,102,1.1,0,1,1,0,0,0,2,0,0.1,0.1,1.0,1.1,2,10,2,0.00,0.88,0.88,0.00,0.88,0.07,0.91,0.98,0.07,0.98
Nemanja Matić,SRB,MF,Rennes,35,1988,13,11,1027,11.4,0,0,0,0,0,0,7,0,0.3,0.3,0.8,1.1,14,83,8,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10
Nemanja Matić,SRB,MF,Lyon,35,1988,12,12,1018,11.3,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,22,96,15,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07
Chrislain Matsima,FRA,DF,Clermont Foot,21,2002,12,11,1000,11.1,1,0,1,1,0,0,2,0,0.1,0.1,0.0,0.1,11,39,1,0.09,0.00,0.09,0.09,0.09,0.01,0.00,0.01,0.01,0.01
Chrislain Matsima,FRA,DF,Monaco,21,2002,6,3,298,3.3,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.2,5,31,5,0.00,0.30,0.30,0.00,0.30,0.04,0.02,0.06,0.04,0.06
Azor Matusiwa,NED,MF,Reims,26,1998,16,16,1385,15.4,1,0,1,1,0,0,3,0,0.7,0.7,0.7,1.3,12,78,12,0.06,0.00,0.06,0.06,0.06,0.04,0.04,0.09,0.04,0.09
Azor Matusiwa,NED,MF,Rennes,26,1998,10,7,614,6.8,0,1,1,0,0,0,2,0,0.3,0.3,0.3,0.6,1,36,5,0.00,0.15,0.15,0.00,0.15,0.05,0.04,0.09,0.05,0.09
Aïman Maurer,MAR,MF,Clermont Foot,19,2004,5,0,56,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,2,8,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20
Christian Mawissa,FRA,DF,Toulouse,19,2005,15,12,1054,11.7,2,0,2,2,0,0,2,0,0.8,0.8,0.3,1.1,23,38,10,0.17,0.00,0.17,0.17,0.17,0.07,0.02,0.09,0.07,0.09
Noam Mayoka-Tika,BEL,MF,Marseille,20,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Senny Mayulu,FRA,FW,Paris S-G,17,2006,5,2,215,2.4,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,3,6,26,0.00,0.42,0.42,0.00,0.42,0.02,0.18,0.20,0.02,0.20
Youssef Maziz,FRA,FW,Metz,25,1998,2,2,124,1.4,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2,6,2,0.73,0.00,0.73,0.73,0.73,0.08,0.04,0.12,0.08,0.12
