Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Bryan Cristante,ITA,MF,Roma,29.0,1995,32.6,1.81,1.10,0.89,0.67,0.25,0.67,1.35,50.0,0.67,0.92,0.15,0.77,0.67,2.48,1.53,0.03
Juan Cruz,ARG,FW,Hellas Verona,24.0,1999,1.2,1.67,1.67,0.00,0.00,1.67,0.00,0.00,,0.00,0.83,0.00,0.83,0.83,2.50,0.00,0.00
Juan Cuadrado,COL,DF,Inter,35.0,1988,1.7,1.76,1.76,0.59,1.18,0.00,1.18,1.76,66.7,0.59,2.94,0.59,2.35,0.00,1.76,0.59,0.00
Marvin Cuni,ALB,FW,Frosinone,22.0,2001,5.6,1.07,0.54,0.18,0.54,0.36,0.54,0.71,75.0,0.18,1.61,0.18,1.43,0.18,1.25,0.00,0.00
Danilo D'Ambrosio,ITA,DF,Monza,35.0,1988,15.4,3.31,2.01,2.01,1.10,0.19,1.69,2.47,68.4,0.78,1.23,0.78,0.45,0.78,4.09,2.01,0.00
Flavius Daniliuc,AUT,DF,Salernitana,23.0,2001,8.3,2.29,1.33,1.45,0.60,0.24,1.08,2.29,47.4,1.20,1.57,0.48,1.08,0.96,3.25,1.81,0.00
Danilo,BRA,DF,Juventus,32.0,1991,24.2,2.15,1.32,1.32,0.70,0.12,1.12,1.61,69.2,0.50,1.16,0.45,0.70,1.32,3.47,3.35,0.00
Matteo Darmian,ITA,DF,Inter,34.0,1989,25.5,1.84,0.82,0.86,0.59,0.39,0.75,2.00,37.3,1.25,1.06,0.43,0.63,0.47,2.31,2.08,0.00
Juan David Cabal,COL,DF,Hellas Verona,23.0,2001,14.3,2.10,1.47,1.12,0.84,0.14,1.12,1.82,61.5,0.70,1.54,0.56,0.98,1.33,3.43,3.57,0.07
Keinan Davis,ENG,FW,Udinese,26.0,1998,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00
Paweł Dawidowicz,POL,DF,Hellas Verona,28.0,1995,21.7,2.21,1.29,1.47,0.65,0.09,0.74,1.24,59.3,0.51,0.78,0.41,0.37,0.92,3.13,4.79,0.05
Charles De Ketelaere,BEL,FW,Atalanta,23.0,2001,19.3,1.45,0.93,0.16,0.52,0.78,0.31,0.83,37.5,0.52,1.40,0.10,1.30,0.31,1.76,0.26,0.00
Mattia De Sciglio,ITA,DF,Juventus,31.0,1992,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.00,0.00,2.00,2.00,2.00,4.00,0.00
Lorenzo De Silvestri,ITA,DF,Bologna,35.0,1988,6.5,1.08,0.77,0.46,0.31,0.31,0.46,0.77,60.0,0.31,1.23,0.62,0.62,0.92,2.00,3.54,0.00
Koni De Winter,BEL,DF,Genoa,21.0,2002,23.4,1.67,1.03,0.94,0.51,0.21,0.77,1.20,64.3,0.43,1.15,0.38,0.77,0.85,2.52,3.03,0.00
Grégoire Defrel,MTQ,FW,Sassuolo,32.0,1991,7.9,1.77,0.63,0.51,0.63,0.63,0.76,1.52,50.0,0.76,1.27,0.00,1.27,0.38,2.15,1.14,0.00
Alessandro Deiola,ITA,MF,Cagliari,28.0,1995,14.4,1.88,1.11,0.83,0.83,0.21,0.97,2.50,38.9,1.53,0.90,0.28,0.63,0.56,2.43,1.94,0.00
Diego Demme,GER,MF,Napoli,32.0,1991,0.8,1.25,1.25,0.00,1.25,0.00,0.00,1.25,0.0,1.25,0.00,0.00,0.00,0.00,1.25,0.00,0.00
Leander Dendoncker,BEL,MF,Napoli,29.0,1995,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.33,3.33,0.00,0.00,0.00,0.00,0.00
Mattia Destro,ITA,FW,Empoli,33.0,1991,3.3,0.30,0.00,0.00,0.30,0.00,0.30,0.30,100.0,0.00,0.30,0.00,0.30,0.61,0.91,0.91,0.00
Federico Di Francesco,ITA,FW,Lecce,29.0,1994,0.2,5.00,0.00,0.00,5.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00
Michele Di Gregorio,ITA,GK,Monza,26.0,1997,29.9,0.03,0.00,0.03,0.00,0.00,0.03,0.13,25.0,0.10,0.00,0.00,0.00,0.03,0.07,0.33,0.07
Giovanni Di Lorenzo,ITA,DF,Napoli,30.0,1993,33.0,1.52,0.94,0.76,0.61,0.15,0.91,1.94,46.9,1.03,1.21,0.39,0.82,0.64,2.15,1.27,0.00
Alessandro Di Pardo,ITA,DF,Cagliari,24.0,1999,4.0,1.00,0.25,0.75,0.00,0.25,0.00,0.75,0.0,0.75,2.25,0.50,1.75,1.25,2.25,1.75,0.00
Boulaye Dia,SEN,FW,Salernitana,27.0,1996,12.7,0.31,0.16,0.16,0.16,0.00,0.08,0.24,33.3,0.16,0.39,0.00,0.39,0.24,0.55,0.55,0.00
Federico Dimarco,ITA,DF,Inter,26.0,1997,20.8,1.78,1.11,0.67,0.67,0.43,0.72,1.44,50.0,0.72,0.87,0.14,0.72,0.38,2.16,1.59,0.05
Koffi Djidji,CIV,DF,Torino,31.0,1992,8.4,1.67,1.07,1.07,0.60,0.00,0.36,0.48,75.0,0.12,1.19,0.60,0.60,1.19,2.86,2.38,0.00
Berat Djimsiti,ALB,DF,Atalanta,31.0,1993,29.2,1.30,0.72,0.89,0.41,0.00,0.55,0.89,61.5,0.34,1.78,1.10,0.68,1.64,2.95,3.12,0.00
Dodô,BRA,DF,Fiorentina,25.0,1998,3.8,1.05,0.79,0.26,0.79,0.00,0.53,1.32,40.0,0.79,0.53,0.00,0.53,1.05,2.11,1.84,0.00
Josh Doig,SCO,DF,Hellas Verona,21.0,2002,9.2,1.74,0.98,0.98,0.76,0.00,1.41,1.85,76.5,0.43,1.30,0.33,0.98,0.43,2.17,1.85,0.11
Josh Doig,SCO,DF,Sassuolo,21.0,2002,11.1,1.80,1.26,1.17,0.63,0.00,0.99,1.98,50.0,0.99,2.25,0.81,1.44,1.08,2.88,2.16,0.00
Nicolás Domínguez,ARG,MF,Bologna,25.0,1998,1.1,0.91,0.00,0.91,0.00,0.00,0.00,1.82,0.0,1.82,2.73,0.00,2.73,0.00,0.91,1.82,0.00
Giulio Donati,ITA,DF,Monza,34.0,1990,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Patrick Dorgu,DEN,DF,Lecce,19.0,2004,14.4,2.50,1.32,1.39,0.90,0.21,1.25,2.01,62.1,0.76,0.97,0.21,0.76,0.63,3.13,2.71,0.14
Alberto Dossena,ITA,DF,Cagliari,25.0,1998,30.2,1.79,1.13,1.39,0.40,0.00,1.03,1.56,66.0,0.53,1.62,0.89,0.73,1.32,3.11,5.17,0.07
Radu Drăgușin,ROU,DF,Genoa,22.0,2002,19.0,0.84,0.58,0.47,0.32,0.05,0.42,0.47,88.9,0.05,0.95,0.63,0.32,1.11,1.95,4.58,0.16
Ondrej Duda,SVK,MF,Hellas Verona,29.0,1994,24.3,2.22,1.40,0.66,1.32,0.25,1.15,1.98,58.3,0.82,1.07,0.41,0.66,0.82,3.05,0.82,0.00
Denzel Dumfries,NED,DF,Inter,28.0,1996,16.6,1.14,0.72,0.42,0.60,0.12,0.42,1.20,35.0,0.78,0.90,0.36,0.54,0.66,1.81,1.87,0.00
Alfred Duncan,GHA,MF,Fiorentina,31.0,1993,19.3,1.66,1.04,0.62,0.73,0.31,0.67,1.61,41.9,0.93,1.24,0.26,0.98,0.52,2.18,0.62,0.00
Paulo Dybala,ARG,FW,Roma,30.0,1993,20.0,0.95,0.65,0.15,0.35,0.45,0.05,0.70,7.1,0.65,0.60,0.00,0.60,0.15,1.10,0.25,0.00
Festy Ebosele,IRL,DF,Udinese,21.0,2002,18.1,1.82,1.10,1.27,0.50,0.06,1.16,1.93,60.0,0.77,1.71,0.06,1.66,0.39,2.21,1.49,0.00
Enzo Ebosse,CMR,DF,Udinese,25.0,1999,0.1,10.0,10.0,10.0,0.00,0.00,0.00,10.0,0.0,10.0,0.00,0.00,0.00,10.0,20.0,0.00,0.00
Tyronne Ebuehi,NGA,DF,Empoli,28.0,1995,12.2,1.15,0.74,0.74,0.41,0.00,0.57,0.90,63.6,0.33,0.74,0.33,0.41,0.49,1.64,2.21,0.08
Éderson,BRA,MF,Atalanta,24.0,1999,28.9,2.70,1.56,1.28,1.18,0.24,1.45,2.11,68.9,0.66,1.52,0.28,1.25,1.31,4.01,1.14,0.03
Kingsley Ehizibue,NED,DF,Udinese,28.0,1995,7.8,1.92,1.41,1.41,0.38,0.13,1.03,1.54,66.7,0.51,1.92,0.38,1.54,0.77,2.69,3.72,0.00
Emmanuel Ekong,SWE,FW,Empoli,21.0,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Caleb Ekuban,GHA,FW,Genoa,30.0,1994,10.2,0.69,0.39,0.20,0.29,0.20,0.39,0.69,57.1,0.29,1.08,0.29,0.78,0.10,0.78,0.59,0.00
Elif Elmas,MKD,FW,Napoli,24.0,1999,3.8,1.05,0.79,0.26,0.79,0.00,0.53,0.53,100.0,0.00,0.53,0.00,0.53,0.53,1.58,2.11,0.00
Martin Erlic,CRO,DF,Sassuolo,26.0,1998,25.9,1.31,0.73,0.93,0.31,0.08,0.77,1.16,66.7,0.39,1.12,0.62,0.50,0.93,2.24,4.48,0.04
Giovanni Fabbian,ITA,MF,Bologna,21.0,2003,10.0,1.40,0.70,0.70,0.70,0.00,0.60,1.10,54.5,0.50,0.40,0.20,0.20,0.70,2.10,1.00,0.00
Nicolò Fagioli,ITA,MF,Juventus,23.0,2001,3.8,1.05,0.53,0.26,0.53,0.26,0.53,1.32,40.0,0.79,0.79,0.00,0.79,0.79,1.84,0.00,0.00
Wladimiro Falcone,ITA,GK,Lecce,29.0,1995,34.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.03,0.00,0.03,0.03,0.03,0.53,0.06
Davide Faraoni,ITA,DF,Hellas Verona,32.0,1991,6.7,1.94,1.49,0.75,0.90,0.30,1.04,1.49,70.0,0.45,1.34,0.75,0.60,0.90,2.84,3.13,0.00
Davide Faraoni,ITA,DF,Fiorentina,32.0,1991,3.3,2.73,1.21,1.52,0.61,0.61,1.52,3.33,45.5,1.82,0.61,0.30,0.30,1.52,4.24,3.33,0.00
Federico Fazio,ARG,DF,Salernitana,37.0,1987,12.3,1.06,0.73,0.89,0.16,0.00,0.33,0.81,40.0,0.49,1.30,1.06,0.24,0.89,1.95,6.50,0.08
Jacopo Fazzini,ITA,MF,Empoli,21.0,2003,12.0,3.92,2.00,2.25,1.08,0.58,2.50,4.17,60.0,1.67,1.58,0.17,1.42,0.83,4.75,1.42,0.00
Lewis Ferguson,SCO,MF,Bologna,24.0,1999,30.1,1.23,0.70,0.53,0.56,0.13,0.53,1.23,43.2,0.70,0.83,0.27,0.56,0.56,1.79,0.90,0.03
João Ferreira,POR,DF,Udinese,23.0,2001,18.8,2.82,2.02,1.81,0.80,0.21,1.65,2.77,59.6,1.12,1.22,0.27,0.96,1.54,4.36,4.52,0.00
Seydou Fini,ITA,DF,Genoa,17.0,2006,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alessandro Florenzi,ITA,DF,Milan,33.0,1991,16.3,2.52,1.23,1.53,0.74,0.25,1.53,2.88,53.2,1.35,0.86,0.49,0.37,1.04,3.56,1.35,0.06
Michael Folorunsho,ITA,MF,Hellas Verona,26.0,1998,29.1,1.65,0.96,0.65,0.76,0.24,0.76,1.92,39.3,1.17,1.55,0.41,1.13,0.58,2.23,1.48,0.07
Davide Frattesi,ITA,MF,Inter,24.0,1999,7.9,0.63,0.25,0.25,0.38,0.00,0.13,0.38,33.3,0.25,0.63,0.13,0.51,0.51,1.14,2.03,0.00
Morten Frendrup,DEN,MF,Genoa,23.0,2001,31.0,4.13,2.26,1.45,2.19,0.48,1.71,2.71,63.1,1.00,1.68,0.39,1.29,1.42,5.55,1.16,0.03
Remo Freuler,SUI,MF,Bologna,32.0,1992,26.4,2.61,1.63,1.36,1.06,0.19,1.29,2.42,53.1,1.14,1.25,0.30,0.95,1.29,3.90,1.82,0.08
Matteo Gabbia,ITA,DF,Milan,24.0,1999,12.0,1.92,1.50,1.08,0.75,0.08,1.33,1.75,76.2,0.42,0.75,0.42,0.33,0.83,2.75,3.50,0.00
Gianluca Gaetano,ITA,FW,Cagliari,23.0,2000,7.1,0.99,0.56,0.00,0.56,0.42,0.28,0.85,33.3,0.56,0.42,0.00,0.42,0.42,1.41,0.56,0.00
Gianluca Gaetano,ITA,MF,Napoli,23.0,2000,1.8,2.22,0.56,0.00,2.22,0.00,1.11,2.22,50.0,1.11,2.78,1.11,1.67,0.56,2.78,2.22,0.00
Roberto Gagliardini,ITA,MF,Monza,30.0,1994,24.7,2.39,1.17,1.09,0.97,0.32,1.21,1.98,61.2,0.77,1.21,0.45,0.77,1.26,3.64,1.54,0.00
Pablo Galdames Millán,CHI,MF,Genoa,27.0,1996,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,10.0,0.00,10.0,0.00,0.00,0.00,0.00
Antonino Gallo,ITA,DF,Lecce,24.0,2000,24.0,1.54,1.00,1.13,0.38,0.04,1.17,1.83,63.6,0.67,1.29,0.33,0.96,1.00,2.54,2.58,0.00
Luca Garritano,ITA,MF,Frosinone,30.0,1994,5.4,1.85,0.93,1.30,0.37,0.19,0.93,2.78,33.3,1.85,2.41,0.00,2.41,0.74,2.59,1.48,0.19
Federico Gatti,ITA,DF,Juventus,25.0,1998,26.7,1.09,0.64,0.52,0.52,0.04,0.60,0.79,76.2,0.19,0.75,0.41,0.34,0.71,1.80,3.15,0.04
Francesco Gelli,ITA,MF,Frosinone,27.0,1996,16.4,1.10,0.73,0.49,0.18,0.43,0.61,1.34,45.5,0.73,1.16,0.18,0.98,0.67,1.77,1.59,0.06
Luca Gemello,ITA,GK,Torino,23.0,2000,1.0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.0,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
Valentin Gendrey,FRA,DF,Lecce,23.0,2000,30.5,1.74,1.05,1.08,0.52,0.13,0.92,1.34,68.3,0.43,1.08,0.20,0.89,1.11,2.85,3.15,0.00
Farés Ghedjemis,FRA,FW,Frosinone,21.0,2002,2.0,1.00,0.00,0.50,0.00,0.50,0.00,1.00,0.0,1.00,0.50,0.00,0.50,0.50,1.50,1.00,0.00
Lautaro Gianetti,ARG,DF,Udinese,30.0,1993,7.0,1.29,0.57,1.00,0.29,0.00,0.57,0.71,80.0,0.14,1.43,0.86,0.57,2.71,4.00,5.57,0.00
Mario Gila,ESP,DF,Lazio,23.0,2000,18.2,1.54,0.66,1.10,0.38,0.05,0.88,1.54,57.1,0.66,1.21,0.66,0.55,0.93,2.47,3.46,0.00
Gvidas Gineitis,LTU,MF,Torino,20.0,2004,6.0,1.83,1.17,0.50,1.33,0.00,0.67,1.17,57.1,0.50,1.67,0.67,1.00,0.67,2.50,1.50,0.17
Olivier Giroud,FRA,FW,Milan,37.0,1986,23.7,0.59,0.34,0.21,0.21,0.17,0.04,0.51,8.3,0.46,0.59,0.13,0.46,0.21,0.80,0.93,0.00
Edoardo Goldaniga,ITA,DF,Cagliari,30.0,1993,11.2,1.07,0.63,0.80,0.27,0.00,0.36,0.89,40.0,0.54,0.98,0.63,0.36,1.34,2.41,3.30,0.09
Pierluigi Gollini,ITA,GK,Napoli,29.0,1995,7.0,0.14,0.14,0.14,0.00,0.00,0.14,0.14,100.0,0.00,0.00,0.00,0.00,0.14,0.29,0.29,0.00
Papu Gómez,ARG,MF,Monza,36.0,1988,0.5,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.0,4.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00
Iron Gomis,FRA,MF,Salernitana,24.0,1999,1.5,2.67,0.67,1.33,1.33,0.00,0.00,0.67,0.0,0.67,1.33,0.00,1.33,1.33,4.00,1.33,0.00
Joan Gonzàlez,ESP,MF,Lecce,22.0,2002,13.1,1.98,1.22,0.99,0.76,0.23,0.99,1.68,59.1,0.69,1.22,0.15,1.07,0.31,2.29,0.53,0.00
Nicolás González,ARG,FW,Fiorentina,26.0,1998,17.9,1.34,0.95,0.67,0.39,0.28,0.39,1.23,31.8,0.84,1.17,0.06,1.12,0.56,1.90,0.39,0.00
Alberto Grassi,ITA,MF,Empoli,29.0,1995,18.6,1.29,0.75,0.48,0.59,0.22,0.48,1.24,39.1,0.75,1.29,0.59,0.70,2.10,3.39,1.94,0.00
Mattéo Guendouzi,FRA,MF,Lazio,25.0,1999,23.9,1.30,0.54,0.38,0.75,0.17,0.84,1.97,42.6,1.13,0.92,0.25,0.67,0.79,2.09,0.96,0.04
Axel Guessand,FRA,DF,Udinese,19.0,2004,0.5,2.00,2.00,0.00,2.00,0.00,2.00,2.00,100.0,0.00,2.00,0.00,2.00,0.00,2.00,0.00,0.00
Albert Guðmundsson,ISL,FW,Genoa,26.0,1997,31.4,0.70,0.32,0.22,0.32,0.16,0.35,1.37,25.6,1.02,0.48,0.06,0.41,0.35,1.05,0.35,0.00
Emmanuel Gyasi,GHA,DF,Empoli,30.0,1994,17.4,1.67,0.86,0.75,0.75,0.17,0.69,1.44,48.0,0.75,1.55,0.63,0.92,0.29,1.95,1.32,0.06
Norbert Gyömbér,SVK,DF,Salernitana,31.0,1992,18.7,1.93,0.96,1.60,0.32,0.00,1.07,1.34,80.0,0.27,1.71,1.18,0.53,1.23,3.16,4.06,0.11
Nicolas Haas,SUI,MF,Empoli,28.0,1996,1.0,5.00,3.00,1.00,2.00,2.00,3.00,3.00,100.0,0.00,1.00,0.00,1.00,1.00,6.00,1.00,0.00
Ridgeciano Haps,SUR,DF,Genoa,30.0,1993,8.4,0.83,0.71,0.36,0.24,0.24,0.60,0.95,62.5,0.36,0.36,0.00,0.36,0.71,1.55,1.31,0.12
Abdou Harroui,NED,MF,Frosinone,26.0,1998,9.4,1.81,0.85,0.74,1.06,0.00,0.74,1.60,46.7,0.85,1.70,0.32,1.38,0.32,2.13,0.64,0.00
Hans Hateboer,NED,DF,Atalanta,30.0,1994,9.3,1.08,0.54,0.75,0.22,0.11,0.32,1.08,30.0,0.75,1.83,0.43,1.40,0.22,1.29,1.83,0.00
Pantelis Hatzidiakos,GRE,DF,Cagliari,27.0,1997,9.5,2.32,1.05,1.26,1.05,0.00,1.05,1.79,58.8,0.74,1.47,0.53,0.95,1.37,3.68,3.16,0.11
Silvan Hefti,SUI,MF,Genoa,26.0,1997,1.3,4.62,0.77,1.54,2.31,0.77,3.08,5.38,57.1,2.31,1.54,0.00,1.54,0.00,4.62,0.77,0.00
Liam Henderson,SCO,MF,Empoli,28.0,1996,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Matheus Henrique,BRA,MF,Sassuolo,26.0,1997,24.9,1.49,1.04,0.72,0.64,0.12,0.68,1.65,41.5,0.96,0.60,0.32,0.28,0.88,2.37,1.12,0.20
Thomas Henry,FRA,FW,Hellas Verona,29.0,1994,3.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1.35,0.00
Theo Hernández,FRA,DF,Milan,26.0,1997,28.8,0.97,0.52,0.59,0.38,0.00,0.38,0.73,52.4,0.35,1.08,0.45,0.63,0.73,1.70,1.39,0.03
Isak Hien,SWE,DF,Hellas Verona,25.0,1999,9.6,1.77,1.04,1.04,0.73,0.00,1.04,1.98,52.6,0.94,1.25,0.52,0.73,0.73,2.50,3.44,0.10
Isak Hien,SWE,DF,Atalanta,25.0,1999,6.1,2.13,1.31,0.82,1.31,0.00,0.66,1.31,50.0,0.66,1.48,0.82,0.66,1.31,3.44,2.79,0.00
Emil Holm,SWE,DF,Atalanta,23.0,2000,9.2,2.61,1.74,1.74,0.65,0.22,1.52,3.70,41.2,2.17,2.50,0.33,2.17,0.76,3.37,2.39,0.00
Martin Hongla,CMR,MF,Hellas Verona,26.0,1998,12.0,2.00,1.08,0.75,1.08,0.17,0.67,0.92,72.7,0.25,0.67,0.25,0.42,0.58,2.58,2.00,0.00
Sydney van Hooijdonk,NED,FW,Bologna,24.0,2000,2.4,1.25,0.00,0.00,0.83,0.42,0.42,0.83,50.0,0.42,0.42,0.42,0.00,0.42,1.67,1.67,0.00
Dean Huijsen,ESP,DF,Roma,19.0,2005,5.7,1.75,0.88,0.88,0.88,0.00,0.18,0.70,25.0,0.53,1.23,0.70,0.53,0.70,2.46,4.56,0.35
Dean Huijsen,ESP,DF,Juventus,19.0,2005,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00
Elseid Hysaj,ALB,DF,Lazio,30.0,1994,10.0,2.00,1.10,0.70,1.00,0.30,1.30,2.10,61.9,0.80,1.40,0.50,0.90,1.10,3.10,2.70,0.00
Arijon Ibrahimović,GER,FW,Frosinone,18.0,2005,5.2,1.35,1.15,0.77,0.38,0.19,0.19,1.73,11.1,1.54,0.77,0.00,0.77,0.19,1.54,0.58,0.00
Jonathan Ikone,FRA,FW,Fiorentina,26.0,1998,16.9,1.30,0.65,0.41,0.53,0.36,0.59,1.01,58.8,0.41,0.71,0.00,0.71,0.12,1.42,0.36,0.00
Chukwubuikem Ikwuemesi,NGA,FW,Salernitana,22.0,2001,10.3,0.19,0.00,0.00,0.10,0.10,0.10,0.39,25.0,0.29,0.10,0.10,0.00,0.10,0.29,0.78,0.00
Ivan Ilić,SRB,MF,Torino,23.0,2001,19.3,0.93,0.31,0.36,0.41,0.16,0.52,1.14,45.5,0.62,0.93,0.31,0.62,0.83,1.76,1.35,0.00
Samuel Iling-Junior,ENG,DF,Juventus,20.0,2003,6.5,3.08,1.69,1.23,1.38,0.46,1.38,2.15,64.3,0.77,1.85,0.31,1.54,0.62,3.69,2.15,0.00
Ciro Immobile,ITA,FW,Lazio,34.0,1990,16.7,0.54,0.42,0.06,0.30,0.18,0.18,0.84,21.4,0.66,0.42,0.18,0.24,0.30,0.84,0.60,0.00
Gino Infantino,ARG,MF,Fiorentina,20.0,2003,0.9,1.11,1.11,0.00,1.11,0.00,0.00,1.11,0.0,1.11,3.33,0.00,3.33,1.11,2.22,1.11,0.00
Gustav Isaksen,DEN,FW,Lazio,23.0,2001,11.9,0.34,0.25,0.17,0.08,0.08,0.08,0.76,11.1,0.67,0.92,0.08,0.84,0.34,0.67,0.34,0.00
Ardian Ismajli,ALB,DF,Empoli,27.0,1996,18.7,1.28,0.80,0.86,0.32,0.11,0.91,1.07,85.0,0.16,1.28,0.80,0.48,1.02,2.30,5.78,0.05
Armando Izzo,ITA,DF,Monza,32.0,1992,14.8,1.49,1.01,0.95,0.54,0.00,0.81,1.49,54.5,0.68,1.01,0.81,0.20,1.55,3.04,2.84,0.07
Filip Jagiełło,POL,MF,Genoa,26.0,1997,0.4,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.0,2.50,2.50,2.50,0.00,2.50,2.50,0.00,0.00
Jakub Jankto,CZE,MF,Cagliari,28.0,1996,9.7,1.24,0.93,0.93,0.10,0.21,0.82,2.06,40.0,1.24,0.52,0.10,0.41,0.52,1.75,2.06,0.00
Juan Jesus,BRA,DF,Napoli,32.0,1991,21.5,1.77,0.79,1.26,0.42,0.09,1.02,1.44,71.0,0.42,0.98,0.56,0.42,0.98,2.74,3.02,0.05
Alejandro Jiménez,ESP,DF,Milan,18.0,2005,0.8,2.50,1.25,2.50,0.00,0.00,2.50,6.25,40.0,3.75,0.00,0.00,0.00,0.00,2.50,5.00,0.00
Kaio Jorge,BRA,FW,Frosinone,22.0,2002,8.8,0.68,0.45,0.00,0.11,0.57,0.34,0.45,75.0,0.11,0.68,0.00,0.68,0.11,0.80,0.00,0.00
Luka Jović,SRB,FW,Milan,26.0,1997,8.7,0.69,0.46,0.00,0.34,0.34,0.46,0.69,66.7,0.23,0.34,0.00,0.34,0.11,0.80,1.03,0.00
Hamed Junior Traorè,CIV,MF,Napoli,24.0,2000,3.9,0.51,0.26,0.00,0.00,0.51,0.00,0.77,0.0,0.77,0.77,0.00,0.77,0.51,1.03,0.26,0.26
Mohamed Kaba,FRA,MF,Lecce,22.0,2001,15.3,2.55,1.50,0.98,1.05,0.52,1.11,2.22,50.0,1.11,1.44,0.26,1.18,0.78,3.33,0.85,0.00
Christian Kabasele,BEL,DF,Udinese,33.0,1991,9.6,1.04,0.73,0.42,0.52,0.10,0.21,1.15,18.2,0.94,1.56,0.94,0.63,1.25,2.29,5.83,0.00
Yayah Kallon,SLE,FW,Hellas Verona,22.0,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Pierre Kalulu,FRA,DF,Milan,23.0,2000,2.0,2.00,0.00,1.00,1.00,0.00,0.00,0.50,0.0,0.50,1.50,1.00,0.50,0.50,2.50,3.50,0.50
Daichi Kamada,JPN,MF,Lazio,27.0,1996,13.7,3.14,2.04,1.39,1.17,0.58,1.61,3.14,51.2,1.53,1.31,0.29,1.02,1.02,4.16,0.44,0.00
Hassane Kamara,CIV,DF,Udinese,30.0,1994,20.9,1.67,1.15,1.00,0.43,0.24,0.91,1.48,61.3,0.57,1.20,0.10,1.10,1.20,2.87,2.87,0.00
Yann Karamoh,FRA,MF,Torino,25.0,1998,1.8,0.56,0.00,0.00,0.00,0.56,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.56,0.56,0.00
Jesper Karlsson,SWE,FW,Bologna,25.0,1998,3.6,0.83,0.83,0.56,0.28,0.00,0.56,2.22,25.0,1.67,1.11,0.00,1.11,0.83,1.67,0.28,0.00
Rick Karsdorp,NED,DF,Roma,29.0,1995,13.2,1.89,1.36,0.83,0.61,0.45,1.21,1.82,66.7,0.61,0.98,0.30,0.68,0.68,2.58,1.21,0.00
Grigoris Kastanos,CYP,MF,Salernitana,26.0,1998,14.7,1.36,0.82,0.48,0.48,0.41,0.48,1.09,43.8,0.61,0.75,0.20,0.54,0.54,1.90,0.34,0.00
Michael Kayode,ITA,DF,Fiorentina,19.0,2004,21.0,2.33,1.33,1.14,0.71,0.48,1.52,2.14,71.1,0.62,1.14,0.57,0.57,0.76,3.10,1.86,0.10
Moise Kean,ITA,FW,Juventus,24.0,2000,6.6,1.06,0.61,0.45,0.30,0.30,0.15,0.30,50.0,0.15,0.30,0.15,0.15,0.30,1.36,0.76,0.00
Simon Kjær,DEN,DF,Milan,35.0,1989,13.0,1.77,1.15,0.77,0.85,0.15,1.08,1.69,63.6,0.62,1.69,1.23,0.46,1.08,2.85,3.54,0.15
Davy Klaassen,NED,MF,Inter,31.0,1993,1.8,2.22,1.11,0.00,2.22,0.00,0.56,0.56,100.0,0.00,2.22,0.00,2.22,1.11,3.33,2.22,0.00
Sead Kolašinac,BIH,DF,Atalanta,30.0,1993,24.2,1.82,1.32,0.95,0.79,0.08,1.24,2.02,61.2,0.79,0.91,0.37,0.54,0.87,2.69,1.94,0.00
Teun Koopmeiners,NED,MF,Atalanta,26.0,1998,25.7,1.40,0.86,0.47,0.78,0.16,0.66,1.91,34.7,1.25,1.25,0.12,1.13,0.35,1.75,1.21,0.00
Filip Kostić,SRB,DF,Juventus,31.0,1992,19.3,1.92,1.19,1.04,0.67,0.21,0.88,1.66,53.1,0.78,1.40,0.41,0.98,0.47,2.38,2.02,0.00
