Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Shiō Fukuda,JPN,MF,M'Gladbach,20.0,2004,0.3,3.33,0.00,3.33,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00
Niclas Füllkrug,GER,FW,Werder Bremen,31.0,1993,2.0,0.50,0.50,0.00,0.50,0.00,0.50,0.50,100.0,0.00,1.00,0.50,0.50,0.00,0.50,0.50,0.00
Niclas Füllkrug,GER,FW,Dortmund,31.0,1993,23.9,0.29,0.08,0.04,0.25,0.00,0.08,0.33,25.0,0.25,0.71,0.17,0.54,0.08,0.38,1.00,0.00
Cristian Gamboa,CRC,DF,Bochum,34.0,1989,13.0,1.77,1.31,0.85,0.85,0.08,1.00,2.46,40.6,1.46,1.38,0.46,0.92,1.15,2.92,2.54,0.08
Dennis Geiger,GER,MF,Hoffenheim,25.0,1998,0.7,1.43,0.00,1.43,0.00,0.00,0.00,0.00,,0.00,1.43,1.43,0.00,0.00,1.43,0.00,0.00
Yannick Gerhardt,GER,MF,Wolfsburg,30.0,1994,17.1,1.81,1.17,0.94,0.70,0.18,0.53,1.87,28.1,1.35,0.88,0.12,0.76,0.41,2.22,1.87,0.00
Anwar El Ghazi,NED,MF,Mainz 05,29.0,1995,0.6,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.0,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Benedikt Gimber,GER,DF,Heidenheim,27.0,1997,19.5,1.85,1.18,1.13,0.67,0.05,0.87,1.59,54.8,0.72,1.23,0.77,0.46,0.77,2.62,4.36,0.05
Matthias Ginter,GER,DF,Freiburg,30.0,1994,21.3,1.36,0.70,0.89,0.42,0.05,0.75,1.36,55.2,0.61,1.88,1.22,0.66,0.75,2.11,4.37,0.00
Klaus Gjasula,ALB,DF,Darmstadt 98,34.0,1989,13.7,2.92,1.46,1.24,1.61,0.07,1.17,1.90,61.5,0.73,1.90,1.02,0.88,1.09,4.01,2.99,0.15
Serge Gnabry,GER,FW,Bayern Munich,28.0,1995,4.1,1.95,1.22,0.00,1.22,0.73,0.49,2.93,16.7,2.44,1.22,0.00,1.22,0.73,2.68,0.49,0.00
Leon Goretzka,GER,MF,Bayern Munich,29.0,1995,22.3,1.61,0.90,0.76,0.58,0.27,0.99,2.11,46.8,1.12,1.61,0.31,1.30,1.21,2.83,1.79,0.04
Robin Gosens,GER,DF,Union Berlin,29.0,1994,22.4,2.32,1.65,0.94,1.07,0.31,1.21,1.83,65.9,0.63,1.96,0.36,1.61,1.56,3.88,2.90,0.00
Mario Götze,GER,MF,Eint Frankfurt,31.0,1992,20.0,1.90,1.30,0.70,0.85,0.35,1.05,2.60,40.4,1.55,0.90,0.15,0.75,0.40,2.30,0.50,0.00
Jeffrey Gouweleeuw,NED,DF,Augsburg,32.0,1991,25.8,1.20,0.81,0.47,0.66,0.08,0.58,0.93,62.5,0.35,1.51,0.81,0.70,1.24,2.44,3.88,0.00
Jens Grahl,GER,GK,Eint Frankfurt,35.0,1988,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00
Ryan Gravenberch,NED,FW,Bayern Munich,21.0,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Michael Gregoritsch,AUT,FW,Freiburg,30.0,1994,16.5,0.79,0.61,0.36,0.30,0.12,0.06,0.73,8.3,0.67,0.97,0.24,0.73,0.55,1.33,1.52,0.00
Vincenzo Grifo,ITA,MF,Freiburg,31.0,1993,22.9,1.09,0.74,0.48,0.39,0.22,0.57,1.22,46.4,0.66,0.74,0.00,0.74,0.52,1.62,0.74,0.00
Florian Grillitsch,AUT,DF,Hoffenheim,28.0,1995,22.5,2.04,1.07,1.20,0.71,0.13,0.76,1.96,38.6,1.20,1.56,0.80,0.76,1.96,4.00,3.78,0.09
Álex Grimaldo,ESP,DF,Leverkusen,28.0,1995,30.0,1.47,0.80,0.83,0.33,0.30,1.00,1.83,54.5,0.83,1.03,0.23,0.80,0.73,2.20,1.37,0.00
Christian Groß,GER,DF,Werder Bremen,35.0,1989,8.6,2.09,1.51,1.05,0.93,0.12,1.05,2.44,42.9,1.40,1.98,0.70,1.28,1.51,3.60,3.14,0.12
Brajan Gruda,GER,MF,Mainz 05,19.0,2004,16.3,1.23,0.80,0.25,0.61,0.37,0.80,1.41,56.5,0.61,0.86,0.00,0.86,0.31,1.53,0.25,0.00
Ilia Gruev,BUL,MF,Werder Bremen,23.0,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Raphaël Guerreiro,POR,DF,Bayern Munich,30.0,1993,13.1,1.45,1.22,0.46,0.69,0.31,0.69,1.15,60.0,0.46,0.46,0.00,0.46,1.15,2.60,0.38,0.08
Josuha Guilavogui,FRA,DF,Mainz 05,33.0,1990,4.5,3.33,2.22,2.22,1.11,0.00,1.33,1.56,85.7,0.22,2.89,1.56,1.33,2.89,6.22,4.67,0.00
Serhou Guirassy,GUI,FW,Stuttgart,28.0,1996,21.6,0.23,0.14,0.05,0.19,0.00,0.05,0.19,25.0,0.14,0.37,0.05,0.32,0.23,0.46,1.11,0.00
Péter Gulácsi,HUN,GK,RB Leipzig,33.0,1990,11.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.09
Manuel Gulde,GER,DF,Freiburg,33.0,1991,21.1,1.66,1.04,1.00,0.62,0.05,0.76,1.04,72.7,0.28,1.09,0.66,0.43,1.09,2.75,3.70,0.00
Robert Gumny,POL,DF,Augsburg,25.0,1998,5.3,1.13,0.94,0.19,0.57,0.38,0.19,0.94,20.0,0.75,2.45,0.94,1.51,1.32,2.45,2.83,0.00
Christian Günter,GER,DF,Freiburg,31.0,1993,9.4,1.70,0.96,0.85,0.85,0.00,0.43,1.17,36.4,0.74,0.85,0.32,0.53,0.21,1.91,1.49,0.00
Janik Haberer,GER,MF,Union Berlin,30.0,1994,12.8,2.73,1.80,1.25,1.02,0.47,1.64,3.44,47.7,1.80,1.56,0.23,1.33,0.86,3.59,1.25,0.00
Robin Hack,GER,FW,M'Gladbach,25.0,1998,13.0,0.92,0.46,0.46,0.38,0.08,0.08,1.00,7.7,0.92,1.15,0.00,1.15,1.00,1.92,1.46,0.00
Amadou Haidara,MLI,MF,RB Leipzig,26.0,1998,14.2,2.68,1.69,1.48,1.06,0.14,1.48,2.54,58.3,1.06,1.48,0.14,1.34,1.41,4.08,1.76,0.00
Sébastien Haller,CIV,FW,Dortmund,29.0,1994,4.4,0.23,0.00,0.00,0.23,0.00,0.23,0.23,100.0,0.00,0.91,0.23,0.68,0.00,0.23,1.59,0.00
Andreas Hanche-Olsen,NOR,DF,Mainz 05,27.0,1997,8.0,1.88,1.13,1.00,0.63,0.25,0.88,1.25,70.0,0.38,0.50,0.25,0.25,0.88,2.75,3.75,0.00
Isak Hansen-Aarøen,NOR,MF,Werder Bremen,19.0,2004,0.3,,0.00,,,,,,,,,,,0.00,,,
Genki Haraguchi,JPN,MF,Stuttgart,32.0,1991,0.2,5.00,5.00,5.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00
Makoto Hasebe,JPN,DF,Eint Frankfurt,40.0,1984,2.4,1.67,0.83,0.83,0.83,0.00,1.25,2.50,50.0,1.25,0.83,0.42,0.42,0.83,2.50,2.08,0.00
Thorgan Hazard,BEL,DF,Dortmund,31.0,1993,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dominique Heintz,GER,DF,Köln,30.0,1993,4.8,2.50,1.04,1.25,1.25,0.00,1.67,2.50,66.7,0.83,1.25,0.21,1.04,0.63,3.13,4.58,0.00
Benjamin Henrichs,GER,DF,RB Leipzig,27.0,1997,25.1,2.47,1.39,1.16,0.96,0.36,0.92,1.95,46.9,1.04,1.79,0.12,1.67,1.20,3.67,1.16,0.00
Patrick Herrmann,GER,DF,M'Gladbach,33.0,1991,0.8,3.75,3.75,1.25,1.25,1.25,1.25,1.25,100.0,0.00,1.25,0.00,1.25,1.25,5.00,1.25,0.00
Piero Hincapié,ECU,DF,Leverkusen,22.0,2002,15.9,2.01,1.32,0.69,1.07,0.25,0.69,0.94,73.3,0.25,1.01,0.44,0.57,0.82,2.83,2.26,0.00
Adam Hložek,CZE,MF,Leverkusen,21.0,2002,4.1,2.20,0.98,0.49,0.73,0.98,0.73,1.71,42.9,0.98,0.24,0.00,0.24,0.49,2.68,0.00,0.00
Nicolas Höfler,GER,MF,Freiburg,34.0,1990,24.0,2.50,1.54,1.46,0.79,0.25,0.88,1.92,45.7,1.04,1.17,0.63,0.54,1.29,3.79,1.88,0.00
Jonas Hofmann,GER,MF,Leverkusen,31.0,1992,22.2,0.90,0.63,0.27,0.41,0.23,0.45,1.04,43.5,0.59,0.81,0.00,0.81,0.36,1.26,0.23,0.00
Philipp Hofmann,GER,FW,Bochum,31.0,1993,14.9,0.54,0.20,0.13,0.34,0.07,0.27,0.40,66.7,0.13,0.54,0.00,0.54,0.27,0.81,1.07,0.00
Lucas Höler,GER,FW,Freiburg,29.0,1994,23.8,1.18,0.88,0.55,0.34,0.29,0.17,0.92,18.2,0.76,0.76,0.17,0.59,0.59,1.76,1.34,0.00
Fabian Holland,GER,MF,Darmstadt 98,33.0,1990,20.4,2.30,1.27,0.88,1.03,0.39,0.98,1.81,54.1,0.83,1.08,0.59,0.49,1.18,3.48,1.42,0.00
Benedict Hollerbach,GER,FW,Union Berlin,22.0,2001,12.5,1.12,0.72,0.32,0.48,0.32,0.48,1.52,31.6,1.04,2.08,0.00,2.08,0.32,1.44,0.24,0.00
Gerrit Holtmann,PHI,MF,Darmstadt 98,29.0,1995,4.0,1.75,1.00,0.50,1.00,0.25,1.50,2.25,66.7,0.75,1.75,0.00,1.75,0.50,2.25,0.75,0.25
Franck Honorat,FRA,DF,M'Gladbach,27.0,1996,24.6,1.02,0.53,0.53,0.41,0.08,0.45,0.77,57.9,0.33,0.85,0.08,0.77,0.33,1.34,1.26,0.04
Mathias Honsak,AUT,MF,Darmstadt 98,27.0,1996,10.2,1.27,0.69,0.59,0.59,0.10,0.59,1.86,31.6,1.27,1.37,0.20,1.18,0.69,1.96,2.35,0.00
Fraser Hornby,SCO,FW,Darmstadt 98,24.0,1999,2.4,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.0,0.42,0.83,0.42,0.42,0.00,0.00,1.67,0.00
Lukáš Hrádecký,FIN,GK,Leverkusen,34.0,1989,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.0,0.03,0.03,0.00,0.03,0.00,0.00,0.30,0.07
Timo Hübers,GER,DF,Köln,27.0,1996,27.9,2.15,1.51,1.54,0.50,0.11,1.47,2.47,59.4,1.00,1.83,1.00,0.82,2.15,4.30,5.38,0.04
Mats Hummels,GER,DF,Dortmund,35.0,1988,16.6,3.01,1.99,1.93,0.72,0.36,1.75,3.01,58.0,1.27,1.93,0.60,1.33,1.99,5.00,4.76,0.00
Denis Huseinbasic,GER,MF,Köln,22.0,2001,16.1,2.05,0.93,0.99,0.68,0.37,1.12,1.74,64.3,0.62,1.55,0.06,1.49,0.68,2.73,0.75,0.00
Iago,BRA,DF,Augsburg,27.0,1997,16.0,1.69,0.94,1.00,0.50,0.19,0.81,1.81,44.8,1.00,2.06,0.38,1.69,0.88,2.56,2.50,0.00
Borja Iglesias,ESP,FW,Leverkusen,31.0,1993,2.6,0.38,0.00,0.00,0.38,0.00,0.00,0.38,0.0,0.38,0.77,0.00,0.77,0.38,0.77,0.38,0.00
Joel Imasuen,USA,FW,Werder Bremen,19.0,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Thomas Isherwood,SWE,DF,Darmstadt 98,26.0,1998,6.8,1.62,0.74,1.03,0.44,0.15,0.74,1.18,62.5,0.44,1.32,0.88,0.44,1.18,2.79,4.71,0.00
Ko Itakura,JPN,DF,M'Gladbach,27.0,1997,14.7,2.18,1.43,1.16,0.88,0.14,1.09,1.77,61.5,0.68,1.84,1.02,0.82,1.29,3.47,3.13,0.00
Hiroki Ito,JPN,DF,Stuttgart,24.0,1999,21.9,0.64,0.59,0.46,0.18,0.00,0.37,1.00,36.4,0.64,1.14,0.64,0.50,1.14,1.78,3.61,0.09
Lee Jae-sung,KOR,MF,Mainz 05,31.0,1992,20.8,1.35,0.77,0.53,0.63,0.19,0.63,1.59,39.4,0.96,0.91,0.05,0.87,1.11,2.45,1.06,0.00
Paul Jaeckel,GER,DF,Union Berlin,25.0,1998,2.5,2.80,0.80,1.60,1.20,0.00,2.00,3.20,62.5,1.20,1.20,0.80,0.40,1.60,4.40,2.80,0.00
Kristijan Jakić,CRO,MF,Augsburg,26.0,1997,10.7,2.62,1.31,1.31,0.93,0.37,1.40,2.99,46.9,1.59,1.12,0.09,1.03,1.78,4.39,1.21,0.00
Kristijan Jakić,CRO,MF,Eint Frankfurt,26.0,1997,2.2,1.36,1.36,0.45,0.91,0.00,0.45,1.36,33.3,0.91,0.45,0.00,0.45,0.91,2.27,0.91,0.00
Tony Jantschke,GER,DF,M'Gladbach,34.0,1990,0.2,5.00,5.00,5.00,0.00,0.00,5.00,5.00,100.0,0.00,10.0,10.0,0.00,5.00,10.0,15.0,0.00
Fredrik Jensen,FIN,MF,Augsburg,26.0,1997,14.9,1.54,0.74,0.60,0.54,0.40,0.94,1.88,50.0,0.94,2.01,0.07,1.95,0.81,2.35,1.41,0.00
Moritz Jenz,GER,DF,Wolfsburg,25.0,1999,17.9,1.56,1.12,0.89,0.61,0.06,0.50,0.89,56.3,0.39,1.56,0.89,0.67,1.40,2.96,5.08,0.00
Anthony Jung,GER,DF,Werder Bremen,32.0,1991,25.8,1.32,0.78,0.74,0.50,0.08,0.66,1.20,54.8,0.54,1.40,0.54,0.85,0.81,2.13,3.53,0.00
Josip Juranović,CRO,DF,Union Berlin,28.0,1995,12.2,1.64,1.15,0.90,0.57,0.16,0.82,1.56,52.6,0.74,0.98,0.25,0.74,0.90,2.54,1.89,0.08
David Jurásek,CZE,DF,Hoffenheim,23.0,2000,4.7,2.55,2.13,2.34,0.21,0.00,1.28,3.40,37.5,2.13,1.28,0.43,0.85,0.64,3.19,4.47,0.21
Julian Justvan,GER,FW,Hoffenheim,26.0,1998,0.5,2.00,0.00,2.00,0.00,0.00,2.00,4.00,50.0,2.00,2.00,0.00,2.00,0.00,2.00,0.00,0.00
Julian Justvan,GER,MF,Darmstadt 98,26.0,1998,9.2,0.98,0.43,0.22,0.65,0.11,0.33,1.74,18.8,1.41,1.20,0.22,0.98,1.09,2.07,0.43,0.00
Ozan Kabak,TUR,DF,Hoffenheim,24.0,2000,23.0,1.83,1.35,1.22,0.52,0.09,0.74,1.35,54.8,0.61,1.83,0.87,0.96,1.96,3.78,4.43,0.09
Pavel Kadeřábek,CZE,DF,Hoffenheim,32.0,1992,23.8,1.18,0.71,0.42,0.59,0.17,0.71,1.43,50.0,0.71,0.92,0.34,0.59,0.92,2.10,2.69,0.00
Florian Kainz,AUT,MF,Köln,31.0,1992,22.7,1.19,0.84,0.35,0.53,0.31,0.75,1.63,45.9,0.88,0.88,0.26,0.62,0.57,1.76,0.93,0.00
Sasa Kalajdzic,AUT,FW,Eint Frankfurt,26.0,1997,3.6,0.56,0.56,0.00,0.56,0.00,0.00,0.00,,0.00,0.56,0.56,0.00,0.56,1.11,1.67,0.00
Jakub Kamiński,POL,FW,Wolfsburg,21.0,2002,3.5,3.43,1.43,3.14,0.29,0.00,0.86,1.71,50.0,0.86,0.86,0.00,0.86,0.57,4.00,0.86,0.00
Kevin Kampl,SVN,MF,RB Leipzig,33.0,1990,14.7,1.29,0.54,0.54,0.61,0.14,0.68,1.43,47.6,0.75,1.16,0.41,0.75,0.68,1.97,0.88,0.07
Harry Kane,ENG,FW,Bayern Munich,30.0,1993,30.5,0.43,0.30,0.13,0.13,0.16,0.20,0.59,33.3,0.39,0.36,0.13,0.23,0.20,0.62,0.46,0.00
Atakan Karazor,GER,MF,Stuttgart,27.0,1996,27.4,2.52,1.50,0.80,1.35,0.36,1.02,2.12,48.3,1.09,1.28,0.26,1.02,0.95,3.47,1.53,0.00
Emir Karic,AUT,DF,Darmstadt 98,26.0,1997,17.0,2.47,1.47,1.35,0.76,0.35,1.18,1.59,74.1,0.41,2.18,0.47,1.71,0.71,3.18,2.29,0.00
Silas Katompa,COD,FW,Stuttgart,25.0,1998,9.3,0.54,0.32,0.32,0.22,0.00,0.32,1.18,27.3,0.86,0.86,0.00,0.86,0.00,0.54,0.43,0.00
Mikkel Kaufmann,DEN,FW,Union Berlin,23.0,2001,5.4,1.11,0.56,0.37,0.56,0.19,0.56,1.85,30.0,1.30,2.22,0.00,2.22,0.19,1.30,0.74,0.00
Naby Keïta,GUI,MF,Werder Bremen,29.0,1995,1.2,0.83,0.83,0.83,0.00,0.00,0.00,0.83,0.0,0.83,1.67,0.00,1.67,1.67,2.50,0.83,0.00
Yannik Keitel,GER,DF,Freiburg,24.0,2000,7.2,1.67,1.11,0.97,0.56,0.14,0.69,1.11,62.5,0.42,1.67,0.83,0.83,1.25,2.92,3.89,0.42
Thomas Keller,GER,MF,Heidenheim,24.0,1999,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Aljoscha Kemlein,GER,MF,Union Berlin,19.0,2004,0.3,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.0,10.0,3.33,0.00,3.33,0.00,0.00,0.00,0.00
Tobias Kempe,GER,MF,Darmstadt 98,34.0,1989,13.9,1.37,0.94,0.65,0.58,0.14,0.58,1.65,34.8,1.08,1.08,0.29,0.79,0.65,2.01,0.86,0.00
Rani Khedira,GER,MF,Union Berlin,30.0,1994,13.4,2.46,1.49,1.04,1.34,0.07,1.27,1.87,68.0,0.60,0.90,0.37,0.52,1.42,3.88,2.46,0.00
Luca Kilian,GER,DF,Köln,24.0,1999,7.1,2.25,1.27,2.11,0.14,0.00,1.27,1.97,64.3,0.70,1.69,0.70,0.99,0.99,3.24,3.94,0.00
Joshua Kimmich,GER,MF,Bayern Munich,29.0,1995,21.5,1.72,1.30,0.84,0.65,0.23,1.02,1.58,64.7,0.56,1.35,0.14,1.21,0.60,2.33,1.07,0.05
Christoph Klarer,AUT,DF,Darmstadt 98,23.0,2000,23.2,1.47,0.91,1.16,0.17,0.13,0.99,1.47,67.6,0.47,1.21,0.78,0.43,0.82,2.28,3.62,0.04
Tim Kleindienst,GER,FW,Heidenheim,28.0,1995,29.9,0.57,0.33,0.17,0.33,0.07,0.23,0.84,28.0,0.60,1.00,0.27,0.74,0.40,0.97,1.77,0.00
Lukas Klostermann,GER,DF,RB Leipzig,27.0,1996,14.1,0.99,0.64,0.50,0.43,0.07,0.28,0.92,30.8,0.64,1.49,0.71,0.78,0.78,1.77,4.18,0.07
Ansgar Knauff,GER,MF,Eint Frankfurt,22.0,2002,21.2,1.89,1.13,0.75,0.71,0.42,0.75,1.37,55.2,0.61,1.75,0.14,1.60,0.75,2.64,0.61,0.00
Robin Knoche,GER,DF,Union Berlin,31.0,1992,19.3,1.66,1.09,1.30,0.36,0.00,0.93,1.50,62.1,0.57,1.24,0.88,0.36,0.67,2.33,3.21,0.00
Gregor Kobel,SUI,GK,Dortmund,26.0,1997,24.3,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.0,0.04,0.00,0.00,0.00,0.00,0.00,0.37,0.00
Robin Koch,GER,DF,Eint Frankfurt,27.0,1996,27.4,1.20,0.77,0.84,0.36,0.00,0.58,0.88,66.7,0.29,1.09,0.80,0.29,1.06,2.26,4.53,0.07
Dominik Kohr,GER,DF,Mainz 05,30.0,1994,21.3,2.39,1.60,1.41,0.85,0.14,1.41,2.35,60.0,0.94,1.17,0.28,0.89,1.97,4.37,2.39,0.00
Randal Kolo Muani,FRA,FW,Eint Frankfurt,25.0,1998,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00
Mert Kömür,GER,MF,Augsburg,18.0,2005,0.3,3.33,3.33,3.33,0.00,0.00,3.33,10.0,33.3,6.67,0.00,0.00,0.00,0.00,3.33,3.33,0.00
Kouadio Koné,FRA,MF,M'Gladbach,22.0,2001,14.7,2.24,1.29,0.82,1.09,0.34,0.88,1.29,68.4,0.41,1.43,0.07,1.36,0.75,2.99,0.95,0.07
Odilon Kossonou,CIV,DF,Leverkusen,23.0,2001,17.4,1.55,1.09,0.57,0.63,0.34,0.75,1.26,59.1,0.52,1.44,0.11,1.32,1.55,3.10,2.01,0.06
Matej Kovar,CZE,GK,Leverkusen,23.0,2000,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dawid Kownacki,POL,FW,Werder Bremen,27.0,1997,4.0,0.25,0.25,0.25,0.00,0.00,0.25,1.00,25.0,0.75,0.50,0.25,0.25,0.00,0.25,0.25,0.00
Alex Král,CZE,MF,Union Berlin,25.0,1998,15.0,1.27,0.93,0.47,0.67,0.13,0.53,1.33,40.0,0.80,1.00,0.27,0.73,0.67,1.93,1.93,0.00
Andrej Kramarić,CRO,MF,Hoffenheim,32.0,1991,21.4,0.47,0.09,0.23,0.14,0.09,0.23,0.56,41.7,0.33,0.65,0.09,0.56,0.42,0.89,0.51,0.09
Christoph Kramer,GER,MF,M'Gladbach,33.0,1991,2.8,3.57,1.79,1.79,1.79,0.00,0.71,5.00,14.3,4.29,2.50,0.36,2.14,1.43,5.00,2.14,0.00
Frans Krätzig,GER,DF,Bayern Munich,21.0,2003,0.6,3.33,0.00,3.33,0.00,0.00,1.67,3.33,50.0,1.67,0.00,0.00,0.00,0.00,3.33,0.00,0.00
Tom Krauß,GER,MF,Mainz 05,22.0,2001,14.7,3.81,2.18,1.43,2.11,0.27,1.36,3.88,35.1,2.52,2.04,0.27,1.77,1.16,4.97,1.70,0.00
Lukas Kübler,GER,DF,Freiburg,31.0,1992,17.5,2.57,1.20,1.77,0.69,0.11,1.37,2.06,66.7,0.69,1.83,0.74,1.09,1.66,4.23,2.86,0.06
Christian Kühlwetter,GER,MF,Heidenheim,28.0,1996,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moritz-Broni Kwarteng,GHA,FW,Bochum,26.0,1998,3.1,0.97,0.00,0.00,0.97,0.00,0.32,2.26,14.3,1.94,1.29,0.00,1.29,0.65,1.61,0.00,0.00
Maxence Lacroix,FRA,DF,Wolfsburg,24.0,2000,23.2,1.72,1.03,1.03,0.65,0.04,1.08,1.47,73.5,0.39,1.42,0.52,0.91,1.03,2.76,4.74,0.00
Aïssa Laïdouni,TUN,MF,Union Berlin,27.0,1996,11.8,1.69,1.02,0.34,1.02,0.34,0.34,0.93,36.4,0.59,2.12,0.17,1.95,1.02,2.71,1.19,0.17
Konrad Laimer,AUT,DF,Bayern Munich,26.0,1997,18.5,2.70,1.73,1.14,0.97,0.59,1.14,2.32,48.8,1.19,2.16,0.32,1.84,0.92,3.62,0.70,0.05
Stefan Lainer,AUT,DF,M'Gladbach,31.0,1992,7.1,2.96,1.97,1.83,1.13,0.00,1.83,3.24,56.5,1.41,1.83,0.85,0.99,0.70,3.66,3.52,0.00
Hugo Larsson,SWE,MF,Eint Frankfurt,19.0,2004,20.4,1.52,0.83,0.83,0.49,0.20,0.74,1.32,55.6,0.59,1.67,0.34,1.32,1.42,2.94,1.42,0.05
Diogo Leite,POR,DF,Union Berlin,25.0,1999,27.3,1.72,1.17,1.03,0.51,0.18,0.84,1.76,47.9,0.92,1.50,0.70,0.81,1.68,3.41,4.80,0.04
Maxim Leitsch,GER,DF,Mainz 05,25.0,1998,4.2,1.43,0.71,1.19,0.24,0.00,0.71,1.43,50.0,0.71,0.48,0.00,0.48,0.95,2.38,3.10,0.00
Christopher Lenz,GER,DF,RB Leipzig,29.0,1994,0.4,2.50,2.50,2.50,0.00,0.00,2.50,2.50,100.0,0.00,0.00,0.00,0.00,2.50,5.00,5.00,0.00
Christopher Lenz,GER,DF,Eint Frankfurt,29.0,1994,0.1,10.0,10.0,0.00,10.0,0.00,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,10.0,10.0,0.00
Jamie Leweling,GER,FW,Stuttgart,23.0,2001,14.7,1.16,0.68,0.27,0.34,0.54,0.27,0.95,28.6,0.68,1.29,0.07,1.22,0.20,1.36,0.82,0.00
Philipp Lienhart,AUT,DF,Freiburg,27.0,1996,14.1,1.42,0.92,0.99,0.35,0.07,0.92,1.63,56.5,0.71,1.28,0.78,0.50,0.99,2.41,3.62,0.00
Matthijs de Ligt,NED,DF,Bayern Munich,24.0,1999,14.3,1.05,0.84,0.28,0.56,0.21,0.42,0.63,66.7,0.21,0.98,0.70,0.28,1.33,2.38,3.43,0.00
Jesper Lindstrøm,DEN,FW,Eint Frankfurt,24.0,2000,0.9,1.11,1.11,1.11,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,1.11,0.00,0.00
Dejan Ljubicic,AUT,MF,Köln,26.0,1997,21.8,1.88,1.24,0.92,0.78,0.18,0.87,1.88,46.3,1.01,1.01,0.09,0.92,0.83,2.71,0.50,0.00
Noah Loosli,SUI,DF,Bochum,27.0,1997,3.8,2.63,1.84,1.58,1.05,0.00,1.84,3.68,50.0,1.84,1.84,0.26,1.58,1.84,4.47,4.74,0.00
Anthony Losilla,FRA,MF,Bochum,38.0,1986,27.1,2.25,1.29,0.55,1.40,0.30,0.81,1.81,44.9,1.00,1.33,0.30,1.03,0.92,3.17,1.81,0.00
Castello Lukeba,FRA,DF,RB Leipzig,21.0,2002,21.3,0.61,0.42,0.33,0.28,0.00,0.33,0.42,77.8,0.09,1.64,0.61,1.03,0.56,1.17,3.80,0.09
Andreas Luthe,GER,GK,Bochum,37.0,1987,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
Senne Lynen,BEL,MF,Werder Bremen,25.0,1999,17.5,3.43,2.00,1.89,1.31,0.23,1.60,3.54,45.2,1.94,2.17,0.40,1.77,2.29,5.71,2.86,0.00
Ian Maatsen,NED,DF,Dortmund,22.0,2002,12.5,2.08,1.52,1.04,0.72,0.32,1.20,2.00,60.0,0.80,1.44,0.32,1.12,0.96,3.04,1.92,0.00
Matej Maglica,CRO,DF,Darmstadt 98,25.0,1998,16.5,1.88,1.03,1.33,0.55,0.00,1.21,1.94,62.5,0.73,1.58,0.61,0.97,1.21,3.09,4.73,0.30
Arne Maier,GER,MF,Augsburg,25.0,1999,8.7,1.26,0.80,0.57,0.57,0.11,0.46,1.15,40.0,0.69,1.84,0.23,1.61,0.69,1.95,1.03,0.00
Linton Maina,GER,FW,Köln,24.0,1999,18.6,0.91,0.75,0.54,0.27,0.11,0.48,1.29,37.5,0.81,0.54,0.05,0.48,0.32,1.24,0.54,0.00
Patrick Mainka,GER,DF,Heidenheim,29.0,1994,31.0,2.65,1.52,1.84,0.74,0.06,1.23,2.39,51.4,1.16,1.97,0.90,1.06,1.42,4.06,4.58,0.03
Lovro Majer,CRO,MF,Wolfsburg,26.0,1998,20.4,1.67,0.78,0.78,0.88,0.00,0.54,1.32,40.7,0.78,0.88,0.05,0.83,0.34,2.01,0.54,0.00
